@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85059952436,SCOPUS_ID:85059952436,2-s2.0-85059952436,Discovery of β-arrestin-biased β<inf>2</inf>-adrenoceptor agonists from 2-amino-2-phenylethanol derivatives,Woo A.Y.H.,Acta Pharmacologica Sinica,16714083,17457254,40,8,1095-1105,2019-08-01,1 August 2019,10.1038/s41401-018-0200-x,"β-Arrestins are a small family of proteins important for signal transduction at G protein-coupled receptors (GPCRs). β-Arrestins are involved in the desensitization of GPCRs. Recently, biased ligands possessing different efficacies in activating the G protein- versus the β-arrestin-dependent signals downstream of a single GPCR have emerged, which can be used to selectively modulate GPCR signal transduction in such a way that desirable signals are enhanced to produce therapeutic effects while undesirable signals of the same GPCR are suppressed to avoid side effects. In the present study, we evaluated agonist bias for compounds developed along a drug discovery project of β2-adrenoceptor agonists. About 150 compounds, including derivatives of fenoterol, 2-amino-1-phenylethanol and 2-amino-2-phenylethanol, were obtained or synthesized, and initially screened for their β-adrenoceptor-mediated activities in the guinea pig tracheal smooth muscle relaxation assay or the cardiomyocyte contractility assay. Nineteen bioactive compounds were further assessed using both the HTRF cAMP assay and the PathHunter β-arrestin assay. Their concentration-response data in stimulating cAMP synthesis and β-arrestin recruitment were applied to the Black–Leff operational model for ligand bias quantitation. As a result, three compounds (L-2, L-4, and L-12) with the core structure of 5-(1-amino-2-hydroxyethyl)-8-hydroxyquinolin-2(1H)-one were identified as a new series of β-arrestin-biased β2-adrenoceptor agonists, whereas salmeterol was found to be Gs-biased. These findings would facilitate the development of novel drugs for the treatment of both heart failure and asthma.",10,30643208,Journal,ar,Article,100,11,11,asthma | biased agonism | cAMP | fenoterol | heart failure | salmeterol | β-arrestin | β -adrenoceptor agonists 2,19403,NIH,31521062,National Institutes of Health,1,TRUE,all,All Open Access,209,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85045073172,SCOPUS_ID:85045073172,2-s2.0-85045073172,Activity-dependent neuronal Klotho enhances astrocytic aerobic glycolysis,Mazucanti C.H.,Journal of Cerebral Blood Flow and Metabolism,0271678X,15597016,39,8,1544-1556,2019-08-01,1 August 2019,10.1177/0271678X18762700,"Mutations of the β-glucuronidase protein α-Klotho have been associated with premature aging, and altered cognitive function. Although highly expressed in specific areas of the brain, Klotho functions in the central nervous system remain unknown. Here, we show that cultured hippocampal neurons respond to insulin and glutamate stimulation by elevating Klotho protein levels. Conversely, AMPA and NMDA antagonism suppress neuronal Klotho expression. We also provide evidence that soluble Klotho enhances astrocytic aerobic glycolysis by hindering pyruvate metabolism through the mitochondria, and stimulating its processing by lactate dehydrogenase. Pharmacological inhibition of FGFR1, Erk phosphorylation, and monocarboxylic acid transporters prevents Klotho-induced lactate release from astrocytes. Taken together, these data suggest Klotho is a potential new player in the metabolic coupling between neurons and astrocytes. Neuronal glutamatergic activity and insulin modulation elicit Klotho release, which in turn stimulates astrocytic lactate formation and release. Lactate can then be used by neurons and other cells types as a metabolic substrate.",32,29493420,Journal,ar,Article,100,5,5,aging | astrocytes | Energy metabolism | lactate | neuronal-glial interaction,16667,NIA,2016/07427-8,National Institute on Aging,1,TRUE,all,All Open Access,210,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069700956,SCOPUS_ID:85069700956,2-s2.0-85069700956,Distinct Connectivity and Functionality of Aldehyde Dehydrogenase 1a1-Positive Nigrostriatal Dopaminergic Neurons in Motor Learning,Wu J.,Cell Reports,NA,22111247,28,5,1167-1181.e7,2019-07-30,30 July 2019,10.1016/j.celrep.2019.06.095,"Parkinson's disease causes the most profound loss of the aldehyde dehydrogenase 1A1-positive (ALDH1A1+) nigrostriatal dopaminergic neuron (nDAN) subpopulation. The connectivity and functionality of ALDH1A1+ nDANs, however, remain poorly understood. Here, we show in rodent brains that ALDH1A1+ nDANs project predominantly to the rostral dorsal striatum, from which they also receive most monosynaptic inputs, indicating extensive reciprocal innervations with the striatal spiny projection neurons (SPNs). Functionally, genetic ablation of ALDH1A1+ nDANs causes severe impairments in motor skill learning, along with a reduction in high-speed walking. While dopamine replacement therapy accelerated walking speed, it failed to improve motor skill learning in ALDH1A1+ nDAN-ablated mice. Altogether, our study provides a comprehensive whole-brain connectivity map and reveals a key physiological function of ALDH1A1+ nDANs in motor skill acquisition, suggesting the motor learning processes require ALDH1A1+ nDANs to integrate diverse presynaptic inputs and supply dopamine with dynamic precision. Wu et al. show that aldehyde dehydrogenase 1A1-positive nigrostriatal dopaminergic neurons, which display the most profound degeneration in Parkinson's disease, are essential in the acquisition of skilled movements in rodent models. The proper synaptic inputs to these neurons are critical for providing the timely dopamine release required in the learning process.",42,31365862,Journal,ar,Article,100,21,21,aldehyde dehydrogenase 1a1 | ALDH1A1 | brain mapping | dopamine | dopaminergic neurons | motor skill learning | Parkinson's disease | striatum | substantia nigra,21100201068,NIH,AG000928,National Institutes of Health,1,TRUE,all,All Open Access,211,NA,S2211124719308812
true,https://api.elsevier.com/content/abstract/scopus_id/85070708047,SCOPUS_ID:85070708047,2-s2.0-85070708047,Subclinical thyroid dysfunction and depressive symptoms: protocol for a systematic review and individual participant data meta-analysis of prospective cohort studies,Wildisen L.,BMJ open,NA,20446055,9,7,e029716,2019-07-26,26 July 2019,10.1136/bmjopen-2019-029716,"INTRODUCTION: Prospective cohort studies on the association between subclinical thyroid dysfunction and depressive symptoms have yielded conflicting findings, possibly because of differences in age, sex, thyroid-stimulating hormone cut-off levels or degree of baseline depressive symptoms. Analysis of individual participant data (IPD) may help clarify this association. METHODS AND ANALYSIS: We will conduct a systematic review and IPD meta-analysis of prospective studies on the association between subclinical thyroid dysfunction and depressive symptoms. We will identify studies through a systematic search of the literature in the Ovid Medline, Ovid Embase, Cochrane Central Register of Controlled Trials (CENTRAL) and Cumulative Index to Nursing and Allied Health Literature (CINAHL) databases from inception to April 2019 and from the Thyroid Studies Collaboration. We will ask corresponding authors of studies that meet our inclusion criteria to collaborate by providing IPD. Our primary outcome will be depressive symptoms at the first available individual follow-up, measured on a validated scale. We will convert all the scores to the Beck Depression Inventory scale. For each cohort, we will estimate the mean difference of depressive symptoms between participants with subclinical hypothyroidism or hyperthyroidism and control adjusted for depressive symptoms at baseline. Furthermore, we will adjust our multivariable linear regression analyses for age, sex, education and income. We will pool the effect estimates of all studies in a random-effects meta-analysis. Heterogeneity will be assessed by I2. Our secondary outcomes will be depressive symptoms at a specific follow-up time, at the last available individual follow-up and incidence of depression at the first, last and at a specific follow-up time. For the binary outcome of incident depression, we will use a logistic regression model. ETHICS AND DISSEMINATION: Formal ethical approval is not required as primary data will not be collected. Our findings will have considerable implications for patient care. We will seek to publish this systematic review and IPD meta-analysis in a high-impact clinical journal. PROSPERO REGISTRATION NUMBER: CRD42018091627.",3,31350252,Journal,ar,Article,100,24,24,depressive symptoms | individual participant data (IPD) meta-analysis | subclinical hyperthyroidism | subclinical hypothyroidism | subclinical thyroid dysfunction | systematic review,19800188003,NA,undefined,NA,1,TRUE,all,All Open Access,212,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069929877,SCOPUS_ID:85069929877,2-s2.0-85069929877,"Dietary curcumin enhances insulin clearance in diet-induced obese mice via regulation of hepatic PI3K-AKT axis and IDE, and preservation of islet integrity",Kim Y.,Nutrition and Metabolism,NA,17437075,16,1,V,2019-07-25,25 July 2019,10.1186/s12986-019-0377-0,"Background: Although type 2 diabetes mellitus (T2DM) is primarily characterized by sustained high levels of circulating glucose, other factors, such as obesity, chronic inflammation, fatty liver, and islet dysfunction significantly contribute to the development of this disease. To date, curcumin (CUR), a natural polyphenol and primary component of turmeric, shows putative therapeutic properties such as reducing the incidence of obesity-related diseases in mice. However, the mechanism by which CUR regulates insulin levels remains unclear. Methods: This study investigates how dietary CUR improves insulin clearance and maintains a proper range of circulating insulin level in the diet-induced obesity (DIO) mouse model. Male C57BL/6 J mice were fed a control, a high fat/high sugar (HFS) or a HFS diet containing 0.4% (w/w) curcumin (HFS + CUR) (N = 16 per group) for 16 weeks. Results: Mice given HFS + CUR had reduced body weight and fat accumulation in the liver and had lower blood insulin levels under fasting conditions compared to mice on HFS alone, resulting from significantly improved insulin clearance via upregulation of hepatic insulin-degrading enzyme (IDE). We also observed restoration of phosphoinositide 3-kinase (PI3K), especially class Ia catalytic subunits, p110α and p110β, and class Ib regulatory subunit, p101, and phosphorylated protein kinase B (AKT) expression levels in liver on HFS + CUR diet. Additionally, HFS + CUR fed mice had significantly smaller islets of Langerhans and increased glucagon contents compared to HFS fed mice, indicating less secretion of insulin in pancreas. The expression of thioredoxin interacting protein (TXNIP), a pro-oxidant and pro-apoptotic protein, was significantly elevated in mouse and human islets cultured under HFS mimicking conditions, which was mitigated by CUR treatment. Conclusions: CUR supplementation in obese subjects may alleviate the burden imposed by HFS diets. Our data indicate administration of dietary CUR reinstates PI3K, AKT and IDE levels in obese mice. Additionally, CUR treatment preserves islet integrity by downregulation of TXNIP transcription levels. Therefore, dietary CUR may have the potential to serve as a novel therapeutic agent to address the underlying links of obesity and T2DM.",30,NA,Journal,ar,Article,100,5,5,Curcumin | Hepatic insulin signaling pathway | Insulin degrading enzyme (IDE) | Insulin sensitivity | Islet integrity | Phosphoinositide 3-kinase (PI3K),15300154824,NIH,1UC4DK098085,National Institutes of Health,1,TRUE,all,All Open Access,213,48,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85070055380,SCOPUS_ID:85070055380,2-s2.0-85070055380,Activity-dependent reconnection of adult-born dentate granule cells in a mouse model of frontotemporal dementia,Terreros-Roncal J.,Journal of Neuroscience,02706474,15292401,39,29,5794-5815,2019-07-17,17 July 2019,10.1523/JNEUROSCI.2724-18.2019,"Frontotemporal dementia (FTD) is characterized by neuronal loss in the frontal and temporal lobes of the brain. Here, we provide the first evidence of striking morphological alterations in dentate granule cells (DGCs) of FTD patients and in a mouse model of the disease, Tau VLW mice. Taking advantage of the fact that the hippocampal dentate gyrus (DG) gives rise to newborn DGCs throughout the lifetime in rodents, we used RGB retroviruses to study the temporary course of these alterations in newborn DGCs of female Tau VLW mice. In addition, retroviruses that encode either PSD95:GFP or Syn:GFP revealed striking alterations in the afferent and efferent connectivity of newborn Tau VLW DGCs, and monosynaptic retrograde rabies virus tracing showed that these cells are disconnected from distal brain regions and local sources of excitatory innervation. However, the same cells exhibited a predominance of local inhibitory innervation. Accordingly, the expression of presynaptic and postsynaptic markers of inhibitory synapses was markedly increased in the DG of Tau VLW mice and FTD patients. Moreover, an increased number of neuropeptide Y-positive interneurons in the DG correlated with a reduced number of activated egr-1 + DGCs in Tau VLW mice. Finally, we tested the therapeutic potential of environmental enrichment and chemoactivation to reverse these alterations in mice. Both strategies reversed the morphological alterations of newborn DGCs and partially restored their connectivity in a mouse model of the disease. Moreover, our data point to remarkable morphological similarities between the DGCs of Tau VLW mice and FTD patients.",10,31133559,Journal,ar,Article,100,11,11,Dentate granule cells (DGCs) | DREADD | Environmental enrichment | Frontotemporal dementia (FTD) | Rabies virus | RGB retrovirus,16764,HHMI,PICT2013-1685,Howard Hughes Medical Institute,1,TRUE,all,All Open Access,214,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85073653515,SCOPUS_ID:85073653515,2-s2.0-85073653515,"Joint and Individual Representation of Domains of Physical Activity, Sleep, and Circadian Rhythmicity",Di J.,Statistics in Biosciences,18671764,18671772,11,2,371-402,2019-07-15,15 July 2019,10.1007/s12561-019-09236-4,"Developments in wearable technology have enabled researchers to continuously and objectively monitor various aspects and physiological domains of real life including levels of physical activity, quality of sleep, and strength of circadian rhythm in many epidemiological and clinical studies. Current analytical practice is to summarize each of these three domains individually via a standard inventory of interpretable features, and explore individual associations between the features and clinical variables. However, the features often exhibit significant interaction and correlation both within and between domains. Integration of features across multiple domains remains methodologically challenging. To address this problem, we propose to use joint and individual variation explained, a dimension reduction technique that efficiently deals with multivariate data representing multiple domains. In this paper, we review the most frequently used features to characterize the domains of physical activity, sleep, and circadian rhythmicity and illustrate the approach using wrist-worn actigraphy data from 198 participants of the Baltimore Longitudinal Study of Aging.",33,NA,Journal,ar,Article,100,11,11,Circadian rhythmicity | Dimension reduction | JIVE | Multi-domain | Physical activity | Sleep,19400158517,NIH,HHSN-260-2004-00012C,National Institutes of Health,0,FALSE,all,All Open Access,215,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85060108913,SCOPUS_ID:85060108913,2-s2.0-85060108913,Accelerometry Data in Health Research: Challenges and Opportunities: Review and Examples,Karas M.,Statistics in Biosciences,18671764,18671772,11,2,210-237,2019-07-15,15 July 2019,10.1007/s12561-018-9227-2,"Wearable accelerometers provide detailed, objective, and continuous measurements of physical activity (PA). Recent advances in technology and the decreasing cost of wearable devices led to an explosion in the popularity of wearable technology in health research. An ever-increasing number of studies collect high-throughput, sub-second level raw acceleration data. In this paper, we discuss problems related to the collection and analysis of raw accelerometry data and refer to published solutions. In particular, we describe the size and complexity of the data, the within- and between-subject variability, and the effects of sensor location on the body. We also discuss challenges related to sampling frequency, device calibration, data labeling, and multiple PA monitors synchronization. We illustrate these points using the Developmental Epidemiological Cohort Study (DECOS), which collected raw accelerometry data on individuals both in a controlled and the free-living environment.",69,NA,Journal,ar,Article,100,9,9,Accelerometers | Accelerometry | Physical activity | Wearable accelerometers | Wearable computing,19400158517,NIH,P30 AG024826,National Institutes of Health,0,FALSE,all,All Open Access,216,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85065041747,SCOPUS_ID:85065041747,2-s2.0-85065041747,The silent epidemic of chronic pain in older adults,Domenichiello A.F.,Progress in Neuro-Psychopharmacology and Biological Psychiatry,02785846,18784216,93,NA,284-290,2019-07-13,13 July 2019,10.1016/j.pnpbp.2019.04.006,"Chronic pain is highly prevalent among older adults where it is associated with significant suffering, disability, social isolation, and greater costs and burden to health care systems. Pharmaceutical treatment of chronic pain in older adults is usually only partially effective and is often limited by side effects including urinary retention, constipation, sedation, cognitive impairment, and increased risk of falls. Since older adults are underrepresented in clinical trials testing treatments for chronic pain, the potential impacts of polypharmacy and frailty on reported outcomes and side effect profiles are largely unknown. Thus, for current treatments, providers and patients must balance anticipated benefits of pain reduction with the known and unknown risks of treatment. Chronic pain is also a risk factor for premature death as well as accelerated cognitive decline, suggesting potential shared mechanisms between persistent pain (or its treatment) and dementia. Cognitive decline and dementia may also impact pain perception and the ability to report pain, complicating treatment decisions. Associations between persistent pain and the risks of premature death and accelerated cognitive decline make estimates for chronic pain in these populations particularly challenging. Future research is needed to improve estimates for chronic pain in older adults, to elucidate underlying mechanisms of pain with aging, and to develop and advance safer, more effective treatment options for chronic pain in older adults.",253,31004724,Journal,re,Review,100,2,2,Age-related disease | Aging | Chronic pain | Cognitive | Dementia,21767,NIH,ZIAAG000453,National Institutes of Health,0,FALSE,all,All Open Access,217,NA,S0278584619300831
true,https://api.elsevier.com/content/abstract/scopus_id/85068057969,SCOPUS_ID:85068057969,2-s2.0-85068057969,Exome-Derived Adiponectin-Associated Variants Implicate Obesity and Lipid Biology,Spracklen C.N.,American Journal of Human Genetics,00029297,15376605,105,1,15-28,2019-07-03,3 July 2019,10.1016/j.ajhg.2019.05.002,"Circulating levels of adiponectin, an adipocyte-secreted protein associated with cardiovascular and metabolic risk, are highly heritable. To gain insights into the biology that regulates adiponectin levels, we performed an exome array meta-analysis of 265,780 genetic variants in 67,739 individuals of European, Hispanic, African American, and East Asian ancestry. We identified 20 loci associated with adiponectin, including 11 that had been reported previously (p < 2 × 10−7). Comparison of exome array variants to regional linkage disequilibrium (LD) patterns and prior genome-wide association study (GWAS) results detected candidate variants (r2 > .60) spanning as much as 900 kb. To identify potential genes and mechanisms through which the previously unreported association signals act to affect adiponectin levels, we assessed cross-trait associations, expression quantitative trait loci in subcutaneous adipose, and biological pathways of nearby genes. Eight of the nine loci were also associated (p < 1 × 10−4) with at least one obesity or lipid trait. Candidate genes include PRKAR2A, PTH1R, and HDAC9, which have been suggested to play roles in adipocyte differentiation or bone marrow adipose tissue. Taken together, these findings provide further insights into the processes that influence circulating adiponectin levels.",20,31178129,Journal,ar,Article,100,104,100,adiponectin | cardio metabolic traits | exome | genetics | genome-wide association study | lipids | obesity,21677,NIH,916.14.023,National Institutes of Health,1,TRUE,all,All Open Access,218,NA,S0002929719301880
true,https://api.elsevier.com/content/abstract/scopus_id/85091219361,SCOPUS_ID:85091219361,2-s2.0-85091219361,HIPK2 phosphorylates the microtubule-severing enzyme spastin at S268 for abscission,Pisciottani A.,Cells,NA,20734409,8,7,NA,2019-07-01,July 2019,10.3390/cells8070684,"Abscission is the final step of cell division, mediating the physical separation of the two daughter cells. A key player in this process is the microtubule-severing enzyme spastin that localizes at the midbody where its activity is crucial to cut microtubules and culminate the cytokinesis. Recently, we demonstrated that HIPK2, a multifunctional kinase involved in several cellular pathways, contributes to abscission and prevents tetraploidization. Here, we show that HIPK2 binds and phosphorylates spastin at serine 268. During cytokinesis, the midbody-localized spastin is phosphorylated at S268 in HIPK2-proficient cells. In contrast, no spastin is detectable at the midbody in HIPK2-depleted cells. The non-phosphorylatable spastin-S268A mutant does not localize at the midbody and cannot rescue HIPK2-depleted cells from abscission defects. In contrast, the phosphomimetic spastin-S268D mutant localizes at the midbody and restores successful abscission in the HIPK2-depleted cells. These results show that spastin is a novel target of HIPK2 and that HIPK2-mediated phosphorylation of spastin contributes to its midbody localization for successful abscission.",20,NA,Journal,ar,Article,100,10,10,Abscission | HIPK2 | Midbody | Phosphorylation | Spastin,21100978391,FIRC,GGP16072,Fondazione Italiana per la Ricerca sul Cancro,1,TRUE,all,All Open Access,219,684,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85078794603,SCOPUS_ID:85078794603,2-s2.0-85078794603,Insulin Resistance Exacerbates Genetic Predisposition to Nonalcoholic Fatty Liver Disease in Individuals Without Diabetes,Barata L.,Hepatology Communications,NA,2471254X,3,7,894-907,2019-07-01,July 2019,10.1002/hep4.1353,"The accumulation of excess fat in the liver (hepatic steatosis) in the absence of heavy alcohol consumption causes nonalcoholic fatty liver disease (NAFLD), which has become a global epidemic. Identifying metabolic risk factors that interact with the genetic risk of NAFLD is important for reducing disease burden. We tested whether serum glucose, insulin, insulin resistance, triglyceride (TG), low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, body mass index (BMI), and waist-to-hip ratio adjusted for BMI interact with genetic variants in or near the patatin-like phospholipase domain containing 3 (PNPLA3) gene, the glucokinase regulatory protein (GCKR) gene, the neurocan/transmembrane 6 superfamily member 2 (NCAN/TM6SF2) gene, and the lysophospholipase-like 1 (LYPLAL1) gene to exacerbate hepatic steatosis, estimated by liver attenuation. We performed association analyses in 10 population-based cohorts separately and then meta-analyzed results in up to 14,751 individuals (11,870 of European ancestry and 2,881 of African ancestry). We found that PNPLA3-rs738409 significantly interacted with insulin, insulin resistance, BMI, glucose, and TG to increase hepatic steatosis in nondiabetic individuals carrying the G allele. Additionally, GCKR-rs780094 significantly interacted with insulin, insulin resistance, and TG. Conditional analyses using the two largest European ancestry cohorts in the study showed that insulin levels accounted for most of the interaction of PNPLA3-rs738409 with BMI, glucose, and TG in nondiabetic individuals. Insulin, PNPLA3-rs738409, and their interaction accounted for at least 8% of the variance in hepatic steatosis in these two cohorts. Conclusion: Insulin resistance, either directly or through the resultant elevated insulin levels, more than other metabolic traits, appears to amplify the PNPLA3-rs738409-G genetic risk for hepatic steatosis. Improving insulin resistance in nondiabetic individuals carrying PNPLA3-rs738409-G may preferentially decrease hepatic steatosis.",47,NA,Journal,ar,Article,100,30,30,NA,21101041514,NIH,271201200022C,National Institutes of Health,1,TRUE,all,All Open Access,220,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069576482,SCOPUS_ID:85069576482,2-s2.0-85069576482,Extended multimodal whole-brain anatomical covariance analysis: detection of disrupted correlation networks related to amyloid deposition,Ye C.,Heliyon,24058440,NA,5,7,NA,2019-07-01,July 2019,10.1016/j.heliyon.2019.e02074,"Background: An anatomical covariance analysis (ACA) enables to elucidate inter-regional connections on a group basis, but little is known about the connections among white matter structures or among gray and white matter structures. Effect of including multiple magnetic resonance imaging (MRI) modalities into ACA framework in detecting white-to-white or gray-to-white connections is yet to be investigated. New method: Proposed extended anatomical covariance analysis (eACA), analyzes correlations among gray and white matter structures (multi-structural) in various types of imaging modalities (T1-weighted images, T2 maps obtained from dual-echo sequences, and diffusion tensor images (DTI)). To demonstrate the capability to detect a disruption of the correlation network affected by pathology, we applied the eACA to two groups of cognitively-normal elderly individuals, one with (PiB+) and one without (PiB-) amyloid deposition in their brains. Results: The volume of each anatomical structure was symmetric and functionally related structures formed a cluster. The pseudo-T2 value was highly homogeneous across the entire cortex in the PiB- group, while a number of physiological correlations were altered in the PiB + group. The DTI demonstrated unique correlation network among structures within the same phylogenetic portions of the brain that were altered in the PiB + group. Comparison with Existing Method: The proposed eACA expands the concept of existing ACA to the connections among the white matter structures. The extension to other image modalities expands the way in which connectivity may be detected. Conclusion: The eACA has potential to evaluate alterations of the anatomical network related to pathological processes.",2,NA,Journal,ar,Article,100,10,10,Amyloid | Anatomical covariance | Correlation network | Diffusion tensor imaging | Magnetic resonance imaging | Neuroscience | Positron emission tomography | T2 relaxation,21100411756,NIH,JCYJ20150403161923510,National Institutes of Health,1,TRUE,all,All Open Access,221,e02074,S2405844019357342
true,https://api.elsevier.com/content/abstract/scopus_id/85069554540,SCOPUS_ID:85069554540,2-s2.0-85069554540,"Health needs, utilization of services and access to care among Medicaid and uninsured patients with chronic disease in health centres",Liang H.,Journal of Health Services Research and Policy,13558196,17581060,24,3,172-181,2019-07-01,1 July 2019,10.1177/1355819619836130,"Introduction: Understanding the role of Medicaid for health centre patients with chronic diseases can aid policymakers in designing and improving programmes to effectively meet the needs of this vulnerable segment of the population. This study compares the number of chronic conditions, health services utilization and access to care between patients with Medicaid coverage and uninsured patients seen at US health centres. Methods: We used data from the 2014 Health Center Patient Survey. Measures included number of chronic conditions, number of physician visits, number of prescription drugs used, access to a usual source of care, the receipt of a routine checkup, unmet need for care and unmet need for prescription drugs. We conducted bivariate analyses to determine differences of outcome measures between the Medicaid and uninsured patient groups. Multiple linear and logistic regression models were conducted to test associations of Medicaid and other health-related factors with outcome measures. Results: Bivariate results indicated there were no differences between Medicaid and uninsured patients in number of chronic diseases, having a usual source of care and receipt of a routine checkup. Significant differences existed in health services utilization measures and unmet health needs measures. After controlling for confounding factors, the differences in these measures were still apparent. Uninsured status was linked to a reduced physician visit frequency by −3.03 (95% CI: −4.05, −2.00) as compared with Medicaid patients (p < 0.001) and was associated with a reduced frequency of prescription drugs used by −0.38 (95% CI: −0.67, −0.10, p < 0.01) after controlling for the other covariates. Conclusion: Despite having comparable needs to Medicaid patients, uninsured patients with chronic conditions continue to have substantial unmet needs for health care services and limited access to the health care system. Health centres serve an important role in eliminating such disparity regardless of insurance status. In addition, Medicaid eligibility may also have a substantial and positive impact on improving health services utilization and access to care among these low-income patients.",8,31291765,Journal,ar,Article,100,3,3,access to care | chronic disease | health centre | Medicaid | uninsured,15932,NIA,71804183,National Institute on Aging,0,FALSE,NA,NA,222,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85069001135,SCOPUS_ID:85069001135,2-s2.0-85069001135,Associations of weight change with changes in calf muscle characteristics and functional decline in peripheral artery disease,Polonsky T.S.,Journal of the American Heart Association,NA,20479980,8,13,NA,2019-07-01,1 July 2019,10.1161/JAHA.118.010890,"Background-Among people with lower extremity peripheral artery disease, obesity is associated with faster functional decline than normal weight. The association of weight loss with functional decline in peripheral artery disease is unknown. Methods and Results-Adults with an ankle-brachial index <0.90 were identified from Chicago-area hospitals in 2002-2004. Weight and 6-minute walk distance were measured annually. Weight change categories were weight loss or gain (≥5 pounds/year at ≥1 visit) or stable (weight change <5 pounds at each visit). Participants reported whether weight loss was “intentional” or “unintentional.” Calf muscle area was measured with computed tomography every 2 years. Associations of weight change with changes in calf muscle area and 6-minute walk distance were analyzed using mixed-effects models and adjusted for age, body mass index, ankle-brachial index, physical activity, and other confounders. Among 389 participants, mean ankle-brachial index was 0.63±0.16, mean age was 74.5±7.8, and mean body mass index was 28.1±5.1 kg/m2. Over 3.23±1.37 years, muscle area declined more in adults with intentional weight loss versus stable or gain (pair-wise comparisons, P<0.001). Intentional weight loss was associated with less annual decline in 6-minute walk distance than weight gain (intentional loss, 3.7 m; stable, -14.0 m; gain, -28.5 m; unintentional loss, -20.8 m; pair-wise comparison intentional loss versus gain, P=0.003). Conclusions-Despite a greater loss of calf muscle area, adults with peripheral artery disease who intentionally lost ≥5 pounds experienced less functional decline than those who gained weight. A randomized trial is needed to establish whether benefits of weight loss in peripheral artery disease outweigh potential adverse effects.",9,31257970,Journal,ar,Article,100,11,11,Obesity | Observational studies | Peripheral artery disease | Physical exercise,21100246515,NIH,RR-00048,National Institutes of Health,1,TRUE,all,All Open Access,223,e010890,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85066892254,SCOPUS_ID:85066892254,2-s2.0-85066892254,Association Between Adiposity and Perceived Physical Fatigability in Mid- to Late Life,Martinez-Amezcua P.,Obesity,19307381,1930739X,27,7,1177-1183,2019-07-01,July 2019,10.1002/oby.22500,"Objective: This study aimed to compare and contrast the associations between measures of adiposity and fat distribution and perceived fatigability among well-functioning individuals in mid- to late life. Methods: In 1,054 adults (70.4 ± 12.4 years, 52% female), adiposity was measured as BMI, percent fat (dual-energy x-ray absorptiometry), waist and hip circumferences, and waist to height ratio. In a subset of 383 participants, visceral fat was measured. Perceived fatigability was evaluated after a 5-minute treadmill walk (1.5 mph) using the Borg rating of perceived exertion (range, 6-20). Associations between adiposity measures and perceived fatigability were assessed using regression models adjusting for age, sex, race, smoking, and comorbidities. Results: All adiposity measures, except subcutaneous fat, were positively associated with perceived fatigability after adjustment (P < 0.05 for all). Standardized coefficients indicated that BMI, hip circumference, and visceral fat had the strongest associations with fatigability. Associations between BMI and fatigability were present only among those above the threshold for overweight and strongest in those aged ≥ 65 years. Moreover, BMI was associated with fatigability only among participants with higher waist circumference. Conclusions: Measures of adiposity, particularly central adiposity, are strongly associated with fatigability, suggesting that weight management may be an effective target for curbing fatigability and maintaining quality of life with aging.",10,31127707,Journal,ar,Article,100,7,7,NA,4700152825,NIA,P30AG021334,National Institute on Aging,0,FALSE,all,All Open Access,224,NA,NA
