@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,pii,dc:description,authkeywords,article-number
true,https://api.elsevier.com/content/abstract/scopus_id/85090315659,SCOPUS_ID:85090315659,2-s2.0-85090315659,Housing Insecurity and Risk of Adverse Kidney Outcomes,Novick T.K.,Kidney360,NA,26417650,1,4,241-247,2020-04-01,1 April 2020,10.34067/KID.0000032019,17,35372916,Journal,ar,Article,100,6,6,21101155955,NIH,T32DK7732-24,National Institutes of Health,1,TRUE,all,All Open Access,102,NA,"Background Housing insecurity is characterized by high housing costs or unsafe living conditions that prevent self-care and threaten independence. We examined the relationship of housing insecurity and risk of kidney disease. Methods We used longitudinal data from the Healthy Aging in Neighborhoods of Diversity across the Life Span study (Baltimore, MD). We used multivariable regression to quantify associations between housing insecurity and rapid kidney function decline (loss of >5 ml/min per 1.73 m 2 of eGFR per year) and, among those without kidney disease at baseline, incident reduced kidney function (eGFR <60 ml/min per 1.73 m 2) and incident albuminuria (urine albumin-creatinine ratio [ACR] ≥30 mg/g). Results Among 1262 participants, mean age was 52 years, 40% were male and 57% were black. A total of 405 (32%) reported housing insecurity. After a median of 3.5 years of follow-up, rapid kidney function decline, incident reduced kidney function, and incident albuminuria occurred in 199 (16%), 64 (5%), and 74 (7%) participants, respectively. Housing insecurity was associated with increased odds of incident albuminuria (unadjusted OR, 2.04; 95% CI, 1.29 to 3.29; adjusted OR, 3.23; 95% CI, 1.90 to 5.50) but not rapid kidney function decline or incident reduced kidney function. Conclusions In this urban population, housing insecurity was associated with increased risk of subsequent albuminuria. Increased recognition of housing insecurity as a social determinant of kidney disease is needed, and risk-reduction efforts that specifically target populations experiencing housing insecurity should be considered.",Albuminuria | Chronic Kidney Disease | Chronic Kidney Disease | Housing Insecurity | Social Conditions | Social Determinants of Health | Urban Population,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85084700669,SCOPUS_ID:85084700669,2-s2.0-85084700669,Extracellular vesicle biomarkers reveal inhibition of neuroinflammation by infliximab in association with antidepressant response in adults with bipolar depression,Mansur R.B.,Cells,NA,20734409,9,4,NA,2020-04-01,April 2020,10.3390/cells9040895,49,32268604,Journal,ar,Article,100,16,16,21100978391,NCI,K08CA237528,National Cancer Institute,1,TRUE,all,All Open Access,103,NA,"Accumulating evidence suggests that neuroinflammation is involved in bipolar disorder (BD) pathogenesis. The tumor necrosis factor-alpha (TNF-α) antagonist infliximab was recently reported to improve depressive symptoms in a subpopulation of individuals with BD and history of childhood maltreatment. To explore the mechanistic mediators of infliximab’s effects, we investigated its engagement with biomarkers of cellular response to inflammation derived from plasma extracellular vesicles enriched for neuronal origin (NEVs). We hypothesized that infliximab, compared to placebo, would decrease TNF-α receptors (TNFRs) and nuclear factor-kappa B (NF-κB) pathway signaling biomarkers, and that history of childhood abuse would moderate infliximab’s effects. We immunocaptured NEVs from plasma samples collected at baseline and at weeks 2, 6, and 12 (endpoint) from 55 participants of this clinical trial and measured NEV biomarkers using immunoassays. A subset of participants (n = 27) also underwent whole-brain magnetic resonance imaging at baseline and endpoint. Childhood physical abuse moderated treatment by time interactions for TNFR1 (χ2 = 9.275, p = 0.026), NF-κB (χ2 = 13.825, p = 0.003), and inhibitor of NF-κB (IκBα) (χ2 = 7.990, p = 0.046), indicating that higher levels of physical abuse were associated with larger biomarker decreases over time. Moreover, the antidepressant response to infliximab was moderated by TNFR1 (χ2 = 7.997, p = 0.046). In infliximab-treated participants, reductions in TNFR1 levels were associated with improvement of depressive symptoms, an effect not detected in the placebo group. Conversely, reductions in TNFR1 levels were associated with increased global cortical thickness in infliximab-(r = –0.581, p = 0.029), but not placebo-treated, patients (r = 0.196, p = 0.501). In conclusion, we report that NEVs revealed that infliximab engaged the TNFR/NF-κB neuro-inflammatory pathway in individuals with BD, in a childhood trauma-dependent manner, which was associated with clinical response and brain structural changes.",Bipolar disorder | Childhood trauma | Cytokines | Depression | Inflammation,895
true,https://api.elsevier.com/content/abstract/scopus_id/85084379579,SCOPUS_ID:85084379579,2-s2.0-85084379579,NIA workshop on senescence in brain aging and Alzheimer’s disease and its related dementias,DiBattista A.M.,GeroScience,25092715,25092723,42,2,389-396,2020-04-01,1 April 2020,10.1007/s11357-020-00153-9,10,31933065,Journal,ar,Article,100,3,3,21100805354,NA,undefined,NA,1,TRUE,all,All Open Access,104,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85083914453,SCOPUS_ID:85083914453,2-s2.0-85083914453,Patterns of Bariatric Surgeries among U.S. Women Diagnosed with Polycystic Ovarian Syndrome,Beydoun H.A.,Journal of Women's Health,15409996,1931843X,29,4,585-595,2020-04-01,April 2020,10.1089/jwh.2019.7947,10,32077783,Journal,ar,Article,100,6,6,19558,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,105,NA,"Background: To examine patterns and outcomes of bariatric surgeries, including Roux-en-Y gastric bypass (RYGB), laparoscopic sleeve gastrectomy (LSG) and laparoscopic adjustable gastric banding (LAGB), among women diagnosed with polycystic ovarian syndrome (PCOS). Materials and Methods: Retrospective cohort study using 1998-2011 Nationwide Inpatient Sample data. A total of 52,668 hospital discharge records met eligibility criteria among PCOS women, 18-49 years. Of those, 17,759 had an obesity/overweight diagnosis and 4310 underwent bariatric surgery. Furthermore, 3086 underwent RYGB (n = 2411), LSG (n = 126), or LAGB (n = 549), and were compared to 78,931 non-PCOS controls. Multiple regression models were constructed to examine patient- and hospital-level predictors of obesity/overweight and bariatric surgery, as well as type of bariatric surgery (RYGB, LSG, or LAGB) as a predictor of in-hospital outcomes and PCOS status. Results: The prevalence of obesity/overweight (≈34%) among women diagnosed with PCOS, and of bariatric surgery (≈24%) among women diagnosed with PCOS and obese/overweight varied by patient- and hospital-level characteristics. Women having PCOS and overweight/obesity, who underwent LSG or LAGB, had shorter hospital stay, reduced hospital charges, and better disposition at discharge compared to those who underwent RYGB. PCOS cases and non-PCOS controls experienced similar treatment selection and in-hospital outcomes after bariatric surgery. Also, PCOS cases and non-PCOS controls experienced similar in-hospital outcomes after undergoing RYGB, LSG, or LAGB. Conclusions: Compared to RYGB, LSG and LAGB resulted in improved in-hospital outcomes among obese/overweight PCOS and non-PCOS patients. Further research is needed to examine health care disparities in the context of PCOS, obesity/overweight, and bariatric surgery.",bariatric surgery | infertility | obesity | overweight | polycystic ovarian syndrome,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85083515602,SCOPUS_ID:85083515602,2-s2.0-85083515602,Regulation of senescence traits by MAPKs,Anerillas C.,GeroScience,25092715,25092723,42,2,397-408,2020-04-01,1 April 2020,10.1007/s11357-020-00183-3,102,32300964,Journal,re,Review,100,3,3,21100805354,NIH,ZIAAG000393,National Institutes of Health,0,FALSE,all,All Open Access,106,NA,"A phenotype of indefinite growth arrest acquired in response to sublethal damage, cellular senescence affects normal aging and age-related disease. Mitogen-activated protein kinases (MAPKs) are capable of sensing changes in cellular conditions, and in turn elicit adaptive responses including cell senescence. MAPKs modulate the levels and function of many proteins, including proinflammatory factors and factors in the p21/p53 and p16/RB pathways, the main senescence-regulatory axes. Through these actions, MAPKs implement key traits of senescence—growth arrest, cell survival, and the senescence-associated secretory phenotype (SASP). In this review, we summarize and discuss our current knowledge of the impact of MAPKs in senescence. In addition, given that eliminating or suppressing senescent cells can improve health span, we discuss the function and possible exploitation of MAPKs in the elimination (senolysis) or suppression (senostasis) of senescent cells.",ERK | Gene expression programs | JNK | p38 | SASP | Senescence,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85082731461,SCOPUS_ID:85082731461,2-s2.0-85082731461,Biochemical and hematological correlates of elevated homocysteine in national surveys and a longitudinal study of urban adults,Beydoun M.A.,Nutrients,NA,20726643,12,4,NA,2020-04-01,April 2020,10.3390/nu12040950,9,32235453,Journal,ar,Article,100,7,7,19700188323,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,107,NA,"Elevated blood homocysteine (Hcy) among middle-aged adults can increase age-related disease risk, possibly through other biochemical and hematological markers. We selected markers for hyperhomocysteinemia among middle-aged adults, studied time-dependent Hcy-marker associations and computed highly predictive indices of hyperhomocysteinemia, with cross-sectional and longitudinal validations. We used data from the National Health and Nutrition Examination Survey (NHANES III, phase 2, nmax = 4000), the NHANES 1999–2006 (nmax = 10,151) and pooled NHANES (cross-sectional validation). Longitudinal validation consisted of mixed-effects linear regression models (Hcy predicting markers’ annual rates of change), applied to the Healthy Aging in Neighborhoods of Diversity Across the Life Span (HANDLS, n = 227–244 participants, k = 2.4 repeats/participant, Agebase: 30–65 years) data. Machine learning detected nine independent markers for Hcy > 14 µmol/L (NHANES III, phase 2): older age; lower folate and B-12 status; higher serum levels of creatinine, uric acid, alkaline phosphatase, and cotinine; mean cell hemoglobin and red cell distribution widths (RDW); results replicated in the 1999–2006 NHANES [AUC = 0.60–0.80]. Indices combining binary markers increased elevated Hcy odds by 6.9–7.5-fold. In HANDLS, first-visit Hcy predicted annual increase in creatinine, RDW and alkaline phosphatase, with third-visit index (2013–2018) directly predicting Hcy (2004–2009). We provide evidence of the internal and external validity of indices composed of several biomarkers that are strongly associated with elevated Hcy.",Aging | Biochemical indices | Hematological indices | Homocysteine | Inflammation | Predictive models,950
true,https://api.elsevier.com/content/abstract/scopus_id/85081689446,SCOPUS_ID:85081689446,2-s2.0-85081689446,"Cerebral microvascular complications of type 2 diabetes: stroke, cognitive dysfunction, and depression",van Sloten T.T.,The Lancet Diabetes and Endocrinology,22138587,22138595,8,4,325-336,2020-04-01,April 2020,10.1016/S2213-8587(19)30405-X,431,32135131,Journal,re,Review,100,5,5,21100237403,NIH,2018T025,National Institutes of Health,0,FALSE,all,All Open Access,108,S221385871930405X,"Adults with type 2 diabetes are at an increased risk of developing certain brain or mental disorders, including stroke, dementia, and depression. Although these disorders are not usually considered classic microvascular complications of diabetes, evidence is growing that microvascular dysfunction is one of the key underlying mechanisms. Microvascular dysfunction is a widespread phenomenon in people with diabetes, including effects on the brain. Cerebral microvascular dysfunction is also apparent in adults with prediabetes, suggesting that cerebral microvascular disease processes start before the onset of diabetes. The microvasculature is involved in the regulation of many cerebral processes that when impaired predispose to lacunar and haemorrhagic stroke, cognitive dysfunction, and depression. Main drivers of diabetes-related cerebral microvascular dysfunction are hyperglycaemia, obesity and insulin resistance, and hypertension. Increasing amounts of data from observational studies suggest that diabetes-related microvascular dysfunction is associated with a higher risk of stroke, cognitive dysfunction, and depression. Cerebral outcomes in diabetes might be improved following treatments targeting the pathways through which diabetes damages the microcirculation. These treatments might include drugs that reduce dicarbonyl compounds, augment cerebral insulin signalling, or improve blood–brain barrier permeability and cerebral vasoreactivity.",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85081351181,SCOPUS_ID:85081351181,2-s2.0-85081351181,Endothelial-derived plasma exosome proteins in Alzheimer’s disease angiopathy,Abner E.L.,FASEB Journal,08926638,15306860,34,4,5967-5974,2020-04-01,1 April 2020,10.1096/fj.202000034R,27,32157747,Journal,ar,Article,100,8,8,15048,NIH,K24AG045333,National Institutes of Health,0,FALSE,all,All Open Access,109,NA,"Small cerebral vascular disease (SCeVD) demonstrated by white matter hyperintensity (WMH) on MRI contributes to the development of dementia in Alzheimer's disease (AD), but it has not been possible to correlate onset, severity, or protein components of SCeVD with characteristics of WMH in living patients. Plasma endothelial-derived exosomes (EDEs) were enriched by two-step immunoabsorption from four groups of participants with no clinical evidence of cerebrovascular disease: cognitively normal (CN) without WMH (CN without SCeVD, n = 20), CN with SCeVD (n = 22), preclinical AD (pAD) + mild cognitive impairment (MCI) without SCeVD (pAD/MCI without SCeVD, n = 22), and pAD/MCI with SCeVD (n = 16) for ELISA quantification of cargo proteins. Exosome marker CD81-normalized EDE levels of the cerebrovascular-selective biomarkers large neutral amino acid transporter 1 (LAT-1), glucose transporter type 1 (Glut-1), and permeability-glycoprotein (p-GP, ABCB1) were similarly significantly higher in the CN with SCeVD and pAD/MCI with SCeVD groups than their corresponding control groups without SCeVD. CD81-normalized EDE levels of Aβ40 and Aβ42 were significantly higher in the pAD/MCI with SCeVD group but not in the CN with SCeVD group relative to controls without SCeVD. Levels of normal cellular prion protein (PrPc), a receptor for amyloid peptides, and phospho-181T-tau were higher in both CN and pAD/MCI with SCeVD groups than in the corresponding controls. High EDE levels of Aβ40, Aβ42, and phospho-181T-tau in patients with WMH suggesting SCeVD appear at the pre-clinical or MCI stage of AD and therapeutic lowering of neurotoxic peptide levels may delay progression of AD angiopathy.",amyloid | P-tau protein | prion cellular protein | small cerebral vascular disease,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85081239468,SCOPUS_ID:85081239468,2-s2.0-85081239468,Noncoding RNAs in control of gene expression,Abdelmohsen K.,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,18749399,18764320,1863,4,NA,2020-04-01,April 2020,10.1016/j.bbagrm.2020.194520,1,32113982,Journal,ed,Editorial,100,1,1,11200153524,NIH,AG000393‐11,National Institutes of Health,0,FALSE,all,All Open Access,110,S1874939920300705,NA,NA,194520
true,https://api.elsevier.com/content/abstract/scopus_id/85080990250,SCOPUS_ID:85080990250,2-s2.0-85080990250,A roadmap to build a phenotypic metric of ageing: insights from the Baltimore Longitudinal Study of Aging,Kuo P.L.,Journal of Internal Medicine,09546820,13652796,287,4,373-394,2020-04-01,1 April 2020,10.1111/joim.13024,93,32107805,Journal,re,Review,100,17,17,26656,NIA,R00AG052604-04,National Institute on Aging,1,TRUE,all,All Open Access,111,NA,"Over the past three decades, considerable effort has been dedicated to quantifying the pace of ageing yet identifying the most essential metrics of ageing remains challenging due to lack of comprehensive measurements and heterogeneity of the ageing processes. Most of the previously proposed metrics of ageing have been emerged from cross-sectional associations with chronological age and predictive accuracy of mortality, thus lacking a conceptual model of functional or phenotypic domains. Further, such models may be biased by selective attrition and are unable to address underlying biological constructs contributing to functional markers of age-related decline. Using longitudinal data from the Baltimore Longitudinal Study of Aging (BLSA), we propose a conceptual framework to identify metrics of ageing that may capture the hierarchical and temporal relationships between functional ageing, phenotypic ageing and biological ageing based on four hypothesized domains: body composition, energy regulation, homeostatic mechanisms and neurodegeneration/neuroplasticity. We explored the longitudinal trajectories of key variables within these phenotypes using linear mixed-effects models and more than 10 years of data. Understanding the longitudinal trajectories across these domains in the BLSA provides a reference for researchers, informs future refinement of the phenotypic ageing framework and establishes a solid foundation for future models of biological ageing.",accelerated ageing | epidemiology | Geroscience | mechanisms of ageing | phenotypic ageing,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85080038108,SCOPUS_ID:85080038108,2-s2.0-85080038108,Noncoding RNAs Controlling Telomere Homeostasis in Senescence and Aging,Rossi M.,Trends in Molecular Medicine,14714914,1471499X,26,4,422-433,2020-04-01,April 2020,10.1016/j.molmed.2020.01.010,32,32277935,Journal,re,Review,100,2,2,20205,NIH,ZIAAG000393,National Institutes of Health,0,FALSE,all,All Open Access,112,S1471491420300368,"Aging is a universal and time-dependent biological decline associated with progressive deterioration of cells, tissues, and organs. Age-related decay can eventually lead to pathology such as cardiovascular and neurodegenerative diseases, cancer, and diabetes. A prominent molecular process underlying aging is the progressive shortening of telomeres, the structures that protect the ends of chromosomes, eventually triggering cellular senescence. Noncoding (nc)RNAs are emerging as major regulators of telomere length homeostasis. In this review, we describe the impact of ncRNAs on telomere function and discuss their implications in senescence and age-related diseases. We discuss emerging therapeutic strategies targeting telomere-regulatory ncRNAs in aging pathology.",genomic instability | long noncoding RNAs | miRNA | telomerase activity | TERC | TERT,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85079702757,SCOPUS_ID:85079702757,2-s2.0-85079702757,The Discovery of LRRK2 Mutations as a Cause of Parkinson's Disease,Singleton A.B.,Movement Disorders,08853185,15318257,35,4,551-554,2020-04-01,1 April 2020,10.1002/mds.27999,4,32065426,Journal,no,Note,100,2,2,17407,NIA,Z01AG000958,National Institute on Aging,0,FALSE,NA,NA,113,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85078845906,SCOPUS_ID:85078845906,2-s2.0-85078845906,Genetics of Parkinson's disease: An introspection of its journey towards precision medicine,Bandres-Ciga S.,Neurobiology of Disease,09699961,1095953X,137,NA,NA,2020-04-01,April 2020,10.1016/j.nbd.2020.104782,253,31991247,Journal,re,Review,100,4,4,17466,NIH,W81XWH‐09‐2‐0128,National Institutes of Health,1,TRUE,all,All Open Access,114,S0969996120300577,"A substantial proportion of risk for Parkinson's disease (PD) is driven by genetics. Progress in understanding the genetic basis of PD has been significant. So far, highly-penetrant rare genetic alterations in SNCA, LRRK2, VPS35, PRKN, PINK1, DJ-1 and GBA have been linked with typical familial PD and common genetic variability at 90 loci have been linked to risk for PD. In this review, we outline the journey thus far of PD genetics, highlighting how significant advances have improved our knowledge of the genetic basis of PD risk, onset and progression. Despite remarkable progress, our field has yet to unravel how genetic risk variants disrupt biological pathways and molecular networks underlying the pathobiology of the disease. We highlight that currently identified genetic risk factors only represent a fraction of the likely genetic risk for PD. Identifying the remaining genetic risk will require us to diversify our efforts, performing genetic studies across different ancestral groups. This work will inform us on the varied genetic basis of disease across populations and also aid in fine mapping discovered loci. If we are able to take this course, we foresee that genetic discoveries in PD will directly influence our ability to predict disease and aid in defining etiological subtypes, critical steps for the implementation of precision medicine for PD.",Genetics | Parkinson's disease | Post-GWAS era | Risk,104782
true,https://api.elsevier.com/content/abstract/scopus_id/85076750757,SCOPUS_ID:85076750757,2-s2.0-85076750757,"Associations between novel jump test measures, grip strength, and physical performance: the Osteoporotic Fractures in Men (MrOS) Study",Winger M.E.,Aging Clinical and Experimental Research,15940667,17208319,32,4,587-595,2020-04-01,1 April 2020,10.1007/s40520-019-01421-1,11,31853832,Journal,ar,Article,100,11,11,28496,NIH,U01 AG027810,National Institutes of Health,0,FALSE,all,All Open Access,115,NA,"Background/aims: Weight-bearing jump tests measure lower extremity muscle power, velocity, and force, and may be more strongly related to physical performance than grip strength. However, these relationships are not well described in older adults. Methods: Participants were 1242 older men (mean age 84 ± 4 years) in the Osteoporotic Fractures in Men (MrOS) Study. Jump peak power (Watts/kg body weight), force (Newton/kg body weight) at peak power, and velocity (m/s) at peak power were measured by jump tests on a force plate. Grip strength (kg/kg body weight) was assessed by hand-held dynamometry. Physical performance included 400 m walk time (s), 6 m usual gait speed (m/s), and 5-repeated chair stands speed (#/s). Results: In adjusted Pearson correlations, power/kg and velocity moderately correlated with all performance measures (range r = 0.41–0.51; all p < 0.001), while correlations for force/kg and grip strength/kg were weaker (range r = 0.20–0.33; all p < 0.001). Grip strength/kg moderately correlated with power/kg (r = 0.44; p < 0.001) but not velocity or force/kg. In adjusted linear regression with standardized βs, 1 SD lower power/kg was associated with worse: 400 m walk time (β = 0.47), gait speed (β = 0.42), and chair stands speed (β = 0.43) (all p < 0.05). Associations with velocity were similar (400 m walk time: β = 0.42; gait speed: β = 0.38; chair stands speed: β = 0.37; all p < 0.05). Force/kg and grip strength/kg were more weakly associated with performance (range β = 0.18–0.28; all p < 0.05). Conclusions/discussion: Jump power and velocity had stronger associations with physical performance than jump force or grip strength. This suggests lower extremity power and velocity may be more strongly related to physical performance than lower extremity force or upper extremity strength in older men.",Countermovement | Epidemiology | Muscle | Physical function | Power,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85076552154,SCOPUS_ID:85076552154,2-s2.0-85076552154,"Differences in attentional control and white matter microstructure in adolescents with attentional, affective, and behavioral disorders",Shafer A.T.,Brain Imaging and Behavior,19317557,19317565,14,2,599-614,2020-04-01,1 April 2020,10.1007/s11682-019-00211-7,6,31838614,Journal,ar,Article,100,8,8,10600153347,NIH,RES0002614,National Institutes of Health,0,FALSE,NA,NA,116,NA,"Adolescence is a critical time of physiological, cognitive, and social development. It is also a time of increased risk-taking and vulnerability for psychopathology. White matter (WM) changes during adolescence have been better elucidated in the last decade, but how WM is impacted by psychopathology during this time remains unclear. Here, we examined the link between WM microstructure and psychopathology during adolescence. Twenty youth diagnosed with affective, attentional, and behavioral disorders (clinical sample), and 20 age-matched controls were recruited to examine group differences in WM microstructure, attentional control, and the link between them. The main results showed that clinical sample had relatively lower attentional control and fractional anisotropy (FA) in WM throughout the brain: two association tracts were identified, and many differences were found in areas rich in callosal and projection fibers. Moreover, increased FA was positively associated with attention performance in the clinical sample in structures supporting ventral WM pathways, whereas a similar link was identified in controls in dorsal WM association fibers. Overall, these results support a model of general impairment in WM microstructure combined with reliance on altered, perhaps less efficient, pathways for attentional control in youth with affective, attentional, and behavioral disorders.",ADHD | Adolescent | Cognition | DTI | Emotion | Imaging | Mental health,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85068539441,SCOPUS_ID:85068539441,2-s2.0-85068539441,Maternally expressed gene 3 in metabolic programming,Hamilton S.,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,18749399,18764320,1863,4,NA,2020-04-01,April 2020,10.1016/j.bbagrm.2019.06.007,13,31271897,Journal,re,Review,100,3,3,11200153524,NIH,ZIAAG000368,National Institutes of Health,0,FALSE,all,All Open Access,117,S1874939919301567,"Maternally Expressed Gene 3 (MEG3) is a long noncoding RNA (lncRNA) that coordinates a diverse array of cellular processes requiring epigenetic regulation of genes and interactions with key signaling proteins and by acting as a competitive endogenous (ce)RNA. Epigenetic modifications driven by in utero nutrition affect MEG3 expression and its role in the development of multiple metabolic disorders. This review examines how epigenetic modification of MEG3 expression can confer adaptedness to different metabolic environments. To this end, we discuss how nutritional status that leads to an increase of MEG3 expression can protect against cancer and metabolic dysfunctions, while interventions that promote MEG3 downregulation minimize the pleiotropic costs associated with its expression. Lastly, we identify research directions that would further shed light on the role of MEG3 in metabolic regulation and in functional imprinted gene networks. This article is part of a Special Issue entitled: ncRNA in control of gene expression edited by Kotb Abdelmohsen.",Epigenetic imprinting | MEG3 | Metabolic programming | miRNA sponge,194396
true,https://api.elsevier.com/content/abstract/scopus_id/85064194435,SCOPUS_ID:85064194435,2-s2.0-85064194435,Circular RNAs in myogenesis,Das A.,Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,18749399,18764320,1863,4,NA,2020-04-01,April 2020,10.1016/j.bbagrm.2019.02.011,52,30946990,Journal,re,Review,100,5,5,11200153524,NIH,undefined,National Institutes of Health,0,FALSE,all,All Open Access,118,S1874939918304450,"Skeletal muscles have an immense ability to regenerate from the muscle stem cells called satellite cells. The process of skeletal muscle regeneration is called myogenesis, which starts with activation of quiescent satellite cells immediately after muscle injury followed by proliferation and fusion of myoblasts into myotubes. Myogenesis is orchestrated through the expression of a specific set of genes which, at each step regulated by complex gene regulatory networks. Besides the well-established roles of transcription factors, increasing evidence demonstrated that circular (circ)RNAs modulate gene expression during myogenesis and are involved in muscle-related diseases. Here we review the recent findings of circRNAs involved in myogenesis.",Backsplicing | circRNA | miRNA sponge | Skeletal muscle,194372
true,https://api.elsevier.com/content/abstract/scopus_id/85061245012,SCOPUS_ID:85061245012,2-s2.0-85061245012,"Kidney size in relation to ageing, gender, renal function, birthweight and chronic kidney disease risk factors in a general population",Piras D.,Nephrology Dialysis Transplantation,09310509,14602385,35,4,640-647,2020-04-01,1 April 2020,10.1093/ndt/gfy270,33,30169833,Journal,ar,Article,100,20,20,20021,NIH,HHSN271201100005C,National Institutes of Health,1,TRUE,all,All Open Access,119,NA,"Background: The relationship of kidney size to ageing, kidney function and kidney disease risk factors is not fully understood. Methods: Ultrasound length and parenchymal kidney volume were determined from a population-based sample of 3972 Sardinians (age range 18-100 years). We then identified the subset of 2256 'healthy' subjects to define age- and sex-specific reference ranges (2.5-97.5 percentile) of kidney volume. Logistic regression (accounting for family clustering) was used to identify the clinical characteristics associated with abnormally large kidneys or abnormally small kidneys. Results: In the healthy subset, kidney volume and length increased up to the fourth to fifth decade of life followed by a progressive decrease in men, whereas there was a gradual kidney volume decrease throughout the lifespan of women. In the whole sample, independent predictors of lower kidney volume (<2.5 percentile for age and sex) were male sex, low body mass index, short height, low waist:hip ratio and high serum creatinine (SCr); the independent predictors of larger kidney volume (>97.5 percentile for age and sex) were younger age, female sex, diabetes, obesity, high height, high waist:hip ratio and lower SCr. Estimated heritability for kidney volume was 15%, and for length 27%; kidney volume correlated strongly with birthweight. Conclusions: Overall, in a general healthy population, kidney measures declined with age differently in men and women. The determinants of kidney parenchymal volume include genetic factors and modifiable clinical factors.",Age | Elderly | Epidemiology | Gender | Ultrasonography,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85059284200,SCOPUS_ID:85059284200,2-s2.0-85059284200,"Metabolic remodelling of glucose, fatty acid and redox pathways in the heart of type 2 diabetic mice",Cortassa S.,Journal of Physiology,00223751,14697793,598,7,1393-1415,2020-04-01,1 April 2020,10.1113/JP276824,31,30462352,Journal,ar,Article,100,8,8,23478,NIH,R01-HL091923-01,National Institutes of Health,1,TRUE,all,All Open Access,120,NA,"Key points: Hearts from type 2 diabetic animals display perturbations in excitation–contraction coupling, impairing myocyte contractility and delaying relaxation, along with altered substrate consumption patterns. Under high glucose and β-adrenergic stimulation conditions, palmitate can, at least in part, offset left ventricle (LV) dysfunction in hearts from diabetic mice, improving contractility and relaxation while restoring coronary perfusion pressure. Fluxome calculations of central catabolism in diabetic hearts show that, in the presence of palmitate, there is a metabolic remodelling involving tricarboxylic acid cycle, polyol and pentose phosphate pathways, leading to improved redox balance in cytoplasmic and mitochondrial compartments. Under high glucose and increased energy demand, the metabolic/fluxomic redirection leading to restored redox balance imparted by palmitate helps explain maintained LV function and may contribute to designing novel therapeutic approaches to prevent cardiac dysfunction in diabetic patients. Abstract: Type-2 diabetes (T2DM) leads to reduced myocardial performance, and eventually heart failure. Excessive accumulation of lipids and glucose is central to T2DM cardiomyopathy. Previous data showed that palmitate (Palm) or glutathione preserved heart mitochondrial energy/redox balance under excess glucose, rescuing β-adrenergic-stimulated cardiac excitation–contraction coupling. However, the mechanisms underlying the accompanying improved contractile performance have been largely ignored. Herein we explore in intact heart under substrate excess the metabolic remodelling associated with cardiac function in diabetic db/db mice subjected to stress given by β-adrenergic stimulation with isoproterenol and high glucose compared to their non-diabetic controls (+/+, WT) under euglycaemic conditions. When perfused with Palm, T2DM hearts exhibited improved contractility/relaxation compared to WT, accompanied by extensive metabolic remodelling as demonstrated by metabolomics–fluxomics combined with bioinformatics and computational modelling. The T2DM heart metabolome showed significant differences in the abundance of metabolites in pathways related to glucose, lipids and redox metabolism. Using a validated computational model of heart's central catabolism, comprising glucose and fatty acid (FA) oxidation in cytoplasmic and mitochondrial compartments, we estimated that fluxes through glucose degradation pathways are ∼2-fold lower in heart from T2DM vs. WT under all conditions studied. Palm addition elicits improvement of the redox status via enhanced β-oxidation and decreased glucose uptake, leading to flux-redirection away from redox-consuming pathways (e.g. polyol) while maintaining the flux through redox-generating pathways together with glucose–FA ‘shared fuelling’ of oxidative phosphorylation. Thus, available FAs such as Palm may help improve function via enhanced redox balance in T2DM hearts during peaks of hyperglycaemia and increased workload.",diabetic cardiomyopathy | fluxomics | metabolomics,NA
