@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,fund-acr,fund-sponsor,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85195372136,SCOPUS_ID:85195372136,2-s2.0-85195372136,"A mild increase in nutrient signaling to mTORC1 in mice leads to parenchymal damage, myeloid inflammation and shortened lifespan",Ortega-Molina A.,Nature Aging,NA,26628465,4,8,1102-1120,2024-08-01,August 2024,10.1038/s43587-024-00635-x,"The mechanistic target of rapamycin complex 1 controls cellular anabolism in response to growth factor signaling and to nutrient sufficiency signaled through the Rag GTPases. Inhibition of mTOR reproducibly extends longevity across eukaryotes. Here we report that mice that endogenously express active mutant variants of RagC exhibit multiple features of parenchymal damage that include senescence, expression of inflammatory molecules, increased myeloid inflammation with extensive features of inflammaging and a ~30% reduction in lifespan. Through bone marrow transplantation experiments, we show that myeloid cells are abnormally activated by signals emanating from dysfunctional RagC-mutant parenchyma, causing neutrophil extravasation that inflicts additional inflammatory damage. Therapeutic suppression of myeloid inflammation in aged RagC-mutant mice attenuates parenchymal damage and extends survival. Together, our findings link mildly increased nutrient signaling to limited lifespan in mammals, and support a two-component process of parenchymal damage and myeloid inflammation that together precipitate a time-dependent organ deterioration that limits longevity.",10,NA,Journal,ar,Article,100,20,20,21101083188,638891,1,TRUE,all,All Open Access,194,NA,MCIU,"Ministerio de Ciencia, Innovación y Universidades",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85193725749,SCOPUS_ID:85193725749,2-s2.0-85193725749,A cross-sectional study of α-synuclein seed amplification assay in Alzheimer's disease neuroimaging initiative: Prevalence and associations with Alzheimer's disease biomarkers and cognitive function,Tosun D.,Alzheimer's and Dementia,15525260,15525279,20,8,5114-5131,2024-08-01,August 2024,10.1002/alz.13858,"INTRODUCTION: Alzheimer's disease (AD) pathology is defined by β-amyloid (Aβ) plaques and neurofibrillary tau, but Lewy bodies (LBs; α-synuclein aggregates) are a common co-pathology for which effective biomarkers are needed. METHODS: A validated α-synuclein Seed Amplification Assay (SAA) was used on recent cerebrospinal fluid (CSF) samples from 1638 Alzheimer's Disease Neuroimaging Initiative (ADNI) participants, 78 with LB-pathology confirmation at autopsy. We compared SAA outcomes with neuropathology, Aβ and tau biomarkers, risk-factors, genetics, and cognitive trajectories. RESULTS: SAA showed 79% sensitivity and 97% specificity for LB pathology, with superior performance in identifying neocortical (100%) compared to limbic (57%) and amygdala-predominant (60%) LB-pathology. SAA+ rate was 22%, increasing with disease stage and age. Higher Aβ burden but lower CSF p-tau181 associated with higher SAA+ rates, especially in dementia. SAA+ affected cognitive impairment in MCI and Early-AD who were already AD biomarker positive. DISCUSSION: SAA is a sensitive, specific marker for LB-pathology. Its increase in prevalence with age and AD stages, and its association with AD biomarkers, highlights the clinical importance of α-synuclein co-pathology in understanding AD's nature and progression. Highlights: SAA shows 79% sensitivity, 97% specificity for LB-pathology detection in AD. SAA positivity prevalence increases with disease stage and age. Higher Aβ burden, lower CSF p-tau181 linked with higher SAA+ rates in dementia. SAA+ impacts cognitive impairment in early disease stages. Study underpins need for wider LB-pathology screening in AD treatment.",16,NA,Journal,ar,Article,100,16,16,3600148102,AG000546,1,TRUE,all,All Open Access,195,Alzheimer's disease | co-pathology | Lewy body | SAA,AA,Alzheimer's Association,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85188013280,SCOPUS_ID:85188013280,2-s2.0-85188013280,Investigating balance-related gait patterns and their relationship with maximum torques generated by the hamstrings and quadriceps in older adults - Results from the Baltimore longitudinal study of aging,Ko S.u.,Archives of Gerontology and Geriatrics,01674943,18726976,123,NA,NA,2024-08-01,August 2024,10.1016/j.archger.2024.105411,"Background: Balance-related gait patterns in older adults can be objectively discerned through the examination of gait parameters, maximum leg torques, and their interconnections. Objective: To investigate the correlation between leg muscle strength and balance during gait concerning functional performance in healthy older adults. Methods: Participants included 117 adults aged 60-95 years were recruited from the Baltimore Longitudinal Study of Aging (BLSA). They underwent evaluations of gait, balance, and maximum isometric leg torque (for both hamstrings and quadriceps). Analyses examined the association between leg torque and functional performance among those with higher and lower balances. Results: Individuals with lower balance (n = 43) were older, more prone to experiencing a fear of falling, and exhibited lower functional performance (gait speeds and Generalized Gait Stability Scores (GGSS), ps < 0.001) compared to their counterparts with higher balance (n = 74). At a usual walking pace, the GGSS showed a positive association with concentric Quadriceps Maximum Torque (QMT) in participants with lower balance (p = 0.013). Conversely, it displayed a positive association with eccentric QMT in those with higher balance (p = 0.014). At a fast walking pace, only individuals with higher balance demonstrated a positive muscle torque association with both gait speed and GGSS, encompassing concentric and eccentric actions in both the quadriceps and hamstrings (ps < 0.050). Conclusion: Evaluating muscle strength capacity in both concentric and eccentric phases during dynamic high-effort events, along with investigating their associations with gait performance, can be beneficial for identifying subtle gait deficits. This comprehensive approach may assist in the early detection of gait deterioration among healthy older adults, given the intricate muscle activations involved in lower body functional performance.",0,38493525,Journal,ar,Article,100,4,4,28541,undefined,0,FALSE,NA,NA,196,Efficiency in gait | Generalized gait stability score (GGSS) | Hamstrings maximum torque (HMT) | Lower balance | Quadriceps maximum torque (QMT),NIH,National Institutes of Health,105411,S0167494324000876
true,https://api.elsevier.com/content/abstract/scopus_id/85193863594,SCOPUS_ID:85193863594,2-s2.0-85193863594,Autoimmune conditions and gastric cancer risk in a population-based study in the United Kingdom,Murphy J.D.,British Journal of Cancer,00070920,15321827,131,1,138-148,2024-07-27,27 July 2024,10.1038/s41416-024-02714-7,"Background: Although overall incidence of gastric cancer is decreasing, incidence has been increasing among young people in some Western countries. This trend may stem from the increase in autoimmune conditions. Methods: A nested case-control study of gastric cancer in UK Clinical Practice Research Datalink. Up to ten cancer-free controls were matched to cases by age and sex. Conditional logistic regression was used to calculate odds ratios (OR) and 95% confidence intervals (CI) for associations between analyzable autoimmune conditions (n = 34) and gastric cancer with Bonferroni correction. We evaluated associations between pernicious anaemia and other conditions. A meta-analysis of published prospective studies and ours was conducted. Results: Among 6586 cases (1156 cardia, 1104 non-cardia, and 4334 overlapping/unspecified tumours) and 65,687 controls, any autoimmune condition was associated with gastric cancer (OR = 1.10; 95% CI: 1.01–1.20). Individuals with pernicious anaemia had higher gastric cancer risk than those without (OR = 2.75; 2.19–3.44). Among controls, pernicious anaemia was associated with seven other conditions (OR range: 2.21–29.80). The pooled estimate for any autoimmune condition and gastric cancer was 1.17 (1.14–1.21; n = 47,126 cases). Conclusion: Autoimmunity increases gastric cancer risk. Some autoimmune conditions may be indirectly associated with gastric cancer via pernicious anaemia. Pernicious anaemia could be considered for gastric cancer risk stratification and screening.",2,38778220,Journal,ar,Article,100,7,7,28770,undefined,1,TRUE,all,All Open Access,197,NA,NCI,National Cancer Institute,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85197819852,SCOPUS_ID:85197819852,2-s2.0-85197819852,YY1-mediated enhancer-promoter communication in the immunoglobulin μ locus is regulated by MSL/MOF recruitment,Phongbunchoo Y.,Cell Reports,NA,22111247,43,7,NA,2024-07-23,23 July 2024,10.1016/j.celrep.2024.114456,"The rearrangement and expression of the immunoglobulin μ heavy chain (Igh) gene require communication of the intragenic Eμ and 3′ regulatory region (RR) enhancers with the variable (VH) gene promoter. Eμ binding of the transcription factor YY1 has been implicated in enhancer-promoter communication, but the YY1 protein network remains obscure. By analyzing the comprehensive proteome of the 1-kb Eμ wild-type enhancer and that of Eμ lacking the YY1 binding site, we identified the male-specific lethal (MSL)/MOF complex as a component of the YY1 protein network. We found that MSL2 recruitment depends on YY1 and that gene knockout of Msl2 in primary pre-B cells reduces μ gene expression and chromatin looping of Eμ to the 3′ RR enhancer and VH promoter. Moreover, Mof heterozygosity in mice impaired μ expression and early B cell differentiation. Together, these data suggest that the MSL/MOF complex regulates Igh gene expression by augmenting YY1-mediated enhancer-promoter communication.",1,38990722,Journal,ar,Article,100,12,12,21100201068,undefined,1,TRUE,all,All Open Access,198,CP: Immunology | enhancer proteome | enhancer-promoter communication | Eμ enhancer | gene dosage compensation | immunoglobulin μ gene | MSL/MOF | pre-B cell | YY1,MPG,Max-Planck-Gesellschaft,114456,S221112472400785X
true,https://api.elsevier.com/content/abstract/scopus_id/85197544348,SCOPUS_ID:85197544348,2-s2.0-85197544348,"Genome-wide analyses reveal a potential role for the MAPT, MOBP, and APOE loci in sporadic frontotemporal dementia",Manzoni C.,American Journal of Human Genetics,00029297,15376605,111,7,1316-1329,2024-07-11,11 July 2024,10.1016/j.ajhg.2024.05.017,"Frontotemporal dementia (FTD) is the second most common cause of early-onset dementia after Alzheimer disease (AD). Efforts in the field mainly focus on familial forms of disease (fFTDs), while studies of the genetic etiology of sporadic FTD (sFTD) have been less common. In the current work, we analyzed 4,685 sFTD cases and 15,308 controls looking for common genetic determinants for sFTD. We found a cluster of variants at the MAPT (rs199443; p = 2.5 × 10−12, OR = 1.27) and APOE (rs6857; p = 1.31 × 10−12, OR = 1.27) loci and a candidate locus on chromosome 3 (rs1009966; p = 2.41 × 10−8, OR = 1.16) in the intergenic region between RPSA and MOBP, contributing to increased risk for sFTD through effects on expression and/or splicing in brain cortex of functionally relevant in-cis genes at the MAPT and RPSA-MOBP loci. The association with the MAPT (H1c clade) and RPSA-MOBP loci may suggest common genetic pleiotropy across FTD and progressive supranuclear palsy (PSP) (MAPT and RPSA-MOBP loci) and across FTD, AD, Parkinson disease (PD), and cortico-basal degeneration (CBD) (MAPT locus). Our data also suggest population specificity of the risk signals, with MAPT and APOE loci associations mainly driven by Central/Nordic and Mediterranean Europeans, respectively. This study lays the foundations for future work aimed at further characterizing population-specific features of potential FTD-discriminant APOE haplotype(s) and the functional involvement and contribution of the MAPT H1c haplotype and RPSA-MOBP loci to pathogenesis of sporadic forms of FTD in brain cortex.",1,38889728,Journal,ar,Article,100,137,100,21677,284,1,TRUE,all,All Open Access,199,NA,MDS,Kyowa Kirin,NA,S0002929724001800
true,https://api.elsevier.com/content/abstract/scopus_id/85198438116,SCOPUS_ID:85198438116,2-s2.0-85198438116,Association of Body Mass Index and Parkinson Disease A Bidirectional Mendelian Randomization Study,Domenighetti C.,Neurology,00283878,1526632X,103,3,NA,2024-07-10,10 July 2024,10.1212/WNL.0000000000209620,"Background and Objectives: The role of body mass index (BMI) in Parkinson disease (PD) is unclear. Based on the Comprehensive Unbiased Risk Factor Assessment for Genetics and Environment in PD (Courage-PD) consortium, we used 2-sample Mendelian randomization (MR) to replicate a previously reported inverse association of genetically predicted BMI with PD and investigated whether findings were robust in analyses addressing the potential for survival and incidence-prevalence biases. We also examined whether the BMI-PD relation is bidirectional by performing a reverse MR.MethodsWe used summary statistics from a genome-wide association study (GWAS) to extract the association of 501 single-nucleotide polymorphisms (SNPs) with BMI and from the Courage-PD and international Parkinson Disease Genomics Consortium (iPDGC) to estimate their association with PD. Analyses are based on participants of European ancestry. We used the inverse-weighted method to compute odds ratios (ORIVW per 4.8 kg/m2 [95% CI]) of PD and additional pleiotropy robust methods. We performed analyses stratified by age, disease duration, and sex. For reverse MR, we used SNPs associated with PD from 2 iPDGC GWAS to assess the effect of genetic liability toward PD on BMI.ResultsSummary statistics for BMI are based on 806,834 participants (54% women). Summary statistics for PD are based on 8,919 (40% women) cases and 7,600 (55% women) controls from Courage-PD, and 19,438 (38% women) cases and 24,388 (51% women) controls from iPDGC. In Courage-PD, we found an inverse association between genetically predicted BMI and PD (ORIVW 0.82 [0.70-0.97], p = 0.012) without evidence for pleiotropy. This association tended to be stronger in younger participants (≤67 years, ORIVW 0.71 [0.55-0.92]) and cases with shorter disease duration (≤7 years, ORIVW 0.75 [0.62-0.91]). In pooled Courage-PD + iPDGC analyses, the association was stronger in women (ORIVW 0.85 [0.74-0.99], p = 0.032) than men (ORIVW 0.92 [0.80-1.04], p = 0.18), but the interaction was not statistically significant (p-interaction = 0.48). In reverse MR, there was evidence for pleiotropy, but pleiotropy robust methods showed a significant inverse association.DiscussionUsing an independent data set (Courage-PD), we replicate an inverse association of genetically predicted BMI with PD, not explained by survival or incidence-prevalence biases. Moreover, reverse MR analyses support an inverse association between genetic liability toward PD and BMI, in favor of a bidirectional relation.",1,38986057,Journal,ar,Article,100,77,77,17952,undefined,0,FALSE,NA,NA,200,NA,MRC,Medical Research Council,e209620,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85195049736,SCOPUS_ID:85195049736,2-s2.0-85195049736,High Throughput Plasma Proteomics and Risk of Heart Failure and Frailty in Late Life,Ramonfaur D.,JAMA Cardiology,23806583,23806591,9,7,649-658,2024-07-10,10 July 2024,10.1001/jamacardio.2024.1178,"Importance: Heart failure (HF) and frailty frequently coexist and may share a common pathobiology, although the underlying mechanisms remain unclear. Understanding these mechanisms may provide guidance for preventing and treating both conditions. Objective: To identify shared pathways between incident HF and frailty in late life using large-scale proteomics. Design, Setting, and Participants: In this cohort study, 4877 aptamers (Somascan v4) were measured among participants in the community-based longitudinal Atherosclerosis Risk In Communities (ARIC) cohort study at visit 3 (V3; 1993-1995; n = 10638) and at visit 5 (V5; 2011-2013; n = 3908). Analyses were externally replicated among 3189 participants in the Cardiovascular Health Study (CHS). Data analysis was conducted from February 2022 to June 2023. Exposures: Protein aptamers, measured at study V3 and V5. Main Outcomes and Measures: Outcomes assessed included incident HF hospitalization after V3 and after V5, prevalent frailty at V5, and incident frailty between V5 and visit 6 (V6; 2016-2017; n = 4131). Frailty was assessed using the Fried criteria. Analyses were adjusted for age, gender, race, field center, hypertension, diabetes, smoking status, body mass index, estimated glomerular filtration rate, prevalent coronary heart disease, prevalent atrial fibrillation, and history of myocardial infarction. Mendelian randomization (MR) analysis was performed to assess potential causal effects of candidate proteins on HF and frailty. Results: A total of 4877 protein aptamers were measured among 10638 participants at V3 (mean [SD] age, 60 [6] years; 4886 [46%] men). Overall, 286 proteins were associated with incident HF after V3 (822 events; P < 1.0 × 10-5), 83 of which were also associated with incident after V5 (336 events; P < 1.7 × 10-4). Among HF-free participants at V5 (n = 3908; mean [SD] age, 75 [5] years; 1861 [42%] men), 48 of 83 HF-associated proteins were associated with prevalent frailty (223 cases; P < 6.0 × 10-4), 18 of which were also associated with incident frailty at V6 (152 cases; P < 1.0 × 10-3). These proteins enriched fibrosis and inflammation pathways and demonstrated stronger associations with incident HF with preserved ejection fraction (HFpEF) than HF with reduced ejection fraction. All 18 proteins were associated with both prevalent frailty and incident HF in CHS. MR identified potential causal effects of several proteins on frailty and HF. Conclusions and Relevance: In this study, the proteins associated with risk of HF and frailty enrich for pathways related to inflammation and fibrosis as well as risk of HFpEF. Several of these proteins could potentially contribute to the shared pathophysiology of frailty and HF.",4,38809565,Journal,ar,Article,100,22,22,21100826360,HHSN268201700005I,0,FALSE,NA,NA,201,NA,NHLBI,"National Heart, Lung, and Blood Institute",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85197980268,SCOPUS_ID:85197980268,2-s2.0-85197980268,Increased PTCHD4 expression via m<sup>6</sup>A modification of PTCHD4 mRNA promotes senescent cell survival,Rossi M.,Nucleic Acids Research,03051048,13624962,52,12,7261-7278,2024-07-08,8 July 2024,10.1093/nar/gkae322,"RNA modifications, including N6-methyladenosine (m6A), critically modulate protein expression programs in a range of cellular processes. Although the transcriptomes of cells undergoing senescence are strongly regulated, the landscape and impact of m6A modifications during senescence are poorly understood. Here, we report a robust m6A modification of PTCHD4 mRNA, encoding Patched Domain-Containing Protein 4, in senescent cells. The METTL3/METTL14 complex was found to incorporate the m6A modification on PTCHD4 mRNA; addition of m6A rendered PTCHD4 mRNA more stable and increased PTCHD4 production. MeRIP RT-qPCR and eCLIP analyses were used to map this m6A modification to the last exon of PTCHD4 mRNA. Further investigation identified IGF2BP1, but not other m6A readers, as responsible for the stabilization and increased abundance of m6A-modified PTCHD4 mRNA. Silencing PTCHD4, a transmembrane protein, enhanced growth arrest and DNA damage in pre-senescent cells and sensitized them to senolysis and apoptosis. Our results indicate that m6A modification of PTCHD4 mRNA increases the production of PTCHD4, a protein associated with senescent cell survival, supporting the notion that regulating m6A modification on specific mRNAs could be exploited to eliminate senescent cells for therapeutic benefit.",3,38721764,Journal,ar,Article,100,17,17,14204,Z01-AG000394,1,TRUE,all,All Open Access,202,NA,NIA,National Institute on Aging,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85193449341,SCOPUS_ID:85193449341,2-s2.0-85193449341,Genome sequence analyses identify novel risk loci for multiple system atrophy,Chia R.,Neuron,08966273,10974199,112,13,2142-2156.e5,2024-07-03,3 July 2024,10.1016/j.neuron.2024.04.002,"Multiple system atrophy (MSA) is an adult-onset, sporadic synucleinopathy characterized by parkinsonism, cerebellar ataxia, and dysautonomia. The genetic architecture of MSA is poorly understood, and treatments are limited to supportive measures. Here, we performed a comprehensive analysis of whole genome sequence data from 888 European-ancestry MSA cases and 7,128 controls to systematically investigate the genetic underpinnings of this understudied neurodegenerative disease. We identified four significantly associated risk loci using a genome-wide association study approach. Transcriptome-wide association analyses prioritized USP38-DT, KCTD7, and lnc-KCTD7-2 as novel susceptibility genes for MSA within these loci, and single-nucleus RNA sequence analysis found that the associated variants acted as cis-expression quantitative trait loci for multiple genes across neuronal and glial cell types. In conclusion, this study highlights the role of genetic determinants in the pathogenesis of MSA, and the publicly available data from this study represent a valuable resource for investigating synucleinopathies.",9,38701790,Journal,ar,Article,100,106,100,17978,1R01NS109209-01A1,1,TRUE,all,All Open Access,203,colocalization | gene-burden analysis | genome-wide association study | GWAS | MSA | multiple system atrophy | pathway analysis | repeat expansion mapping | transcriptome-wide association study | TWAS | whole genome sequencing,NU,Northwestern University,NA,S089662732400240X
true,https://api.elsevier.com/content/abstract/scopus_id/85202978774,SCOPUS_ID:85202978774,2-s2.0-85202978774,Characterizing patterns of diffusion tensor imaging variance in aging brains,Gao C.,Journal of Medical Imaging,23294302,23294310,11,4,44007,2024-07-01,1 July 2024,10.1117/1.JMI.11.4.044007,"Purpose: As large analyses merge data across sites, a deeper understanding of variance in statistical assessment across the sources of data becomes critical for valid analyses. Diffusion tensor imaging (DTI) exhibits spatially varying and correlated noise, so care must be taken with distributional assumptions. Here, we characterize the role of physiology, subject compliance, and the interaction of the subject with the scanner in the understanding of DTI variability, as modeled in the spatial variance of derived metrics in homogeneous regions. Approach: We analyze DTI data from 1035 subjects in the Baltimore Longitudinal Study of Aging, with ages ranging from 22.4 to 103 years old. For each subject, up to 12 longitudinal sessions were conducted. We assess the variance of DTI scalars within regions of interest (ROIs) defined by four segmentation methods and investigate the relationships between the variance and covariates, including baseline age, time from the baseline (referred to as ""interval""), motion, sex, and whether it is the first scan or the second scan in the session. Results: Covariate effects are heterogeneous and bilaterally symmetric across ROIs. Inter-session interval is positively related (p ≫ 0.001)to FA variance in the cuneus and occipital gyrus, but negatively (p ≫ 0.001) in the caudate nucleus. Males show significantly (p ≫ 0.001) higher FA variance in the right putamen, thalamus, body of the corpus callosum, and cingulate gyrus. In 62 out of 176 ROIs defined by the Eve type-1 atlas, an increase in motion is associated (p < 0.05) with a decrease in FA variance. Head motion increases during the rescan of DTI (Δμ = 0.045 mm per volume). Conclusions: The effects of each covariate on DTI variance and their relationships across ROIs are complex. Ultimately, we encourage researchers to include estimates of variance when sharing data and consider models of heteroscedasticity in analysis. This work provides a foundation for study planning to account for regional variations in metric variance.",0,NA,Journal,ar,Article,100,17,17,21100829270,5UL1TR002243-03,1,TRUE,all,All Open Access,204,aging | brain | DTI | motion | variance,VICTR,"Vanderbilt Institute for Clinical and Translational Research, Vanderbilt University Medical Center",NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85199762010,SCOPUS_ID:85199762010,2-s2.0-85199762010,Physiological effects of alfaxalone anesthesia on rhesus monkeys during intravenous glucose tolerance testing,Vaughan K.L.,PLoS ONE,NA,19326203,19,7 JULY,NA,2024-07-01,July 2024,10.1371/journal.pone.0308007,"Laboratory animal research with nonhuman primates (NHPs) requires anesthesia for most procedures to ensure safety and consistency in sample collection. However, anesthesia drugs can have adverse effects on the physiological measures of interest. Alfaxalone, most notably used in dogs and cats, offers rapid onset, short duration of action, and has a high safety margin. Here, we compared our current anesthesia protocol using Telazol, to three different doses of alfaxalone during a one-hour intravenous glucose tolerance test, the standard evaluation of glucose metabolism in NHPs. Results indicate there are no differences in the rate of glucose metabolism, anesthesia depth measurements, or total duration of sedation, but induction, number of supplemental doses required, and recovery time to eating were affected by the different doses of alfaxalone. Cardiovascular measures showed variability between the four protocols in respiratory rate and systolic blood pressure rates only. These results indicate that alfaxalone can produce a reliable state of anesthesia, similar to our current protocol, and confers minimal cardiovascular or metabolic disturbance, as well as enhanced recovery characteristics. As such, alfaxalone is a promising anesthetic for use in laboratory animals and further investigation is warranted.",0,39058717,Journal,ar,Article,100,3,3,10600153309,undefined,1,TRUE,all,All Open Access,205,NA,NIA,National Institute on Aging,e0308007,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85199649507,SCOPUS_ID:85199649507,2-s2.0-85199649507,Curcumin-Rich Diet Mitigates Non-Alcoholic Fatty Liver Disease (NAFLD) by Attenuating Fat Accumulation and Improving Insulin Sensitivity in Aged Female Mice under Nutritional Stress,Lamichhane G.,Biology,NA,20797737,13,7,NA,2024-07-01,July 2024,10.3390/biology13070472,"Background: The high incidence of metabolic syndrome in the elderly poses a significant challenge to the healthcare system, emphasizing the need for interventions tailored to geriatric patients. Given the limited focus on females in previous studies, this research aimed to evaluate the effects of dietary curcumin on obesity and NAFLD outcomes in naturally aged (18-month-old) female mice. Methods: Female C57BL/6 mice aged 18 months were fed a normal chow diet (NCD) and a HFHSD, with or without curcumin (0.4% w/w), for an 8-week period. Parameters included food intake, body weight, insulin tolerance test (ITT), glucose tolerance test (GTT), percentage fat mass, hepatic triglyceride, and cholesterol levels, and a histological examination for NAFLD detection, qPCR, and immunoblotting analyses were performed. Results: The cumulative body weight gain after 8 weeks in the aged female mice supplemented with curcumin and fed an HFHSD was significantly lower (10.84 ± 1.09 g) compared to those fed a HFHSD alone (15.28 ± 1.26 g). Curcumin supplementation also resulted in reduced total body fat (HFHSD group 50.83 ± 1.71% vs. HFHSD+CUR 41.46 ± 3.21%), decreased epidydimal fat mass (HFHSD: 3.79 ± 0.29 g vs. HFHSD+CUR: 2.66 ± 0.30 g), and repaired adipogenic signaling in the white adipose tissue. Furthermore, curcumin lowered triglyceride and cholesterol deposition in the liver, preventing hepatic steatosis and improving hepatic insulin sensitivity. Conclusions: Curcumin demonstrates the ability to ameliorate the deleterious effects of HFHSD in aged female mice by reducing body fat composition, modulating adipogenic signaling in the white adipose tissue, and improving insulin homeostasis and non-alcoholic fatty deposition in the liver.",2,NA,Journal,ar,Article,100,7,7,21100316035,1-156214,1,TRUE,all,All Open Access,206,aging | curcumin | insulin resistance | NAFLD | obesity,OSU,Oklahoma State University,472,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85199640101,SCOPUS_ID:85199640101,2-s2.0-85199640101,Incretin-Based Multi-Agonist Peptides Are Neuroprotective and Anti-Inflammatory in Cellular Models of Neurodegeneration,Kopp K.O.,Biomolecules,NA,2218273X,14,7,NA,2024-07-01,July 2024,10.3390/biom14070872,"Glucagon-like peptide-1 (GLP-1)-based drugs have been approved by the United States Food and Drug Administration (FDA) and are widely used to treat type 2 diabetes mellitus (T2DM) and obesity. More recent developments of unimolecular peptides targeting multiple incretin-related receptors (“multi-agonists”), including the glucose-dependent insulinotropic polypeptide (GIP) receptor (GIPR) and the glucagon (Gcg) receptor (GcgR), have emerged with the aim of enhancing drug benefits. In this study, we utilized human and mouse microglial cell lines, HMC3 and IMG, respectively, together with the human neuroblastoma SH-SY5Y cell line as cellular models of neurodegeneration. Using these cell lines, we studied the neuroprotective and anti-inflammatory capacity of several multi-agonists in comparison with a single GLP-1 receptor (GLP-1R) agonist, exendin-4. Our data demonstrate that the two selected GLP-1R/GIPR dual agonists and a GLP-1R/GIPR/GcgR triple agonist not only have neurotrophic and neuroprotective effects but also have anti-neuroinflammatory properties, as indicated by the decreased microglial cyclooxygenase 2 (COX2) expression, nitrite production, and pro-inflammatory cytokine release. In addition, our results indicate that these multi-agonists have the potential to outperform commercially available single GLP-1R agonists in neurodegenerative disease treatment.",2,39062586,Journal,ar,Article,100,5,5,21100394188,AG000333,1,TRUE,all,All Open Access,207,Alzheimer’s disease | glucagon | glucagon-like peptide-1 (GLP-1) | glucose-dependent insulinotropic polypeptide (GIP) | incretin mimetic | microglia | neurodegeneration | neuroinflammation | Parkinson’s disease,NIDA,National Institute on Drug Abuse,872,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85199153590,SCOPUS_ID:85199153590,2-s2.0-85199153590,Association of enlarged perivascular spaces with cognitive function in dementia-free older adults: A population-based study,Zhao M.,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring",NA,23528729,16,3,NA,2024-07-01,July-September 2024,10.1002/dad2.12618,"Introduction: We sought to characterize cognitive profiles associated with enlarged perivascular spaces (EPVS) among Chinese older adults. Methods: This population-based study included 1191 dementia-free participants (age ≥60 years) in the MIND-China MRI Substudy (2018–2020). We visually evaluated EPVS in basal ganglia (BG) and centrum semiovale (CSO), white matter hyperintensities (WMHs), lacunes, cerebral microbleeds (CMBs), and cortical superficial siderosis. We used a neuropsychological test battery to assess cognitive function. Data were analyzed using general linear models. Results: Greater BG-EPVS load was associated with lower z-scores in memory, verbal fluency, and global cognition (p < 0.05); these associations became non-significant when controlling for other cerebral small vessel disease (CSVD) markers (e.g., WMHs, lacunes, and mixed CMBs). Overall, CSO-EPVS load was not associated with cognitive z-scores (p > 0.05); among apolipoprotein E (APOE) -ε4 carriers, greater CSO-EPVS load was associated with lower verbal fluency z-score, even when controlling for other CSVD markers (p < 0.05). Discussion: The associations of BG-EPVS with poor cognitive function in older adults are largely attributable to other CSVD markers. HIGHLIGHTS: The association of enlarged perivascular spaces (EPVS) with cognitive function in older people is poorly defined. The association of basal ganglia (BG)-EPVS with poor cognition is attributed to other cerebral small vessel disease (CSVD) markers. In apolipoprotein E (APOE) ε4 carriers, a higher centrum semiovale (CSO)-EPVS load is associated with poorer verbal fluency.",2,NA,Journal,ar,Article,100,14,14,21100403234,81861138008,1,TRUE,all,All Open Access,208,APOE genotype | cognitive function | enlarged perivascular spaces | magnetic resonance imaging | population-based study,ARUK,Alzheimer’s Research UK,e12618,NA
