@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id,authkeywords,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85137383922,SCOPUS_ID:85137383922,2-s2.0-85137383922,"Effects of Sex, APOE4, and Lifestyle Activities on Cognitive Reserve in Older Adults",Pa J.,Neurology,1526632X,99,8,2022-08-23,23 August 2022,10.1212/WNL.0000000000200675,"Background and Objectives Lifestyle activities, such as physical activity and cognitive stimulation, may mitigate age-associated cognitive decline, delay dementia onset, and increase cognitive reserve. Whether the association between lifestyle activities and cognitive reserve differs by sex and APOE4 status is an understudied yet critical component for informing targeted prevention strategies. The current study examined interactions between sex and physical or cognitive activities on cognitive reserve for speed and memory in older adults. Methods Research participants with unimpaired cognition, mild cognitive impairment, or dementia from the Washington Heights-Inwood Columbia Aging Cohort were included in this study. Cognitive reserve scores for speed and memory were calculated by regressing out hippocampal volume, total gray matter volume, and white matter hyperintensity volume from composite cognitive scores for speed and memory, respectively. Self-reported physical activity was assessed using the Godin Leisure Time Exercise Questionnaire, converted to metabolic equivalents (METS). Self-reported cognitive activity (COGACT) was calculated as the sum of 3 yes/no questions. Sex by activity interactions and sex-stratified analyses were conducted using multivariable linear regression models, including a secondary analysis with APOE4 as a moderating factor. Results Seven hundred fifty-eight participants (mean age = 76.11 ± 6.31 years, 62% women) were included in this study. Higher METS was associated with greater speed reserve in women (β = 0.04, CI 0.0-08) but not in men (β = 0.004, CI -0.04 to 0.05). METS was not associated with memory reserve in women or men. More COGACT was associated with greater speed reserve in the cohort (β = 0.13, CI 0.05-0.21). More COGACT had a trend for greater memory reserve in women (β = 0.06, CI -0.02 to 0.14) but not in men (β = -0.04, CI -0.16 to 0.08). Only among women, APOE4 carrier status attenuated relationships between METS and speed reserve (β = -0.09, CI -0.22 to 0.04) and between COGACT and both speed (β = -0.26, CI -0.63 to 0.11) and memory reserves (β = -0.20, CI -0.50.0 to 093). Discussion The associations of self-reported physical and cognitive activities with cognitive reserve are more pronounced in women, although APOE4 attenuates these associations. Future studies are needed to understand the causal relationship among sex, lifestyle activities, and genetic factors on cognitive reserve in older adults to best understand which lifestyle activities may be most beneficial and for whom.",19,Journal,ar,Article,100,14,14,NA,17952,NIH,PO1AG07232,National Institutes of Health,1,TRUE,all,All Open Access,199,00283878,E789-E798,35858818,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85136019610,SCOPUS_ID:85136019610,2-s2.0-85136019610,Genome-wide Association and Meta-analysis of Age at Onset in Parkinson Disease: Evidence from the COURAGE-PD Consortium,Grover S.,Neurology,1526632X,99,7,2022-08-16,16 August 2022,10.1212/WNL.0000000000200699,"Background and Objectives Considerable heterogeneity exists in the literature concerning genetic determinants of the age at onset (AAO) of Parkinson disease (PD), which could be attributed to a lack of well-powered replication cohorts. The previous largest genome-wide association studies (GWAS) identified SNCA and TMEM175 loci on chromosome (Chr) 4 with a significant influence on the AAO of PD; these have not been independently replicated. This study aims to conduct a meta-analysis of GWAS of PD AAO and validate previously observed findings in worldwide populations. Methods A meta-analysis was performed on PD AAO GWAS of 30 populations of predominantly European ancestry from the Comprehensive Unbiased Risk Factor Assessment for Genetics and Environment in Parkinson's Disease (COURAGE-PD) Consortium. This was followed by combining our study with the largest publicly available European ancestry dataset compiled by the International Parkinson Disease Genomics Consortium (IPDGC). Results The COURAGE-PD Consortium included a cohort of 8,535 patients with PD (91.9%: Europeans and 9.1%: East Asians). The average AAO in the COURAGE-PD dataset was 58.9 years (SD = 11.6), with an underrepresentation of females (40.2%). The heritability estimate for AAO in COURAGE-PD was 0.083 (SE = 0.057). None of the loci reached genome-wide significance (p < 5 × 10-8). Nevertheless, the COURAGE-PD dataset confirmed the role of the previously published TMEM175 variant as a genetic determinant of the AAO of PD with Bonferroni-corrected nominal levels of significance (p < 0.025): (rs34311866: β(SE)COURAGE = 0.477(0.203), pCOURAGE = 0.0185). The subsequent meta-analysis of COURAGE-PD and IPDGC datasets (Ntotal = 25,950) led to the identification of 2 genome-wide significant association signals on Chr 4, including the previously reported SNCA locus (rs983361: β(SE)COURAGE+IPDGC = 0.720(0.122), pCOURAGE+IPDGC = 3.13 × 10-9) and a novel BST1 locus (rs4698412: β(SE)COURAGE+IPDGC = -0.526(0.096), pCOURAGE+IPDGC = 4.41 × 10-8). Discussion Our study further refines the genetic architecture of Chr 4 underlying the AAO of the PD phenotype through the identification of BST1 as a novel AAO PD locus. These findings open a new direction for the development of treatments to delay the onset of PD.",39,Journal,ar,Article,100,83,83,NA,17952,MJFF,FOR2488,Michael J. Fox Foundation for Parkinson's Research,1,TRUE,all,All Open Access,200,00283878,E698-E710,35618440,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85128190384,SCOPUS_ID:85128190384,2-s2.0-85128190384,Associations of white matter hyperintensities with networks of gray matter blood flow and volume in midlife adults: A coronary artery risk development in young adults magnetic resonance imaging substudy,Kim W.S.H.,Human Brain Mapping,10970193,43,12,2022-08-15,15 August 2022,10.1002/hbm.25876,"White matter hyperintensities (WMHs) are emblematic of cerebral small vessel disease, yet effects on the brain have not been well characterized at midlife. Here, we investigated whether WMH volume is associated with brain network alterations in midlife adults. Two hundred and fifty-four participants from the Coronary Artery Risk Development in Young Adults study were selected and stratified by WMH burden into Lo-WMH (mean age = 50 ± 3.5 years) and Hi-WMH (mean age = 51 ± 3.7 years) groups of equal size. We constructed group-level covariance networks based on cerebral blood flow (CBF) and gray matter volume (GMV) maps across 74 gray matter regions. Through consensus clustering, we found that both CBF and GMV covariance networks partitioned into modules that were largely consistent between groups. Next, CBF and GMV covariance network topologies were compared between Lo- and Hi-WMH groups at global (clustering coefficient, characteristic path length, global efficiency) and regional (degree, betweenness centrality, local efficiency) levels. At the global level, there were no between-group differences in either CBF or GMV covariance networks. In contrast, we found between-group differences in the regional degree, betweenness centrality, and local efficiency of several brain regions in both CBF and GMV covariance networks. Overall, CBF and GMV covariance analyses provide evidence that WMH-related network alterations are present at midlife.",4,Journal,ar,Article,100,11,11,NA,16101,BBRF,AG0005,Brain and Behavior Research Foundation,1,TRUE,all,All Open Access,201,10659471,3680-3693,35429100,CARDIA | cerebral blood flow | covariance | graph theory | gray matter volume | small vessel disease | white matter hyperintensities,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135548471,SCOPUS_ID:85135548471,2-s2.0-85135548471,Nonalcoholic Fatty Liver Disease: Does This Metabolic Condition Have Brain Function Sequelae?,Beydoun M.A.,Neurology,1526632X,99,6,2022-08-09,9 August 2022,10.1212/WNL.0000000000200842,NA,1,Journal,ed,Editorial,100,2,2,NA,17952,NIH,undefined,National Institutes of Health,0,FALSE,NA,NA,202,00283878,225-226,35940894,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135598739,SCOPUS_ID:85135598739,2-s2.0-85135598739,A multi-layer functional genomic analysis to understand noncoding genetic variation in lipids,Ramdas S.,American Journal of Human Genetics,15376605,109,8,2022-08-04,4 August 2022,10.1016/j.ajhg.2022.06.012,"A major challenge of genome-wide association studies (GWASs) is to translate phenotypic associations into biological insights. Here, we integrate a large GWAS on blood lipids involving 1.6 million individuals from five ancestries with a wide array of functional genomic datasets to discover regulatory mechanisms underlying lipid associations. We first prioritize lipid-associated genes with expression quantitative trait locus (eQTL) colocalizations and then add chromatin interaction data to narrow the search for functional genes. Polygenic enrichment analysis across 697 annotations from a host of tissues and cell types confirms the central role of the liver in lipid levels and highlights the selective enrichment of adipose-specific chromatin marks in high-density lipoprotein cholesterol and triglycerides. Overlapping transcription factor (TF) binding sites with lipid-associated loci identifies TFs relevant in lipid biology. In addition, we present an integrative framework to prioritize causal variants at GWAS loci, producing a comprehensive list of candidate causal genes and variants with multiple layers of functional evidence. We highlight two of the prioritized genes, CREBRF and RRBP1, which show convergent evidence across functional datasets supporting their roles in lipid biology.",22,Journal,ar,Article,100,537,100,NA,21677,J&amp;J,201543,Johnson and Johnson,1,TRUE,all,All Open Access,203,00029297,1366-1387,35931049,complex traits | fine-mapping | functional genomics | lipid biology | post-GWAS | regulatory mechanism | variant prioritization,S0002929722002658
true,https://api.elsevier.com/content/abstract/scopus_id/85137319509,SCOPUS_ID:85137319509,2-s2.0-85137319509,Black Ginseng Ameliorates Cellular Senescence via p53-p21/p16 Pathway in Aged Mice,Lee S.J.,Biology,20797737,11,8,2022-08-01,August 2022,10.3390/biology11081108,"Cellular senescence, one of the hallmarks of aging, refers to permanent cell cycle arrest and is accelerated during the aging process. Black ginseng (BG), prepared by a repeated steaming and drying process nine times from fresh ginseng (Panax ginseng C.A. Meyer), is garnering attention for herbal medicine due to its physiological benefits against reactive oxygen species (ROS), inflammation, and oncogenesis, which are common cues to induce aging. However, which key nodules in the cellular senescence process are regulated by BG supplementation has not been elucidated yet. In this study, we investigated the effects of BG on cellular senescence using in vitro and aged mouse models. BG-treated primary mouse embryonic fibroblasts (MEFs) in which senescence was triggered by ionizing radiation (IR) expressed less senescence-associated β-galactosidase (SA-β-gal)-positive stained cells. In our aged mice (18 months old) study, BG supplementation (300 mg/kg) for 4 weeks altered hepatic genes involved in the aging process. Furthermore, we found BG supplementation downregulated age-related inflammatory genes, especially in the complement system. Based on this observation, we demonstrated that BG supplementation led to less activation of the canonical senescence pathway, p53-dependent p21 and p16, in multiple metabolic organs such as liver, skeletal muscle and white adipose tissue. Thus, we suggest that BG is a potential senolytic candidate that retards cellular senescence.",15,Journal,ar,Article,100,5,5,1108,21100316035,NIA,1-156214,National Institute on Aging,1,TRUE,all,All Open Access,204,NA,NA,NA,black ginseng | cellular senescence | complement C1q | p16 | p21 | p53 | senolytics | β-catenin,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85137135228,SCOPUS_ID:85137135228,2-s2.0-85137135228,ATXN2 intermediate expansions in amyotrophic lateral sclerosis,Glass J.D.,Brain,14602156,145,8,2022-08-01,1 August 2022,10.1093/brain/awac167,"Intermediate CAG (polyQ) expansions in the gene ataxin-2 (ATXN2) are now recognized as a risk factor for amyotrophic lateral sclerosis. The threshold for increased risk is not yet firmly established, with reports ranging from 27 to 31 repeats. We investigated the presence of ATXN2 polyQ expansions in 9268 DNA samples collected from people with amyotrophic lateral sclerosis, amyotrophic lateral sclerosis with frontotemporal dementia, frontotemporal dementia alone, Lewy body dementia and age matched controls. This analysis confirmed ATXN2 intermediate polyQ expansions of ≥31 as a risk factor for amyotrophic lateral sclerosis with an odds ratio of 6.31. Expansions were an even greater risk for amyotrophic lateral sclerosis with frontotemporal dementia (odds ratio 27.59) and a somewhat lesser risk for frontotemporal dementia alone (odds ratio 3.14). There was no increased risk for Lewy body dementia. In a subset of 1362 patients with amyotrophic lateral sclerosis with complete clinical data, we could not confirm previous reports of earlier onset of amyotrophic lateral sclerosis or shorter survival in 25 patients with expansions. These new data confirm ≥31 polyQ repeats in ATXN2 increase the risk for amyotrophic lateral sclerosis, and also for the first time show an even greater risk for amyotrophic lateral sclerosis with frontotemporal dementia. The lack of a more aggressive phenotype in amyotrophic lateral sclerosis patients with expansions has implications for ongoing gene-silencing trials for amyotrophic lateral sclerosis.",26,Journal,ar,Article,100,11,11,NA,14317,NIA,ZIAAG000933,National Institute on Aging,1,TRUE,all,All Open Access,205,00068950,2671-2676,35521889,amyotrophic lateral sclerosis | ataxin-2 | frontotemporal dementia | polyQ expansion,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85137071747,SCOPUS_ID:85137071747,2-s2.0-85137071747,Greater Breadth of Vaccine-Induced Immunity in Females than Males Is Mediated by Increased Antibody Diversity in Germinal Center B Cells,Ursin R.L.,mBio,21507511,13,4,2022-08-01,August 2022,10.1128/mbio.01839-22,"Inactivated influenza vaccines induce greater antibody responses in females than males among both humans and mice. To test the breadth of protection, we used recombinant mouse-adapted A/California/2009 (maA/Cal/09) H1N1 viruses containing mutations at one (1M), two (2M), or three (3M) antigenic sites, in addition to a virus containing the 1M mutation and a substitution of the Ca2 antigenic site (Sub) with one derived from an H5 hemagglutinin (HA) to challenge mice of both sexes. Following maA/ Cal/09 vaccination, females produced greater virus-specific, class-switched total IgG and IgG2c antibodies against the vaccine and all mutant viruses, and antibodies from females recognized a greater number of unique, linear HA epitopes than did antibodies from males. While females had greater neutralizing antibody titers against the vaccine virus, both sexes showed a lower neutralization capacity against mutant viruses. After virus challenge, vaccinated females had lower pulmonary virus titers and reduced morbidity than males for the 1M and 2M viruses, but not the Sub virus. Females generated greater numbers of germinal center (GC) B cells containing superior somatic hypermutation (SHM) frequencies than vaccinated males. Deletion of activation-induced cytidine deaminase (Aicda) eliminated female-biased immunity and protection against the 2M virus. Harnessing methods to improve GC B cell responses and frequencies of SHM, especially in males, should be considered in the development of universal influenza vaccines. IMPORTANCE Adult females develop greater antibody responses to influenza vaccines than males. We hypothesized that female-biased immunity and protection would be dependent on the extent of virus diversity as well as molecular mechanisms in B cells which constrain the breadth of epitope recognition. We developed a panel of mouse-adapted (ma) A/Cal/09 viruses that had mutations in the immunodominant hemagglutinin. Following vaccination against maA/Cal/09, females were better able to neutralize maA/Cal/09 than males, but neutralization of mutant maA/Cal/09 viruses was equally poor in both sexes, despite vaccinated females being better protected against these viruses. Vaccinated females benefited from the greater production of class-switched, somatically hypermutated antibodies generated in germinal center B cells, which increased recognition of more diverse maA/Cal/09 hemagglutinin antigen epitopes. Female-biased protection against influenza infection and disease after vaccination is driven by differential mechanisms in males versus females and should be considered in the design of novel vaccine platforms.",17,Journal,ar,Article,100,19,19,NA,19700188403,NIA,U54AG062333,National Institute on Aging,1,TRUE,all,All Open Access,206,21612129,NA,35856618,antibody function | antibody response | antigenic drift | antigenic variation | H1N1 | sex difference | viral immunity,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135421183,SCOPUS_ID:85135421183,2-s2.0-85135421183,Utility of plasma cell-free DNA for de novo detection and quantification of clonal hematopoiesis,Gutierrez-Rodrigues F.,Haematologica,15928721,107,8,2022-08-01,August 2022,10.3324/haematol.2021.279230,"Although cell-free DNA (cfDNA) tests have emerged as a potential non-invasive alternative to bone marrow biopsies for monitoring clonal hematopoiesis in hematologic diseases, whether commercial cfDNA assays can be implemented for the detection and quantification of de novo clonal hematopoiesis in place of blood cells is uncertain. In this study, peripheral plasma cfDNA samples available from patients with aplastic anemia (n=25) or myelodysplastic syndromes (n=27) and a healthy cohort (n=107) were screened for somatic variants in genes related to hematologic malignancies using a Clinical Laboratory Improvement Amendments-certified panel. Results were further compared to DNA sequencing of matched blood cells. In reported results, 85% of healthy subjects, 36% of patients with aplastic anemia and 74% of patients with myelodysplastic syndromes were found to have somatic cfDNA variants, most frequently in DNMT3A, TET2, ASXL1 and SF3B1. However, concordance between cfDNA and blood cell findings was poor for the detection of clonal hematopoiesis when the allele frequency of the variants was <10%, which was mostly observed in the healthy and aplastic anemia cohorts but not in patients with myelodysplastic syndromes. After filtering data for potential artifacts due to low variant allele frequency and sequencing depth, the frequency of clonal hematopoiesis in cfDNA from healthy individuals and patients with aplastic anemia decreased to 52% and 20%, respectively. cfDNA and matched blood cells were not interchangeable for tracking changes in allele burdens as their agreement by Bland-Altman analysis was poor. A commercial cfDNA assay had good performance for de novo detection of clonal hematopoiesis in myelodysplastic syndromes, but showed no advantage over blood cells in diseases with low allele burdens or in healthy individuals.",5,Journal,ar,Article,100,11,11,NA,25954,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,207,03906078,1815-1826,34587721,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135405977,SCOPUS_ID:85135405977,2-s2.0-85135405977,The Proteomic Profile of Interstitial Lung Abnormalities,Axelsson G.T.,American Journal of Respiratory and Critical Care Medicine,15354970,206,3,2022-08-01,1 August 2022,10.1164/rccm.202110-2296OC,"Rationale: Knowledge on biomarkers of interstitial lung disease is incomplete. Interstitial lung abnormalities (ILAs) are radiologic changes that may present in its early stages. Objectives: To uncover blood proteins associated with ILAs using large-scale proteomics methods. Methods: Data from two prospective cohort studies, the AGES-Reykjavik (Age, Gene/Environment Susceptibility–Reykjavik) study (N = 5,259) for biomarker discovery and the COPDGene (Genetic Epidemiology of COPD) study (N = 4,899) for replication, were used. Blood proteins were measured using DNA aptamers, targeting more than 4,700 protein analytes. The association of proteins with ILAs and ILA progression was assessed with regression modeling, as were associations with genetic risk factors. Adaptive Least Absolute Shrinkage and Selection Operator models were applied to bootstrap data samples to discover sets of proteins predictive of ILAs and their progression. Measurements and Main Results: Of 287 associations, SFTPB (surfactant protein B) (odds ratio [OR], 3.71 [95% confidence interval (CI), 3.20–4.30]; P = 4.28 3 10267), SCGB3A1 (Secretoglobin family 3A member 1) (OR, 2.43 [95% CI, 2.13–2.77]; P = 8.01 3 10240), and WFDC2 (WAP four-disulfide core domain protein 2) (OR, 2.42 [95% CI, 2.11–2.78]; P = 4.01 3 10236) were most significantly associated with ILA in AGES-Reykjavik and were replicated in COPDGene. In AGES-Reykjavik, concentrations of SFTPB were associated with the rs35705950 MUC5B (mucin 5B) promoter polymorphism, and SFTPB and WFDC2 had the strongest associations with ILA progression. Multivariate models of ILAs in AGES-Reykjavik, ILAs in COPDGene, and ILA progression in AGES-Reykjavik had validated areas under the receiver operating characteristic curve of 0.880, 0.826, and 0.824, respectively. Conclusions: Novel, replicated associations of ILA, its progression, and genetic risk factors with numerous blood proteins are demonstrated as well as machine-learning–based models with favorable predictive potential. Several proteins are revealed as potential markers of early fibrotic lung disease.",29,Journal,ar,Article,100,21,21,NA,18000,NIH,HHSN27120120022C,National Institutes of Health,0,FALSE,all,All Open Access,208,1073449X,337-346,35438610,biomarkers | idiopathic pulmonary fibrosis | interstitial lung abnormalities | interstitial lung disease | proteomics,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135307099,SCOPUS_ID:85135307099,2-s2.0-85135307099,Large-scale genome-wide association study of coronary artery disease in genetically diverse populations,Tcheandjieu C.,Nature Medicine,1546170X,28,8,2022-08-01,August 2022,10.1038/s41591-022-01891-3,"We report a genome-wide association study (GWAS) of coronary artery disease (CAD) incorporating nearly a quarter of a million cases, in which existing studies are integrated with data from cohorts of white, Black and Hispanic individuals from the Million Veteran Program. We document near equivalent heritability of CAD across multiple ancestral groups, identify 95 novel loci, including nine on the X chromosome, detect eight loci of genome-wide significance in Black and Hispanic individuals, and demonstrate that two common haplotypes at the 9p21 locus are responsible for risk stratification in all populations except those of African origin, in which these haplotypes are virtually absent. Moreover, in the largest GWAS for angiographically derived coronary atherosclerosis performed to date, we find 15 loci of genome-wide significance that robustly overlap with established loci for clinical CAD. Phenome-wide association analyses of novel loci and polygenic risk scores (PRSs) augment signals related to insulin resistance, extend pleiotropic associations of these loci to include smoking and family history, and precisely document the markedly reduced transferability of existing PRSs to Black individuals. Downstream integrative analyses reinforce the critical roles of vascular endothelial, fibroblast, and smooth muscle cells in CAD susceptibility, but also point to a shared biology between atherosclerosis and oncogenesis. This study highlights the value of diverse populations in further characterizing the genetic architecture of CAD.",161,Journal,ar,Article,100,82,82,NA,15819,NIH,U01HG004424,National Institutes of Health,0,FALSE,all,All Open Access,209,10788956,1679-1692,35915156,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85135115590,SCOPUS_ID:85135115590,2-s2.0-85135115590,"Targeted dietary interventions to reduce pain in persistent post-traumatic headache among service members: Protocol for a randomized, controlled parallel-group trial",Faurot K.R.,Contemporary Clinical Trials,15592030,119,NA,2022-08-01,August 2022,10.1016/j.cct.2022.106851,"Introduction: Post-traumatic headache (PTH) is common after traumatic brain injury (TBI), especially among active-duty service members (SMs), affecting up to 35% of patients with chronic TBI. Persistent PTH is disabling and frequently unresponsive to treatment and is often migrainous. Here, we describe a trial assessing whether dietary modifications to increase n-3 eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) and reduce n-6 linoleic acid (LA), will alter nociceptive lipid mediators and result in clinical improvements in persistent PTH. Methods: This prospective, randomized, controlled trial tests the efficacy, safety, and biochemical effects of targeted, controlled alterations in dietary n-3 and n-6 fatty acids in 122 adult SMs and military healthcare beneficiaries with diagnosed TBI associated with actively managed persistent frequent (>8 /month) PTH with migraine. Following a 4-week baseline, participants are randomized to one of two equally intensive dietary regimens for 12 additional weeks: 1) increased n-3 EPA + DHA with low n-6 LA (H3L6); 2) usual US dietary content of n-3 and n-6 fatty acids (Control). During the intervention, participants receive diet arm-specific study oils and foods sufficient for 75% of caloric needs and comprehensive dietary counseling. Participants complete daily headache diaries throughout the intervention. Clinical outcomes, including the Headache Impact Test (HIT-6), headache hours per day, circulating blood fatty acid levels, and bioactive metabolites, are measured pre-randomization and at 6 and 12 weeks. Planned primary analyses include pre-post comparisons of treatment groups on clinical measures using ANCOVA and mixed-effects models. Similar approaches to explore biochemical and exploratory clinical outcomes are planned. ClinicalTrials.gov registration: NCT03272399",1,Journal,ar,Article,100,21,21,106851,130115,NIH,ZIAAG000453,National Institutes of Health,1,TRUE,all,All Open Access,210,15517144,NA,35842107,Omega-3 fatty acid | Omega-6 fatty acid | Post-traumatic headache | Traumatic brain injury,S155171442200177X
true,https://api.elsevier.com/content/abstract/scopus_id/85135046856,SCOPUS_ID:85135046856,2-s2.0-85135046856,Abnormal levels of mitochondrial Ca<sup>2+</sup> channel proteins in plasma neuron-derived extracellular vesicles of early schizophrenia,Goetzl E.J.,FASEB Journal,15306860,36,8,2022-08-01,August 2022,10.1096/fj.202200792RR,"Structural alterations or quantitative abnormalities of some mitochondrial ion channels and exchangers are associated with altered neuronal functions and increased susceptibility to mental illness. Here we have assessed levels of functionally prominent mitochondrial calcium ion channel proteins in plasma neuron-derived extracellular vesicles (NDEVs) of living patients with first episodes of psychosis (FP) and matched controls (Cs). NDEVs were enriched with an established method of precipitation and immunoabsorption by anti-human CD171 neural adhesion protein (L1CAM) antibody and extracted proteins quantified with ELISAs. CD81 exosome marker-normalized NDEV levels of leucine zipper EF-hand containing transmembrane 1 protein (LETM1), transient receptor potential cation channel subfamily M, member 4 (TRPM4), and solute carrier family 8 member B1 (SLC24A6) or mitochondrial Na+/Ca2+ exchanger (NCLX) were significantly lower for FP patients (n = 10) than Cs (n = 10), whereas NDEV levels of voltage-dependent L-type calcium channel subunit α-1C (CACNA-1C) were significantly higher for FP patients than Cs. Abnormal structures or mitochondrial levels of LETM1, NCLX, and CACNA-1C have been linked through analyses of individual proteins, genome-wide association studies, and whole exome protein-coding sequence studies to neurodevelopmental disorders, mental retardation, schizophrenia, and major depressive diseases. A greater understanding of the altered calcium homeostasis in schizophrenia, that is attributable to underlying mitochondrial calcium channel abnormalities, will lead to improved diagnosis and treatment.",15,Journal,ar,Article,100,5,5,e22466,15048,NIH,ZIAAG000975,National Institutes of Health,0,FALSE,all,All Open Access,211,08926638,NA,35867070,biomarkers | calcium homeostasis | mental illness | psychosis,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85134624721,SCOPUS_ID:85134624721,2-s2.0-85134624721,"A Decade of Nutrition and Health Disparities Research at NIH, 2010–2019",Brown A.G.M.,American Journal of Preventive Medicine,18732607,63,2,2022-08-01,August 2022,10.1016/j.amepre.2022.02.012,"Introduction: Nutrition health disparities include differences in incidence, prevalence, morbidity, and mortality of diet-related diseases and conditions. Often, race, ethnicity, and the social determinants of health are associated with dietary intake and related health disparities. This report describes the nutrition health disparities research supported by NIH over the past decade and offers future research opportunities relevant to NIH's mission as described in the Strategic Plan for NIH Nutrition Research. Methods: Data were extracted from an internal reporting system from FY2010 to FY2019 using the Research, Condition, and Disease Categorization spending categories for Nutrition and Health Disparities. Results: Over the past decade, NIH-supported nutrition and health disparities research increased, from 860 grants in 2010 to 937 grants in FY2019, whereas total nutrition and health disparities funding remained relatively stable. The top 5 Institutes/Centers that funded nutrition and health disparities research (on the basis of both grant numbers and dollars) were identified. Principal areas of focus included several chronic diseases (e.g., obesity, diabetes, cancer, heart disease) and research disciplines (e.g., clinical research and behavioral and social science). Focus areas related to special populations included pediatrics, minority health, aging, and women's health. Conclusions: The gaps and trends identified in this analysis highlight the need for future nutrition and health disparities research, including a focus on American Indian and Asian populations and the growing topics of rural health, maternal health, and food insecurity. In alignment with the Strategic Plan for NIH Nutrition Research, health equity may be advanced through innovative research approaches to develop effective targeted interventions to address these disparities.",12,Journal,ar,Article,100,12,12,NA,27063,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,212,07493797,e49-e57,35469699,NA,S074937972200126X
true,https://api.elsevier.com/content/abstract/scopus_id/85133920502,SCOPUS_ID:85133920502,2-s2.0-85133920502,Intermittent calorie restriction alters T cell subsets and metabolic markers in people with multiple sclerosis,Fitzgerald K.C.,eBioMedicine,23523964,82,NA,2022-08-01,August 2022,10.1016/j.ebiom.2022.104124,"Background: Intermittent fasting or calorie restriction (CR) diets provide anti-inflammatory and neuroprotective advantages in models of multiple sclerosis (MS); data in humans are sparse. Methods: We conducted a randomised-controlled feeding study of different CR diets in 36 people with MS over 8 weeks. Participants were randomised to 1 of 3 diets: 1) a control diet, in which the participant received 100% of his or her calorie needs 7 days per week, 2) a daily CR diet, in which the participant received 78% of his or her calorie needs 7 days per week, or 3) an intermittent CR diet, in which the participant received 100% of his or her calorie needs on 5 days per week and 25% of his or her calorie needs 2 days per week (i.e., a “5:2” style diet). Untargeted metabolomics was performed on plasma samples at weeks 0, 4 and 8 at Metabolon Inc (Durham, NC). Flow cytometry of cryopreserved peripheral blood mononuclear cells at weeks 0 and 8 were used to identify CD3+;CD4+ (CD4+) and CD3+;CD4− (as a proxy for CD8+) T cell subsets including effector memory, central memory, and naïve cells. Findings: 31 (86%) completed the trial. Over time, individuals randomised to intermittent CR had significant reductions in effector memory (for CD4−EM: -3.82%; 95%CI: -7.44, -0.21; for CD4−: -6.96%; 95%CI: -11.96, -1.97) and Th1 subsets (-4.26%; 95% CI: -7.11, -1.40) and proportional increases in naïve subsets (for CD4−: 10.11%; 95%CI: 3.30, 16.92%). No changes were observed for daily CR or weight-stable diets. Larger within-person changes in lysophospholipid and lysoplasmalogen metabolites in intermittent CR were associated with larger reductions in memory T cell subsets and larger increases in naïve T cell subsets. Interpretation: In people with MS, an intermittent CR diet was associated with reduction in memory T cell subsets and certain biologically-relevant lipid markers. Funding: National MS Society, NIH, Johns Hopkins Catalyst Award.",43,Journal,ar,Article,100,12,12,104124,21100369815,NIH,ZIAAG000975,National Institutes of Health,1,TRUE,all,All Open Access,213,NA,NA,35816900,Diet | Immunophenotyping | Intermittent fasting | Multiple sclerosis,S235239642200305X
