@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,article-number,pii
true,https://api.elsevier.com/content/abstract/scopus_id/85102037351,SCOPUS_ID:85102037351,2-s2.0-85102037351,Screening of SIRT6 inhibitors and activators: A novel activator has an impact on breast cancer cells,Tenhunen J.,Biomedicine and Pharmacotherapy,07533322,19506007,138,NA,NA,2021-06-01,June 2021,10.1016/j.biopha.2021.111452,"Sirtuin 6 (SIRT6), a member of sirtuin family (SIRT1-7), regulates a variety of cellular processes involved in aging, metabolism, and cancer. Dysregulation of SIRT6 is widely observed in different breast cancer subtypes; however, the role and function of SIRT6 in cancer development remain largely unexplored. The aim of this study was to identify novel compounds targeting SIRT6 which may provide a new approach in development of anti-cancer therapy for breast cancer. Virtual screening was utilized to discover potential compounds targeting SIRT6 for in vitro screening. In addition, novel 1,4-dihydropyridine derivatives were synthetized and further subjected for the screening. The impact of the compounds on the deacetylation activity of SIRT6 was determined with HPLC method. The anti-cancer activities were screened for a panel of breast cancer cells. A set of 1,4-dihydropyridine derivatives was identified as SIRT6 inhibitors. A SIRT6 activating compound, (2,4-dihydroxy-phenyl)–2-oxoethyl 2-(3-methyl-4-oxo-2-phenyl-4H-chromen-8-yl)acetate (later called as 4H-chromen), was discovered and it provided 30–40-fold maximal activation. 4H-chromen was proposed to bind similarly to quercetin and place to previously reported SIRT6 activator sites. 4H-chromen was investigated in various breast cancer cells, and it decreased cell proliferation in all cells as well as arrested cell cycle in triple negative cells. Overall, this study describes a highly potent SIRT6 activator and new inhibitors that represent a novel tool to study the mechanism of SIRT6 function.",15,33684691,Journal,ar,Article,100,12,12,28620,UEF,315824,Itä-Suomen Yliopisto,1,TRUE,all,All Open Access,259,Activator | Breast cancer | Inhibitor | Sirtuin 6 | Virtual screening,111452,S0753332221002377
true,https://api.elsevier.com/content/abstract/scopus_id/85100879715,SCOPUS_ID:85100879715,2-s2.0-85100879715,Age-related estimates of aggregate g-ratio of white matter structures assessed using quantitative magnetic resonance neuroimaging,Bouhrara M.,Human Brain Mapping,10659471,10970193,42,8,2362-2373,2021-06-01,1 June 2021,10.1002/hbm.25372,"The g-ratio, defined as the inner-to-outer diameter of a myelinated axon, is associated with the speed of nerve impulse conduction, and represents an index of axonal myelination and integrity. It has been shown to be a sensitive and specific biomarker of neurodevelopment and neurodegeneration. However, there have been very few magnetic resonance imaging studies of the g-ratio in the context of normative aging; characterizing regional and time-dependent cerebral changes in g-ratio in cognitively normal subjects will be a crucial step in differentiating normal from abnormal microstructural alterations. In the current study, we investigated age-related differences in aggregate g-ratio, that is, g-ratio averaged over all fibers within regions of interest, in several white matter regions in a cohort of 52 cognitively unimpaired participants ranging in age from 21 to 84 years. We found a quadratic, U-shaped, relationship between aggregate g-ratio and age in most cerebral regions investigated, suggesting myelin maturation until middle age followed by a decrease at older ages. As expected, we observed that these age-related differences vary across different brain regions, with the frontal lobes and parietal lobes exhibiting slightly earlier ages of minimum aggregate g-ratio as compared to more posterior structures such as the occipital lobes and temporal lobes; this agrees with the retrogenesis paradigm. Our results provide evidence for a nonlinear association between age and aggregate g-ratio in a sample of adults from a highly controlled population. Finally, sex differences in aggregate g-ratio were observed in several cerebral regions, with women exhibiting overall lower values as compared to men; this likely reflects the greater myelin content in women's brain, in agreement with recent investigations.",21,33595168,Journal,ar,Article,100,10,10,16101,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,260,aggregate g-ratio | normal aging | quantitative MRI,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85100723712,SCOPUS_ID:85100723712,2-s2.0-85100723712,Association between Central and Peripheral Age-Related Hearing Loss and Different Frailty Phenotypes in an Older Population in Southern Italy,Sardone R.,JAMA Otolaryngology - Head and Neck Surgery,21686181,NA,147,6,561-571,2021-06-01,June 2021,10.1001/jamaoto.2020.5334,"Importance: The association between age-related hearing loss (ARHL) and physical or cognitive frailty has been poorly explored. These associations could define new perspectives for delaying frailty-related processes in older age. Objective: To examine whether peripheral ARHL and age-related central auditory processing disorder (CAPD) are independently associated with physical or cognitive frailty. Design, Setting, and Participants: This cross-sectional study analyzed registry data from December 31, 2014, on 1929 older (≥65 years) participants of the Salus in Apulia Study (Southern Italy) who underwent audiologic, physical, and neuropsychological assessment. Data analysis was performed from December 12, 2019, to January 4, 2020. Main Outcomes and Measures: Prevalence of peripheral ARHL in older individuals with physical and/or cognitive frailty and those without frailty assessed using the Fried criteria (physical) and the Mini-Mental State Examination (cognitive). Multivariable logistic regression models were used to assess associations of audiologic variables with frailty phenotype. Results: Data from 1929 participants (mean [SD] age, 73.6 [6.3] years; 974 male [50.5%]) were eligible for the analyses. The prevalence of peripheral ARHL was higher in the physical frailty group (96 [26.6%]) than in the nonfrail group (329 [21.0%]) (difference, 5.61 percentage points; 95% CI, 0.63-10.59 percentage points) and in the cognitive frailty group (40 [38.8%]) than in the nonfrail group (385 [21.1%]) (difference, 17.75 percentage points; 95% CI, 8.2-27.3 percentage points). Age-related CAPD was more prevalent in the physical frailty group (62 [17.2%]) than in the nonfrail group (219 [14.0%]) (difference, 3.21 percentage points; 95% CI, -1.04 to 7.46 percentage points) and in the cognitive frailty group (28 [27.2%]) than in the nonfrail group (253 [13.9%]) (difference, 13.33 percentage points; 95% CI, 4.10-22.21 percentage points). In the multivariable models, age-related CAPD was associated with cognitive frailty in the fully adjusted model (odds ratio [OR], 1.889; 95% CI, 1.094-3.311). There was also an inverse association between the unitary increase in Synthetic Sentence Identification With the Ipsilateral Competitive Message scores, indicating a lower likelihood of this disorder, and cognitive frailty (OR, 0.989; 95% CI, 0.988-0.999). Peripheral ARHL was associated with cognitive frailty only in the partially adjusted model (OR, 1.725; 95% CI, 1.008-2.937). Conclusions and Relevance: In this cross-sectional study of 1929 participants, age-related CAPD was independently associated with cognitive frailty. Whether the management of ARHL may help prevent the development of different frailty phenotypes or improve their clinical consequences should be addressed in longitudinal studies and, eventually, well-designed randomized clinical trials..",39,33570584,Journal,ar,Article,100,17,17,21100228518,NIA,ZIAAG000971,National Institute on Aging,0,FALSE,all,All Open Access,261,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85100687568,SCOPUS_ID:85100687568,2-s2.0-85100687568,"Regional variation in outcomes and healthcare resources utilization in, emergency department visits for syncope",Khaliq W.,American Journal of Emergency Medicine,07356757,15328171,44,NA,62-67,2021-06-01,June 2021,10.1016/j.ajem.2021.01.042,"Background: Management of patients with syncope lacks standardization. We sought to assess regional variation in hospitalization rates and resource utilization of patients with syncope. Methods: We identified adults with syncope using the Nationwide Emergency Department Sample from years 2006 to 2014. Demographics and comorbidity characteristics were compared across geographic regions in the US. Multiple regression was conducted to compare outcomes. Results: 9,132,176 adults presented with syncope. Syncope in the Northeast (n = 1,831,889) accounted for 20.1% of visits; 22.6% in the Midwest (n = 2,060,940), 38.5% in the South (n = 3,527,814) and 18.7% in the West (n = 1,711,533). Mean age was 56 years with 57.7% being female. The Northeast had the highest risk-adjusted hospitalization rate (24.5%) followed by the South (18.6%, ORadj 0.58; 95% CI 0.52–0.65, p < 0.001), the Midwest (17.2%, ORadj 0.51; 95% CI 0.46–0.58, p < 0.001) and West (15.8%, ORadj 0.45; 95% CI 0.39–0.51, p < 0.001). Risk-adjusted rates of syncope hospitalizations significantly declined from 25.8% (95% CI 24.8%–26.7%) in 2006 to 11.7% (95% CI 11.0%–12.5%) in 2014 (Ptrend < 0.001). The Northeast had the lowest risk-adjusted ED (Emergency Department) service charges per visit ($3320) followed by the Midwest ($4675, IRRadj 1.41; 95% CI 1.30–1.52, p < 0.001), the West ($4814, IRRadj 1.45; 95% CI 1.31–1.60, p < 0.001) and South ($4969, IRRadj 1.50; 95% CI 1.38–1.62, p < 0.001). Service charges increased from $3047/visit (95% CI $2912–$3182) in 2006 to $6267/visit (95% CI $5947–$6586) in 2014 (Ptrend < 0.001). Conclusions: Significant regional variability in hospitalization rates and ED service charges exist among patients with syncope. Standardizing practices may be needed to reduce variability.",4,33581602,Journal,ar,Article,100,10,10,15207,NIH,undefined,National Institutes of Health,0,FALSE,all,All Open Access,262,Emergency department | Large database | Regional variation | Syncope,NA,S0735675721000450
true,https://api.elsevier.com/content/abstract/scopus_id/85100101325,SCOPUS_ID:85100101325,2-s2.0-85100101325,MiRNA-15b and miRNA-125b are associated with regional Aβ-PET and FDG-PET uptake in cognitively normal individuals with subjective memory complaints,Vergallo A.,Translational Psychiatry,NA,21583188,11,1,NA,2021-06-01,June 2021,10.1038/s41398-020-01184-8,"There is substantial experimental evidence for dysregulation of several microRNA (miRNA) expression levels in Alzheimer’s disease (AD). MiRNAs modulate critical brain intracellular signaling pathways and are associated with AD core pathophysiological mechanisms. First, we conducted a real-time quantitative PCR-based pilot study to identify a set of brain-enriched miRNAs in a monocentric cohort of cognitively normal individuals with subjective memory complaints, a condition associated with increased risk of AD. Second, we investigated the impact of age, sex, and the Apolipoprotein E ε4 (APOE ε4) allele, on the identified miRNA plasma concentrations. In addition, we explored the cross-sectional and longitudinal association of the miRNAs plasma concentrations with regional brain metabolic uptake using amyloid-β (Aβ)-positron emission tomography (Aβ-PET) and 18F-fluorodeoxyglucose-PET (18F-FDG-PET). We identified a set of six brain-enriched miRNAs—miRNA-125b, miRNA-146a, miRNA-15b, miRNA-148a, miRNA-26b, and miRNA-100. Age, sex, and APOE ε4 allele were not associated with individual miRNA abundance. MiRNA-15b concentrations were significantly lower in the Aβ-PET-positive compared to Aβ-PET-negative individuals. Furthermore, we found a positive effect of the miRNA-15b*time interaction on regional metabolic 18F-FDG-PET uptake in the left hippocampus. Plasma miRNA-125b concentrations, as well as the miRNA-125b*time interaction (over a 2-year follow-up), were negatively associated with regional Aβ-PET standard uptake value ratio in the right anterior cingulate cortex. At baseline, we found a significantly negative association between plasma miRNA-125b concentrations and 18F-FDG-PET uptake in specific brain regions. In an asymptomatic at-risk population for AD, we show significant associations between plasma concentrations of miRNA-125b and miRNA-15b with core neuroimaging biomarkers of AD pathophysiology. Our results, coupled with existing experimental evidence, suggest a potential protective anti-Aβ effect of miRNA-15b and a biological link between miRNA-125b and Aβ-independent neurotoxic pathways.",20,33504764,Journal,ar,Article,100,120,100,19900191866,NIH,NEI EY006311,National Institutes of Health,1,TRUE,all,All Open Access,263,NA,78,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85098638123,SCOPUS_ID:85098638123,2-s2.0-85098638123,Persistently Elevated mTOR Complex 1-S6 Kinase 1 Disrupts DARPP-32–Dependent D<inf>1</inf> Dopamine Receptor Signaling and Behaviors,Lin R.,Biological Psychiatry,00063223,18732402,89,11,1058-1072,2021-06-01,1 June 2021,10.1016/j.biopsych.2020.10.012,"Background: The serine-threonine kinase mTORC1 (mechanistic target of rapamycin complex 1) is essential for normal cell function but is aberrantly activated in the brain in both genetic-developmental and sporadic diseases and is associated with a spectrum of neuropsychiatric symptoms. The underlying molecular mechanisms of cognitive and neuropsychiatric symptoms remain controversial. Methods: The present study examines behaviors in transgenic models that express Rheb, the most proximal known activator of mTORC1, and profiles striatal phosphoproteomics in a model with persistently elevated mTORC1 signaling. Biochemistry, immunohistochemistry, electrophysiology, and behavior approaches are used to examine the impact of persistently elevated mTORC1 on D1 dopamine receptor (D1R) signaling. The effect of persistently elevated mTORC1 was confirmed using D1-Cre to elevate mTORC1 activity in D1R neurons. Results: We report that persistently elevated mTORC1 signaling blocks canonical D1R signaling that is dependent on DARPP-32 (dopamine- and cAMP-regulated neuronal phosphoprotein). The immediate downstream effector of mTORC1, ribosomal S6 kinase 1 (S6K1), phosphorylates and activates DARPP-32. Persistent elevation of mTORC1-S6K1 occludes dynamic D1R signaling downstream of DARPP-32 and blocks multiple D1R responses, including dynamic gene expression, D1R-dependent corticostriatal plasticity, and D1R behavioral responses including sociability. Candidate biomarkers of mTORC1–DARPP-32 occlusion are increased in the brain of human disease subjects in association with elevated mTORC1-S6K1, supporting a role for this mechanism in cognitive disease. Conclusions: The mTORC1-S6K1 intersection with D1R signaling provides a molecular framework to understand the effects of pathological mTORC1 activation on behavioral symptoms in neuropsychiatric disease.",9,33353667,Journal,ar,Article,100,16,16,14308,NIH,P50DA044123,National Institutes of Health,0,FALSE,all,All Open Access,264,D  dopamine receptor 1 | DARPP-32 | Immediate early gene | mTORC1 | S6K1 | Social behavior,NA,S0006322320320217
true,https://api.elsevier.com/content/abstract/scopus_id/85085119426,SCOPUS_ID:85085119426,2-s2.0-85085119426,Gene-educational attainment interactions in a multi-ancestry genome-wide meta-analysis identify novel blood pressure loci,de las Fuentes L.,Molecular Psychiatry,13594184,14765578,26,6,2111-2125,2021-06-01,June 2021,10.1038/s41380-020-0719-3,"Educational attainment is widely used as a surrogate for socioeconomic status (SES). Low SES is a risk factor for hypertension and high blood pressure (BP). To identify novel BP loci, we performed multi-ancestry meta-analyses accounting for gene-educational attainment interactions using two variables, “Some College” (yes/no) and “Graduated College” (yes/no). Interactions were evaluated using both a 1 degree of freedom (DF) interaction term and a 2DF joint test of genetic and interaction effects. Analyses were performed for systolic BP, diastolic BP, mean arterial pressure, and pulse pressure. We pursued genome-wide interrogation in Stage 1 studies (N = 117 438) and follow-up on promising variants in Stage 2 studies (N = 293 787) in five ancestry groups. Through combined meta-analyses of Stages 1 and 2, we identified 84 known and 18 novel BP loci at genome-wide significance level (P < 5 × 10-8). Two novel loci were identified based on the 1DF test of interaction with educational attainment, while the remaining 16 loci were identified through the 2DF joint test of genetic and interaction effects. Ten novel loci were identified in individuals of African ancestry. Several novel loci show strong biological plausibility since they involve physiologic systems implicated in BP regulation. They include genes involved in the central nervous system-adrenal signaling axis (ZDHHC17, CADPS, PIK3C2G), vascular structure and function (GNB3, CDON), and renal function (HAS2 and HAS2-AS1, SLIT3). Collectively, these findings suggest a role of educational attainment or SES in further dissection of the genetic architecture of BP.",18,32372009,Journal,ar,Article,100,222,100,17382,NIH,UL1TR000124,National Institutes of Health,0,FALSE,all,All Open Access,265,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85107967591,SCOPUS_ID:85107967591,2-s2.0-85107967591,Proteomics and Epidemiological Models of Human Aging,Ubaida-Mohien C.,Frontiers in Physiology,NA,1664042X,12,NA,NA,2021-05-31,31 May 2021,10.3389/fphys.2021.674013,"Human aging is associated with a decline of physical and cognitive function and high susceptibility to chronic diseases, which is influenced by genetics, epigenetics, environmental, and socio-economic status. In order to identify the factors that modulate the aging process, established measures of aging mechanisms are required, that are both robust and feasible in humans. It is also necessary to connect these measures to the phenotypes of aging and their functional consequences. In this review, we focus on how this has been addressed from an epidemiologic perspective using proteomics. The key aspects of epidemiological models of aging can be incorporated into proteomics and other omics which can provide critical detailed information on the molecular and biological processes that change with age, thus unveiling underlying mechanisms that drive multiple chronic conditions and frailty, and ideally facilitating the identification of new effective approaches for prevention and treatment.",13,NA,Journal,re,Review,100,9,9,21100215107,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,266,aging models | biological pathways | epidemiological models | longitudinal cross-sectional | machine learning and artificial intelligence | phenotypes | proteomics | resilience,674013,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85107431525,SCOPUS_ID:85107431525,2-s2.0-85107431525,Invaginating Structures in Synapses – Perspective,Petralia R.S.,Frontiers in Synaptic Neuroscience,NA,16633563,13,NA,NA,2021-05-24,24 May 2021,10.3389/fnsyn.2021.685052,"Invaginating structures are common in the synapses of most animals. However, the details of these invaginating structures remain understudied in part because they are not well resolved in light microscopy and were often misidentified in early electron microscope (EM) studies. Utilizing experimental techniques along with the latest advances in microscopy, such as focused ion beam-scanning EM (FIB-SEM), evidence is gradually building to suggest that the synaptic invaginating structures contribute to synapse development, maintenance, and plasticity. These invaginating structures are most elaborate in synapses mediating rapid integration of signals, such as muscle contraction, mechanoreception, and vision. Here we argue that the synaptic invaginations should be considered in future studies seeking to understand their role in sensory integration and coordination, learning, and memory. We review the various types of invaginating structures in the synapses and discuss their potential functions. We also present several new examples of invaginating structures from a variety of animals including Drosophila and mice, mainly using FIB-SEM, with which we trace the form and arrangement of these structures.",9,NA,Journal,ar,Article,100,4,4,21100199802,NIH,DC000081,National Institutes of Health,1,TRUE,all,All Open Access,267,Drosophila | invagination | planaria | retina | spine | spinule,685052,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85107228399,SCOPUS_ID:85107228399,2-s2.0-85107228399,Effects of Aerobic Exercise Training on Systemic Biomarkers and Cognition in Late Middle-Aged Adults at Risk for Alzheimer’s Disease,Gaitán J.M.,Frontiers in Endocrinology,NA,16642392,12,NA,NA,2021-05-20,20 May 2021,10.3389/fendo.2021.660181,"Increasing evidence indicates that physical activity and exercise training may delay or prevent the onset of Alzheimer’s disease (AD). However, systemic biomarkers that can measure exercise effects on brain function and that link to relevant metabolic responses are lacking. To begin to address this issue, we utilized blood samples of 23 asymptomatic late middle-aged adults, with familial and genetic risk for AD (mean age 65 years old, 50% female) who underwent 26 weeks of supervised treadmill training. Systemic biomarkers implicated in learning and memory, including the myokine Cathepsin B (CTSB), brain-derived neurotrophic factor (BDNF), and klotho, as well as metabolomics were evaluated. Here we show that aerobic exercise training increases plasma CTSB and that changes in CTSB, but not BDNF or klotho, correlate with cognitive performance. BDNF levels decreased with exercise training. Klotho levels were unchanged by training, but closely associated with change in VO2peak. Metabolomic analysis revealed increased levels of polyunsaturated free fatty acids (PUFAs), reductions in ceramides, sphingo- and phospholipids, as well as changes in gut microbiome metabolites and redox homeostasis, with exercise. Multiple metabolites (~30%) correlated with changes in BDNF, but not CSTB or klotho. The positive association between CTSB and cognition, and the modulation of lipid metabolites implicated in dementia, support the beneficial effects of exercise training on brain function. Overall, our analyses indicate metabolic regulation of exercise-induced plasma BDNF changes and provide evidence that CTSB is a marker of cognitive changes in late middle-aged adults at risk for dementia.",80,NA,Journal,ar,Article,100,7,7,21100229210,NIH,K23 AG045957,National Institutes of Health,1,TRUE,all,All Open Access,268,Alzheimer’s disease | BDNF | Cathepsin B | cognition | exercise | human | klotho | metabolomics,660181,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85107210844,SCOPUS_ID:85107210844,2-s2.0-85107210844,Function and Regulation of ALDH1A1-Positive Nigrostriatal Dopaminergic Neurons in Motor Control and Parkinson’s Disease,Carmichael K.,Frontiers in Neural Circuits,16625110,NA,15,NA,NA,2021-05-17,17 May 2021,10.3389/fncir.2021.644776,"Dopamine is an important chemical messenger in the brain, which modulates movement, reward, motivation, and memory. Different populations of neurons can produce and release dopamine in the brain and regulate different behaviors. Here we focus our discussion on a small but distinct group of dopamine-producing neurons, which display the most profound loss in the ventral substantia nigra pas compacta of patients with Parkinson’s disease. This group of dopaminergic neurons can be readily identified by a selective expression of aldehyde dehydrogenase 1A1 (ALDH1A1) and accounts for 70% of total nigrostriatal dopaminergic neurons in both human and mouse brains. Recently, we presented the first whole-brain circuit map of these ALDH1A1-positive dopaminergic neurons and reveal an essential physiological function of these neurons in regulating the vigor of movement during the acquisition of motor skills. In this review, we first summarize previous findings of ALDH1A1-positive nigrostriatal dopaminergic neurons and their connectivity and functionality, and then provide perspectives on how the activity of ALDH1A1-positive nigrostriatal dopaminergic neurons is regulated through integrating diverse presynaptic inputs and its implications for potential Parkinson’s disease treatment.",22,34079441,Journal,re,Review,100,8,8,19700175165,NIH,AG000928,National Institutes of Health,1,TRUE,all,All Open Access,269,ALDH1A1 | connectivity | dopamine | motor learning | Parkinson’s disease | substantia nigra,644776,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85105709524,SCOPUS_ID:85105709524,2-s2.0-85105709524,Uncovering the complexities of biological structures with network-based learning: An application in SARS-CoV-2,Faghri F.,Patterns,NA,26663899,2,5,NA,2021-05-14,14 May 2021,10.1016/j.patter.2021.100259,"Network-based learning enables the identification of possible undiscovered interactions in biological systems. In this issue of Patterns, Du et al. show that applying these methods to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) reveals potential infection targets of the virus and possible interactions between SARS-CoV-2 proteins and human proteins.",1,NA,Journal,ar,Article,100,2,2,21101028388,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,270,NA,100259,S2666389921000854
true,https://api.elsevier.com/content/abstract/scopus_id/85101958046,SCOPUS_ID:85101958046,2-s2.0-85101958046,The synthesis and characterization of Bri2 BRICHOS coated magnetic particles and their application to protein fishing: Identification of novel binding proteins,Tigro H.,Journal of Pharmaceutical and Biomedical Analysis,07317085,1873264X,198,NA,NA,2021-05-10,10 May 2021,10.1016/j.jpba.2021.113996,"Human integral membrane protein 2B (ITM2B or Bri2) is a member of the BRICHOS family, proteins that efficiently prevent Aβ42 aggregation via a unique mechanism. The identification of novel Bri2 BRICHOS client proteins could help elucidate signaling pathways and determine novel targets to prevent or cure amyloid diseases. To identify Bri2 BRICHOS interacting partners, we carried out a ‘protein fishing’ experiment using recombinant human (rh) Bri2 BRICHOS-coated magnetic particles, which exhibit essentially identical ability to inhibit Aβ42 fibril formation as free rh Bri2 BRICHOS, in combination with proteomic analysis on homogenates of SH-SY5Y cells. We identified 70 proteins that had more significant interactions with rh Bri2 BRICHOS relative to the corresponding control particles. Three previously identified Bri2 BRICHOS interacting proteins were also identified in our ‘fishing’ experiments. The binding affinity of Glyceraldehyde 3-phosphate dehydrogenase (GAPDH), the top ‘hit’, was calculated and was identified as a strong interacting partner. Enrichment analysis of the retained proteins identified three biological pathways: Rho GTPase, heat stress response and pyruvate, cysteine and methionine metabolism.",2,33690096,Journal,ar,Article,100,12,12,23061,NIH,TF1515,National Institutes of Health,0,FALSE,all,All Open Access,271,Glyceraldehyde 3-phosphate dehydrogenase (GAPDH) was identified as a strong interacting partner | Human integral membrane protein 2B (ITM2B or Bri2) | Protein Fishing | Untargeted proteomics,113996,S0731708521001084
true,https://api.elsevier.com/content/abstract/scopus_id/85106421967,SCOPUS_ID:85106421967,2-s2.0-85106421967,Minireview: Novel Micropeptide Discovery by Proteomics and Deep Sequencing Methods,Tharakan R.,Frontiers in Genetics,NA,16648021,12,NA,NA,2021-05-06,6 May 2021,10.3389/fgene.2021.651485,"A novel class of small proteins, called micropeptides, has recently been discovered in the genome. These proteins, which have been found to play important roles in many physiological and cellular systems, are shorter than 100 amino acids and were overlooked during previous genome annotations. Discovery and characterization of more micropeptides has been ongoing, often using -omics methods such as proteomics, RNA sequencing, and ribosome profiling. In this review, we survey the recent advances in the micropeptides field and describe the methodological and conceptual challenges facing future micropeptide endeavors.",19,NA,Journal,re,Review,100,2,2,21100236803,NIH,MH-094268,National Institutes of Health,1,TRUE,all,All Open Access,272,genomics | micropeptides | miniproteins | proteogenomics | proteomics | ribosome profiling | RNA sequencing | sORF,651485,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85105718751,SCOPUS_ID:85105718751,2-s2.0-85105718751,Calibration and cross-validation of accelerometer cut-points to classify sedentary time and physical activity from hip and non-dominant and dominant wrists in older adults,Migueles J.H.,Sensors,14248220,NA,21,10,NA,2021-05-02,2 May 2021,10.3390/s21103326,"Accelerometers’ accuracy for sedentary time (ST) and moderate-to-vigorous physical activity (MVPA) classification depends on accelerometer placement, data processing, activities, and sample characteristics. As intensities differ by age, this study sought to determine intensity cut-points at various wear locations people more than 70 years old. Data from 59 older adults were used for calibration and from 21 independent participants for cross-validation purposes. Participants wore accelerometers on their hip and wrists while performing activities and having their energy expenditure measured with portable calorimetry. ST and MVPA were defined as ≤1.5 metabolic equivalents (METs) and ≥3 METs (1 MET = 2.8 mL/kg/min), respectively. Receiver operator characteristic (ROC) analyses showed fair-to-good accuracy (area under the curve [AUC] = 0.62–0.89). ST cut-points were 7 mg (cross-validation: sensitivity = 0.88, specificity = 0.80) and 1 count/5 s (cross-validation: sensitivity = 0.91, specificity = 0.96) for the hip; 18 mg (cross-validation: sensitivity = 0.86, specificity = 0.86) and 102 counts/5 s (cross-validation: sensitivity = 0.91, specificity = 0.92) for the non-dominant wrist; and 22 mg and 175 counts/5 s (not cross-validated) for the dominant wrist. MVPA cut-points were 14 mg (cross-validation: sensitivity = 0.70, specificity = 0.99) and 54 count/5 s (cross-validation: sensitivity = 1.00, specificity = 0.96) for the hip; 60 mg (cross-validation: sensitivity = 0.83, specificity = 0.99) and 182 counts/5 s (cross-validation: sensitivity = 1.00, specificity = 0.89) for the non-dominant wrist; and 64 mg and 268 counts/5 s (not cross-validated) for the dominant wrist. These cut-points can classify ST and MVPA in older adults from hip-and wrist-worn accelerometers.",36,34064790,Journal,ar,Article,100,8,8,130124,NIH,AG000181,National Institutes of Health,1,TRUE,all,All Open Access,273,Counts | Elderly | ENMO | Exercise | Light intensity | Movement | Sedentary behavior | Sitting,3326,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85110772468,SCOPUS_ID:85110772468,2-s2.0-85110772468,NEK1 deficiency affects mitochondrial functions and the transcriptome of key DNA repair pathways,Martins M.B.,Mutagenesis,02678357,14643804,36,3,223-236,2021-05-01,1 May 2021,10.1093/mutage/geab011,"Previous studies have indicated important roles for NIMA-related kinase 1 (NEK1) in modulating DNA damage checkpoints and DNA repair capacity. To broadly assess the contributions of NEK1 to genotoxic stress and mitochondrial functions, we characterised several relevant phenotypes of NEK1 CRISPR knockout (KO) and wild-type (WT) HAP1 cells. Our studies revealed that NEK1 KO cells resulted in increased apoptosis and hypersensitivity to the alkylator methyl methanesulfonate, the radiomimetic bleomycin and UVC light, yet increased resistance to the crosslinker cisplatin. Mitochondrial functionalities were also altered in NEK1 KO cells, with phenotypes of reduced mitophagy, increased total mitochondria, elevated levels of reactive oxygen species, impaired complex I activity and higher amounts of mitochondrial DNA damage. RNA-seq transcriptome analysis coupled with quantitative real-time PCR studies comparing NEK1 KO cells with NEK1 overexpressing cells revealed that the expression of genes involved in DNA repair pathways, such as base excision repair, nucleotide excision repair and double-strand break repair, are altered in a way that might influence genotoxin resistance. Together, our studies underline and further support that NEK1 serves as a hub signalling kinase in response to DNA damage, modulating DNA repair capacity, mitochondrial activity and cell fate determination.",16,33740813,Journal,ar,Article,100,5,5,18966,NIA,ZIAAG000733,National Institute on Aging,0,FALSE,all,All Open Access,274,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85110150927,SCOPUS_ID:85110150927,2-s2.0-85110150927,Large-scale plasma proteomic analysis identifies proteins and pathways associated with dementia risk,Walker K.A.,Nature Aging,NA,26628465,1,5,473-489,2021-05-01,May 2021,10.1038/s43587-021-00064-0,"The plasma proteomic changes that precede the onset of dementia could yield insights into disease biology and highlight new biomarkers and avenues for intervention. We quantified 4,877 plasma proteins in nondemented older adults in the Atherosclerosis Risk in Communities cohort and performed a proteome-wide association study of dementia risk over five years (n = 4,110; 428 incident cases). Thirty-eight proteins were associated with incident dementia after Bonferroni correction. Of these, 16 were also associated with late-life dementia risk when measured in plasma collected nearly 20 years earlier, during mid-life. Two-sample Mendelian randomization causally implicated two dementia-associated proteins (SVEP1 and angiostatin) in Alzheimer’s disease. SVEP1, an immunologically relevant cellular adhesion protein, was found to be part of larger dementia-associated protein networks, and circulating levels were associated with atrophy in brain regions vulnerable to Alzheimer’s pathology. Pathway analyses for the broader set of dementia-associated proteins implicated immune, lipid, metabolic signaling and hemostasis pathways in dementia pathogenesis.",108,NA,Journal,ar,Article,100,25,25,21101083188,NIH,HHSN268201700001I,National Institutes of Health,0,FALSE,all,All Open Access,275,NA,NA,NA
