@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,authkeywords,prism:issn,pii,prism:pageRange
true,https://api.elsevier.com/content/abstract/scopus_id/85216321873,SCOPUS_ID:85216321873,2-s2.0-85216321873,Plasma proteomic characterization of motoric cognitive risk and mild cognitive impairment,Gomez G.T.,Alzheimer's and Dementia,15525279,21,2,2025-02-01,February 2025,10.1002/alz.14429,"INTRODUCTION: Motoric cognitive risk (MCR) is a pre-dementia syndrome characterized by mobility and cognitive dysfunction. This study conducted a proteome-wide study of MCR and compared the proteomic signatures of MCR to that of mild cognitive impairment (MCI). METHODS: Participants were classified as MCR using a memory questionnaire and 4-meter walk. We measured 4877 plasma proteins collected during late-life and midlife. Multivariable logistic regression related each protein to late-life MCR/MCI. MCR-associated proteins were replicated internally at midlife and in an external cohort. RESULTS: Proteome-wide analysis (n = 4076) identified 25 MCR-associated proteins. Eight of these proteins remained associated with late-life MCR when measured during midlife. Two proteins (SVEP1 and TAGLN) were externally replicated. Compared to MCI, MCR had a distinct and much stronger proteomic signature enriched for cardiometabolic and immune pathways. DISCUSSION: Our findings highlight the divergent biology underlying two pre-dementia syndromes. Metabolic and immune dysfunction may be a primary driver of MCR. Highlights: MCR is defined by concurrent cognitive and gait dysfunction. MCR protein biomarkers have key roles in cardiometabolic and vascular function. MCR biomarkers are also associated with cerebrovascular disease and dementia. MCR and MCI demonstrate overlapping but divergent proteomic signatures.",0,39887533,Journal,ar,Article,100,17,17,e14429,3600148102,UW ICTR,523737608,"Institute for Clinical and Translational Research, University of Wisconsin, Madison",1,TRUE,all,All Open Access,103,dementia | mild cognitive impairment | motoric cognitive risk | pre-dementia syndrome | proteomic,15525260,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85215303743,SCOPUS_ID:85215303743,2-s2.0-85215303743,Plasma proteomic biomarkers as mediators or moderators for the association between poor cardiovascular health and white matter microstructural integrity: The UK Biobank study,Beydoun M.A.,Alzheimer's and Dementia,15525279,21,2,2025-02-01,February 2025,10.1002/alz.14507,"INTRODUCTION: The plasma proteome's mediating or moderating roles in the association between poor cardiovascular health (CVH) and brain white matter (WM) microstructural integrity are largely unknown. METHODS: Data from 3953 UK Biobank participants were used (40–70 years, 2006–2010), with a neuroimaging visit between 2014 and 2021. Poor CVH was determined using Life's Essential 8 (LE8) and reversing standardized z-scores (LE8z_rev). The plasma proteome was examined as a potential mediator or moderator of LE8z_rev’s effects on quantitative diffusion-weighted magnetic resonance imaging (dMRI) metrics. RESULTS: LE8z_rev was significantly associated with deteriorated WM microstructural integrity, as reflected by lower tract-averaged fractional anisotropy (dMRI-FAmean), (β ± standared error (SE): −0.00152 ± 0.0003, p < 0.001) and higher tract-averaged orientation dispersion (dMRI-ODmean), (β ± SE:+0.00081 ± 0.00017, p < 0.001). Ten strongly mediating plasma proteins of 1463 were identified, with leptin as the principal driver. DISCUSSION: Poor CVH is linked to poor WM microstructural integrity measures (lower FAmean and higher ODmean), mostly mediated through leptin. Highlights: Up to 3953 UK Biobank participants were selected for this study. Poor cardiovascular health (CVH) was determined using Life's Essential 8. The plasma proteome was examined as a potential mediator or moderator of poor CVH's effect on dMRI metrics. Ten plasma proteins were identified with strong mediating effects, with leptin being the principal driver.",0,39822062,Journal,ar,Article,100,14,14,e14507,3600148102,HDR UK,MC_PC_20029,Health Data Research UK,1,TRUE,all,All Open Access,104,aging | cardiovascular health | diffusion-weighted magnetic resonance imaging | Life's Essential 8 | plasma proteomic biomarkers | white matter microstructural integrity,15525260,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85214430239,SCOPUS_ID:85214430239,2-s2.0-85214430239,"Effects of early, late and self-selected time-restricted eating on visceral adipose tissue and cardiometabolic health in participants with overweight or obesity: a randomized controlled trial",Dote-Montero M.,Nature Medicine,1546170X,31,2,2025-02-01,February 2025,10.1038/s41591-024-03375-y,"The optimal eating window for time-restricted eating (TRE) remains unclear, particularly its impact on visceral adipose tissue (VAT), which is associated with cardiometabolic morbidity and mortality. We investigated the effects of three TRE schedules (8 h windows in the early day, late day and participant-chosen times) combined with usual care (UC, based on education about the Mediterranean diet) versus UC alone over 12 weeks in adults with overweight or obesity. The primary outcome was VAT changes measured by magnetic resonance imaging. A total of 197 participants were randomized to UC (n = 49), early TRE (n = 49), late TRE (n = 52) or self-selected TRE (n = 47). No significant differences were found in VAT changes between early TRE (mean difference (MD): −4%; 95% confidence interval (CI), −12 to 4; P = 0.87), late TRE (MD: −6%; 95% CI, −13 to 2; P = 0.31) and self-selected TRE (MD: −3%; 95% CI, −11 to 5; P ≥ 0.99) compared with UC, nor among the TRE groups (all P ≥ 0.99). No serious adverse events occurred; five participants reported mild adverse events. Adherence was high (85–88%) across TRE groups. These findings suggest that adding TRE, irrespective of eating window timing, offers no additional benefit over a Mediterranean diet alone in reducing VAT. TRE appears to be a safe, well-tolerated and feasible dietary approach for adults with overweight or obesity. ClinicalTrials.gov registration: NCT05310721.",3,39775037,Journal,ar,Article,100,30,30,1003,15819,MCIN,BG22/00075,Ministerio de Ciencia e Innovación,0,FALSE,NA,NA,105,NA,10788956,NA,524-533
true,https://api.elsevier.com/content/abstract/scopus_id/85214320379,SCOPUS_ID:85214320379,2-s2.0-85214320379,"The National Institute on Aging’s Resource Centers for Minority Aging Research: Development, Evolution, and Impact",Stahl S.M.,Gerontologist,17585341,65,2,2025-02-01,1 February 2025,10.1093/geront/gnae160,"Spanning nearly 30 of the 50 years in which the National Institute on Aging (NIA) has existed, the Resource Centers for Minority Aging Research (RCMAR) program represents one of the most successful initiatives for advancing minority aging research and diversifying the scientific workforce within the Institute and across the National Institutes of Health. This article celebrates the genesis of the RCMAR program, beginning with the need to enhance this work, ranging from theories underlying the then-nascent field of health disparities research to study design, measurement, and analytic procedures. It describes the companion focus on preparing, expanding, and diversifying generations of future scholars/scientists to carry forward these advances. RCMAR’s emphasis on promoting a comprehensive approach to research career development and building supportive learning communities heralded a more holistic approach to training than was previously the case. The discussion describes the evolution of the structure and emphases of the RCMAR program as it has responded to the frequently changing political, funding, and research environments. The article concludes by highlighting the major successes of this initiative, the challenges it faces, and opportunities afforded future growth as individual centers, the program at large, and NIA as a whole continue to innovate as they collectively address the original goals that remain relevant today and in the near future.",0,39485835,Journal,ar,Article,100,5,5,gnae160,29070,NIH,P30AG015281,National Institutes of Health,0,FALSE,NA,NA,106,Alzheimer’s disease | Career development | Minority aging research | National Institute on Aging | Resource Centers for Minority Aging Research,00169013,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85212054668,SCOPUS_ID:85212054668,2-s2.0-85212054668,The CALERIE Genomic Data Resource,Ryan C.P.,Nature Aging,26628465,5,2,2025-02-01,February 2025,10.1038/s43587-024-00775-0,"Caloric restriction (CR) slows biological aging and prolongs healthy lifespan in model organisms. Findings from the CALERIE randomized, controlled trial of long-term CR in healthy, nonobese humans broadly supports a similar pattern of effects in humans. To expand our understanding of the molecular pathways and biological processes underpinning CR effects in humans, we generated a series of genomic datasets from stored biospecimens collected from n = 218 participants during the trial. These data constitute a genomic data resource for a randomized controlled trial of an intervention targeting the biology of aging. Datasets include whole-genome single-nucleotide polymorphism genotypes, and three-timepoint-longitudinal DNA methylation, mRNA and small RNA datasets generated from blood, skeletal muscle and adipose tissue samples (total sample n = 2,327). The CALERIE Genomic Data Resource described in this article is available from the Aging Research Biobank. This multi-tissue, multi-omics, longitudinal data resource has great potential to advance translational geroscience. ClinicalTrials.gov registration: NCT00427193.",0,NA,Journal,ar,Article,100,17,17,37,21101083188,UBC,R33AG070455,University of British Columbia,0,FALSE,NA,NA,107,NA,NA,NA,320-331
true,https://api.elsevier.com/content/abstract/scopus_id/85211089455,SCOPUS_ID:85211089455,2-s2.0-85211089455,Skeletal Muscle mRNA Splicing Variants Association With Four Different Fitness and Energetic Measures in the GESTALT Study,Donega S.,"Journal of Cachexia, Sarcopenia and Muscle",21906009,16,1,2025-02-01,February 2025,10.1002/jcsm.13603,"Background: Physical activity is essential for maintaining muscle mitochondrial function and aerobic capacity. The molecular mechanisms underlying such protective effects are incompletely understood, in part because it is difficult to separate the effects of disease status and physical activity. We explored the association of human skeletal muscle transcriptomic with four measures of energetics and mitochondria oxidative capacity in healthy individuals. Methods: Using RNA sequencing of vastus lateralis muscle biopsies from 82 GESTALT participants (52 males, aged 22–89 years), we explored gene and splicing variant expression profiles associated with self-reported physical activity, peak oxygen consumption (VO2 peak), muscle oxidative capacity (kPCr) and mitochondrial respiration (Mit-O2 flux). The effect of aging on gene expression was examined in participants with low and high VO2 peak. Results: The four measures of energetics were negative correlated with age and generally intercorrelated. We identified protein-coding genes associated with four energetic measures adjusting for age, muscle fiber-ratio, sex and batch effect. Mitochondrial pathways were overrepresented across all energetic variables, albeit with little overlap at the gene level. Alternative spliced transcript isoforms associated with energetics were primarily enriched for cytoplasmic ribonucleoprotein granules. The splicing pathway was up-regulated with aging in low but not in high fitness participants, and transcript isoforms detected in the low fitness group pertain to processes such as cell cycle regulation, RNA/protein localization, nuclear transport and catabolism. Conclusions: A consistent mitochondrial signature emerged across all energetic measures. Alternative splicing was enhanced in older, low fitness participants supporting the energy-splicing axis hypothesis. The identified splicing variants were enriched in pathways involving the accumulation of ribonucleoproteins in cytoplasmic granules, whose function remains unclear. Further research is needed to understand the function of these proteoforms in promoting adaptation to low energy availability.",0,39621510,Journal,ar,Article,100,24,24,e13603,21100204914,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,108,aging | alternative splicing | energy | exercise | kPCr | mitochondria respirometry | muscle | physical activity | VO 2,21905991,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85210961368,SCOPUS_ID:85210961368,2-s2.0-85210961368,The ZFHX3 GGC Repeat Expansion Underlying Spinocerebellar Ataxia Type 4 has a Common Ancestral Founder,Chen Z.,Movement Disorders,15318257,40,2,2025-02-01,February 2025,10.1002/mds.30077,"Background: The identification of a heterozygous exonic GGC repeat expansion in ZFHX3 underlying spinocerebellar ataxia type 4 (SCA4) has solved a 25-year diagnostic conundrum. We used adaptive long-read sequencing to decipher the pathogenic expansion in the index Utah family and an unrelated family from Iowa of Swedish ancestry. Contemporaneous to our discovery, other groups identified the same repeat expansion in affected individuals from Utah, Sweden, and Germany, highlighting the current pivotal time for detection of novel repeat expansion disorders. Methods: Given that the pathogenic repeat expansion is rare on a population level, we proposed a common ancestor across all families. Here, we employed targeted long-read sequencing through adaptive sampling, enriching for the chr16q22 region of interest. Results: Using phased sequencing results from individuals from Utah, Iowa, and Southern Sweden, we confirmed a common ~2000-year-old ancestral haplotype harbouring the repeat expansion. Conclusion: This study provides further insight into the genetic architecture of SCA4. © 2024 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society.",0,39635987,Journal,ar,Article,100,24,24,NA,17407,MRC,1ZIAAG000538‐03,Rosetrees Trust,1,TRUE,all,All Open Access,109,ataxia | haplotype | long-read sequencing | repeat expansion disorder | spinocerebellar ataxia type 4,08853185,NA,363-369
true,https://api.elsevier.com/content/abstract/scopus_id/85210516922,SCOPUS_ID:85210516922,2-s2.0-85210516922,Dysregulation of astrocytic Aquaporin-1 in the brains of oldest-old rhesus macaques: the NIA caloric restriction study,Stayer-Wilburn O.,GeroScience,25092723,47,1,2025-02-01,February 2025,10.1007/s11357-024-01431-6,"Aquaporin-1 (AQP1) is a highly conserved water-channel protein, found to be expressed by astrocytes in adult humans and non-human primates (NHPs). Upregulation of cortical AQP1 expression occurs with cancer, injury, and neurodegenerative disease, but minimal information is available about the effects of normative aging on AQP1 expression. This study leverages tissues from the oldest-old rhesus macaques, some greater than 40 years of age, from the National Institute on Aging longitudinal study of caloric restriction (CR). We tested whether AQP1 levels are altered in the NHP brain as a function of diet group, sex, and age. Sections of formaldehyde-fixed prefrontal (PFC) and temporal (TC) cortices from 36 rhesus macaques (both sexes, 22 to 44 years, + / − CR) were immunochemically stained for AQP1, then the percent area of AQP1 staining was regionally measured using ImageJ free-ware. Results showed age-related regional increases of AQP1 expression, with no effect of diet group or sex. Specifically, in the PFC, AQP1 positively-stained area increased with age in multiple subregions. For the TC subregions, AQP1 area coverage was not affected by age, despite having average levels that were greater than in the PFC. The peak expression of AQP1 in astrocytes appeared in clusters across cortical layers in a subgroup of animals 30 + years old. Astrocytic AQP1 dysregulation may contribute to progressive risk of neuropathology with aging.",0,39604627,Journal,ar,Article,100,14,14,NA,21100805354,NIH,RF1 AG06283,National Institutes of Health,0,FALSE,NA,NA,110,Aging | Aquaporin | Astrocyte | Astrogliosis | Caloric restriction | Macaca mulatta,25092715,NA,781-793
true,https://api.elsevier.com/content/abstract/scopus_id/85209711959,SCOPUS_ID:85209711959,2-s2.0-85209711959,Exome sequencing in Asian populations identifies low-frequency and rare coding variation influencing Parkinson’s disease risk,Chew E.G.Y.,Nature Aging,26628465,5,2,2025-02-01,February 2025,10.1038/s43587-024-00760-7,"Parkinson’s disease (PD) is an incurable, progressive and common movement disorder that is increasing in incidence globally because of population aging. We hypothesized that the landscape of rare, protein-altering variants could provide further insights into disease pathogenesis. Here we performed whole-exome sequencing followed by gene-based tests on 4,298 PD cases and 5,512 controls of Asian ancestry. We showed that GBA1 and SMPD1 were significantly associated with PD risk, with replication in a further 5,585 PD cases and 5,642 controls. We further refined variant classification using in vitro assays and showed that SMPD1 variants with reduced enzymatic activity display the strongest association (<44% activity, odds ratio (OR) = 2.24, P = 1.25 × 10−15) with PD risk. Moreover, 80.5% of SMPD1 carriers harbored the Asian-specific p.Pro332Arg variant (OR = 2.16; P = 4.47 × 10−8). Our findings highlight the utility of performing exome sequencing in diverse ancestry groups to identify rare protein-altering variants in genes previously unassociated with disease.",2,NA,Journal,le,Letter,100,50,50,e2302720120,21101083188,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,111,NA,NA,NA,205-218
true,https://api.elsevier.com/content/abstract/scopus_id/85200034163,SCOPUS_ID:85200034163,2-s2.0-85200034163,Mediating and moderating effects of plasma proteomic biomarkers on the association between poor oral health problems and brain white matter microstructural integrity: the UK Biobank study,Beydoun M.A.,Molecular Psychiatry,14765578,30,2,2025-02-01,February 2025,10.1038/s41380-024-02678-3,"The plasma proteome can mediate associations between periodontal disease (Pd) and brain white matter integrity (WMI). We screened 5089 UK Biobank participants aged 40–70 years for poor oral health problems (POHP). We examined the association between POHP and WMI (fractional anisotropy (FA), mean diffusivity (MD), Intracellular Volume Fraction (ICVF), Isotropic Volume Fraction (ISOVF) and Orientation Diffusion (OD)), decomposing the total effect through the plasma proteome of 1463 proteins into pure mediation, pure interaction, neither, while adjusting for socio-demographic and cardiovascular health factors. Similarly, structural equations modeling (SEM) was conducted. POHP was more prevalent among men (12.3% vs. 9.6%), and was associated with lower WMI on most metrics, in a sex-specific manner. Of 15 proteins strongly associated with POHP, growth differentiation factor 15 (GDF15) and WAP four-disulfide core domain 2 (WFDC2; also known as human epididymis protein 4; HE4) were consistent mediators. Both proteins mediated 7–8% of total POHP effect on FAmean. SEM yielded significant total effects for FAmean, MDmean and ISOVFmean in full models, with %mediated by common latent factor (GDF15 and WFDC2) ranging between 13% (FAmean) and 19% (ISOVFmean). For FA, mediation by this common factor was found for 16 of 49 tract-specific and global mean metrics. Protein metabolism, immune system, and signal transduction were the most common pathways for mediational effects. POHP was associated with poorer WMI, which was partially mediated by GDF15 and WFDC2.",4,39080466,Journal,ar,Article,100,11,11,108908,17382,HDR UK,MC_PC_20029,Health Data Research UK,1,TRUE,all,All Open Access,112,NA,13594184,NA,388-401
true,https://api.elsevier.com/content/abstract/scopus_id/85195488352,SCOPUS_ID:85195488352,2-s2.0-85195488352,"Posttraumatic stress disorder and insomnia in US military veterans: Prevalence, correlates, and psychiatric and functional burden",Georgescu M.F.,Journal of Sleep Research,13652869,34,1,2025-02-01,February 2025,10.1111/jsr.14269,"Military veterans have high rates of psychiatric conditions such as posttraumatic stress disorder, which can complicate the clinical management of insomnia. Population-based data are lacking on the prevalence, characteristics and mental health burden of veterans with co-occurring posttraumatic stress disorder and insomnia. The current cross-sectional study analysed data from a nationally representative sample of 4069 US veterans examining the prevalence and comorbidity between posttraumatic stress disorder and insomnia, and their associations with psychiatric and medical comorbidities, suicidality, and psychosocial functioning. Results revealed that 4.0% of US veterans screened positive for posttraumatic stress disorder + insomnia, 7.4% for insomnia only, and 3.2% for posttraumatic stress disorder only. Compared with controls, higher odds of major depressive disorder and generalized anxiety disorder were observed in the posttraumatic stress disorder + insomnia and posttraumatic stress disorder only groups. Moreover, compared with the control group, posttraumatic stress disorder + insomnia and posttraumatic stress disorder only groups had higher odds of current suicidal ideation, while the posttraumatic stress disorder + insomnia group had also higher odds of attempting suicide. Relative to the posttraumatic stress disorder only group, the posttraumatic stress disorder + insomnia group scored substantially lower on measures of cognitive, emotional and social functioning (d = 1.05, 1.04 and 0.87, respectively). This study provides contemporary data regarding current prevalence, correlates, and psychiatric and functional burden of posttraumatic stress disorder + insomnia among US veterans. The results underscore the importance of assessing, monitoring and treating posttraumatic stress disorder and insomnia as part of the efforts to mitigate suicide risk and promote multi-domain functioning in this population.",1,38845413,Journal,ar,Article,100,6,6,e14269,16005,VA,undefined,U.S. Department of Veterans Affairs,1,TRUE,all,All Open Access,113,insomnia | posttraumatic stress disorder | suicide | veterans,09621105,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/105002417756,SCOPUS_ID:105002417756,2-s2.0-105002417756,New insights from a Malaysian real-world deep brain stimulation cohort,Dy Closas A.M.F.,Journal of Parkinson's disease,1877718X,15,1,2025-02-01,1 February 2025,10.1177/1877718X241297715,"BackgroundThe availability of deep brain stimulation (DBS), a highly efficacious treatment for several movement disorders, remains low in developing countries, with scarce data available on utilization and outcomes.ObjectiveWe characterized the DBS cohort and outcomes at a Malaysian quaternary medical center.MethodsA retrospective chart review was done on DBS-related surgery at the University of Malaya, including clinico-demographic, genetics, and outcomes data focusing on post-operative medication reduction and complications.Results149 Parkinson's disease (PD) patients underwent DBS targeting the subthalamic nucleus. Six had globus pallidus internus DBS (primarily for dystonia). Only 16.1% of patients were government-funded. Of the 133 PD patients operated in the past decade (2013-2022), 25 (18.8%) had disease duration <5 years. At 6-12 months post-DBS, median levodopa-equivalent daily dose (LEDD) reduction was 440.5 [418.9] mg/day, corresponding to a reduction of ≥50% and ≥30% in 42.2% and 69.8% of patients, respectively. LEDD reductions were larger in the early-onset and short-duration subgroups. Three patients (1.9% of 155) had symptomatic intracranial hemorrhage, resulting in stroke in two. Pathogenic monogenic or GBA1 variants were detected in 12/76 (16%) of patients tested, mostly comprising the ""severe"" GBA1 variant p.L483P (12%).ConclusionsThis is the largest report on DBS from Southeast Asia. The procedures were effective, and complication rates on par with international norms. Our study found a high frequency of GBA1-PD; and included a substantial number of patients with short-duration PD, who had good outcomes. It also highlights regional inequities in access to device-aided therapy.",0,39973484,Journal,ar,Article,100,21,21,NA,19900191888,NA,undefined,NA,1,TRUE,all,All Open Access,114,access to care | Asia | deep brain stimulation | dystonia | EARLYSTIM | GBA1 | genetics | LRRK2 | Parkinson's disease | subthalamic nucleus,NA,NA,189-201
true,https://api.elsevier.com/content/abstract/scopus_id/85217044646,SCOPUS_ID:85217044646,2-s2.0-85217044646,Association of Plasma Biomarkers of Alzheimer Disease and Neurodegeneration With Longitudinal Intra-Network Functional Brain Connectivity,Dark H.E.,Neurology,1526632X,104,4,2025-01-31,31 January 2025,10.1212/WNL.0000000000210271,"Background and ObjectivesAlzheimer disease (AD) is defined by cortical β-amyloid (Aβ), tau, and neurodegeneration, which contribute to cognitive decline, in part, by altering large-scale functional brain networks. While cortical Aβ and tau have been associated with changes in functional brain connectivity, it is unknown whether plasma biomarkers relate to such changes. In a healthy community sample of cognitively unimpaired adults free from major CNS disease from the Baltimore Longitudinal Study of Aging, we examined whether plasma biomarkers of AD pathology (Aβ42/40, phosphorylated tau [pTau-181]), astrogliosis (glial fibrillary acidic protein [GFAP]), and neuronal injury (neurofilament light chain [NfL]) were associated with longitudinal changes in functional connectivity and whether changes in functional connectivity were related to longitudinal cognition.MethodsPlasma biomarkers were measured using the Quanterix SIMOA assays. Intranetwork connectivity (3T resting-state fMRI) from 7 functional networks was derived using a predefined cortical parcellation mask for each participant visit. Cognitive performance was assessed concurrently with fMRI scan. Covariate-adjusted linear mixed-effect models were used to determine (1) whether plasma biomarkers were associated with longitudinal changes in connectivity, (2) whether the magnitude of the biomarker-connectivity relationships differed by amyloid status, and (3) whether changes in connectivity co-occurred with longitudinal changes in cognition.ResultsOur primary findings (n = 486; age = 65.5 ± 16.2 years; 54% female; mean follow-up time = 4.3 ± 1.7 years) showed that higher baseline GFAP was associated with faster declines in somatomotor (β = -0.04, p = 0.01, 95% CI -0.06 to -0.01), limbic (β = -0.03, p = 0.02, 95% CI -0.06 to -0.005), and frontoparietal (β = -0.04, p = 0.02, 95% CI -0.07 to -0.01) network connectivity. Amyloid status moderated several biomarker-connectivity associations. For instance, higher baseline NfL was related to faster declines in visual and limbic network connectivity, but only among amyloid-positive participants. Among 421 participants with ≥2 fMRI visits (age = 71.7 ± 11.4 years; 55% female; follow-up time = 3.9 ± 1.6 years), longitudinal changes in connectivity were associated with concurrent declines in cognition; however, these results did not survive multiple comparison correction.DiscussionAmong cognitively unimpaired participants, plasma biomarkers of amyloidosis, astrogliosis, and neuronal injury are associated with declines in network connectivity, particularly among amyloid-positive participants. Major limitations include the lack of inclusion of the sensitive pTau-217 and pTau-231 isoforms and comparative PET biomarkers.",0,39889254,Journal,ar,Article,100,9,9,e210271,17952,NIH,undefined,National Institutes of Health,0,FALSE,NA,NA,115,NA,00283878,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/86000192711,SCOPUS_ID:86000192711,2-s2.0-86000192711,Studying Mitogen-Independent Proliferation in Murine B Cells,Singh A.,Methods in Molecular Biology,19406029,2909,NA,2025-01-01,2025,10.1007/978-1-0716-4442-3_14,"The prevailing dogma of the cell cycle posits that a mitogenic signal is required at the end of each mitosis for cells to progress through the next G1. This textbook model is based mostly on experiments with fibroblast cultures. Burnet’s clonal selection theory states that selected B and T cells expand rapidly to initiate immune response. To achieve this, it is plausible that lymphocytes do not follow the canonical rules of cell cycle progression. One such cell cycle anomaly lymphocytes demonstrate is non-dependency on mitogenic signals during proliferative phases. Such modified cell cycle regulation mechanisms can play a critical role in the outcome of immune response to the invading antigens. Similarly, such responses against self-antigens can lead to autoimmunity, and dysregulation of this process can cause lymphoma and leukemias. Here, we provide a method to explore mitogen-independent proliferation properties of murine splenic B cells. This protocol can be further combined with other molecular techniques to obtain deeper molecular mechanisms of cell cycle regulation in lymphocytes.",0,40029524,Book Series,ch,Book Chapter,100,2,2,NA,12196,NA,undefined,NA,0,FALSE,NA,NA,116,Antigen-receptors | B lymphocytes | CFSE | Clonal expansion | EdU | Flow cytometry | Mitogen-independent,10643745,NA,213-223
true,https://api.elsevier.com/content/abstract/scopus_id/85219735535,SCOPUS_ID:85219735535,2-s2.0-85219735535,Healthy Aging Metabolomic and Proteomic Signatures Across Multiple Physiological Compartments,Moaddel R.,Aging Cell,14749726,NA,NA,2025-01-01,2025,10.1111/acel.70014,"The study of biomarkers in biofluids and tissues expanded our understanding of the biological processes that drive physiological and functional manifestations of aging. However, most of these studies were limited to examining one biological compartment, an approach that fails to recognize that aging pervasively affects the whole body. The simultaneous modeling of hundreds of metabolites and proteins across multiple compartments may provide a more detailed picture of healthy aging and point to differences between chronological and biological aging. Herein, we report proteomic analyses of plasma and urine collected in healthy men and women, age 22–92 years. Using these data, we developed a series of metabolomic and proteomic predictors of chronological age for plasma, urine, and skeletal muscle. We then defined a biological aging score, which measures the departure between an individual's predicted age and the expected predicted age for that individual based on the full cohort. We show that these predictors are significantly and independently related to clinical phenotypes important for aging, such as inflammation, iron deficiency anemia, muscle mass, and renal and hepatic functions. Despite a different set of selected biomarkers in each compartment, the different scores reflect a similar degree of deviation from healthy aging in single individuals, thus allowing identification of subjects with significant accelerated or decelerated biological aging.",0,NA,Journal,ar,Article,100,18,18,NA,18391,NIA,undefined,National Institute on Aging,1,TRUE,all,All Open Access,117,accelerated aging | aging | biological aging | elastic net | extracellular matrix | inflammation | mitochondrial health | plasma proteomics | senescence | urine proteomics,14749718,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85219522102,SCOPUS_ID:85219522102,2-s2.0-85219522102,Exploration of Neurodegenerative Diseases Using Long-Read Sequencing and Optical Genome Mapping Technologies,Cogan G.,Movement Disorders,15318257,NA,NA,2025-01-01,2025,10.1002/mds.30151,"Genetic factors play a central role in neurodegenerative disorders. Over the past few decades, significant progress has been made in identifying the causative genes of numerous monogenic disorders, largely due to the widespread adoption of next-generation sequencing (NGS) technologies in both research and clinical settings. However, many likely monogenic disorders still lack an accurate molecular diagnosis, primarily because conventional NGS methods are not effective at detecting structural variants and repeat expansions, both of which are crucial in many neurogenetic diseases. Recently, long-read sequencing (LRS) and optical genome mapping technologies have emerged as powerful tools, offering the ability to capture more complex genetic variations. These technologies have already led to the discovery of novel genes responsible for well-characterized neurodegenerative diseases (ND), enhancing the understanding of the biological underpinning of these conditions. Although currently LRS is mostly used in a research setting, we anticipate broader implementation of these methods in clinical laboratories in the near future. In this review, we explore the contributions of these technologies to ND research and highlight the remaining challenges for future advancements. © 2025 The Author(s). Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",0,NA,Journal,re,Review,100,5,5,NA,17407,JSPS,undefined,Japan Society for the Promotion of Science,1,TRUE,all,All Open Access,118,long-read sequencing | neurodegenerative diseases | optical genome mapping,08853185,NA,NA
