@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,article-number,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,prism:issn,prism:pageRange,pubmed-id
true,https://api.elsevier.com/content/abstract/scopus_id/85151040462,SCOPUS_ID:85151040462,2-s2.0-85151040462,RecQ dysfunction contributes to social and depressive-like behavior and affects aldolase activity in mice,Hou Y.,Neurobiology of Disease,1095953X,180,NA,2023-05-01,May 2023,10.1016/j.nbd.2023.106092,S0969996123001067,"RecQ helicase family proteins play vital roles in maintaining genome stability, including DNA replication, recombination, and DNA repair. In human cells, there are five RecQ helicases: RECQL1, Bloom syndrome (BLM), Werner syndrome (WRN), RECQL4, and RECQL5. Dysfunction or absence of RecQ proteins is associated with genetic disorders, tumorigenesis, premature aging, and neurodegeneration. The biochemical and biological roles of RecQ helicases are rather well established, however, there is no systematic study comparing the behavioral changes among various RecQ-deficient mice including consequences of exposure to DNA damage. Here, we investigated the effects of ionizing irradiation (IR) on three RecQ-deficient mouse models (RecQ1, WRN and RecQ4). We find abnormal cognitive behavior in RecQ-deficient mice in the absence of IR. Interestingly, RecQ dysfunction impairs social ability and induces depressive-like behavior in mice after a single exposure to IR, suggesting that RecQ proteins play roles in mood and cognition behavior. Further, transcriptomic and metabolomic analyses revealed significant alterations in RecQ-deficient mice, especially after IR exposure. In particular, pathways related to neuronal and microglial functions, DNA damage repair, cell cycle, and reactive oxygen responses were downregulated in the RecQ4 and WRN mice. In addition, increased DNA damage responses were found in RecQ-deficient mice. Notably, two genes, Aldolase Fructose-Bisphosphate B (Aldob) and NADPH Oxidase 4 (Nox4), were differentially expressed in RecQ-deficient mice. Our findings suggest that RecQ dysfunction contributes to social and depressive-like behaviors in mice, and that aldolase activity may be associated with these changes, representing a potential therapeutic target.",0,Journal,ar,Article,100,8,8,Aldolase activity | Depressive-like behavior | DNA damage | RecQ helicases | WRN,106092,17466,NIH,LG-QS-202205-10,National Institutes of Health,1,TRUE,all,All Open Access,253,09699961,NA,36948261
true,https://api.elsevier.com/content/abstract/scopus_id/85149468207,SCOPUS_ID:85149468207,2-s2.0-85149468207,Polygenic Parkinson's Disease Genetic Risk Score as Risk Modifier of Parkinsonism in Gaucher Disease,Blauwendraat C.,Movement Disorders,15318257,38,5,2023-05-01,May 2023,10.1002/mds.29342,NA,"Background: Biallelic pathogenic variants in GBA1 are the cause of Gaucher disease (GD) type 1 (GD1), a lysosomal storage disorder resulting from deficient glucocerebrosidase. Heterozygous GBA1 variants are also a common genetic risk factor for Parkinson's disease (PD). GD manifests with considerable clinical heterogeneity and is also associated with an increased risk for PD. Objective: The objective of this study was to investigate the contribution of PD risk variants to risk for PD in patients with GD1. Methods: We studied 225 patients with GD1, including 199 without PD and 26 with PD. All cases were genotyped, and the genetic data were imputed using common pipelines. Results: On average, patients with GD1 with PD have a significantly higher PD genetic risk score than those without PD (P = 0.021). Conclusions: Our results indicate that variants included in the PD genetic risk score were more frequent in patients with GD1 who developed PD, suggesting that common risk variants may affect underlying biological pathways. © 2023 The Authors. Movement Disorders published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",9,Journal,ar,Article,100,20,20,Gaucher | GBA1 | genetics | Parkinson's,NA,17407,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,254,08853185,899-903,36869417
true,https://api.elsevier.com/content/abstract/scopus_id/85148652003,SCOPUS_ID:85148652003,2-s2.0-85148652003,Metabolomic markers mediate erythrocyte anisocytosis in older adults: Results from three independent aging cohorts,Tian Q.,Journal of Internal Medicine,13652796,293,5,2023-05-01,May 2023,10.1111/joim.13612,NA,"Background: Anisocytosis reflects unequal-sized red blood cells and is quantified using red blood cell distribution width (RDW). RDW increases with age and has been consistently associated with adverse health outcomes, such as cardiovascular disease and mortality. Why RDW increases with age is not understood. We aimed to identify plasma metabolomic markers mediating anisocytosis with aging. Methods: We performed mediation analyses of plasma metabolomics on the association between age and RDW using resampling techniques after covariate adjustment. We analyzed data from adults aged 70 or older from the main discovery cohort of the Baltimore Longitudinal Study of Aging (BLSA, n = 477, 46% women) and validation cohorts of the Health, Aging and Body Composition Study (Health ABC, n = 620, 52% women) and Invecchiare in Chianti, Aging in the Chianti Area (InCHIANTI) study (n = 735, 57% women). Plasma metabolomics was assayed using the Biocrates MxP Quant 500 kit in BLSA and Health ABC and liquid chromatography with tandem mass spectrometry in InCHIANTI. Results: In all three cohorts, symmetric dimethylarginine (SDMA) significantly mediated the association between age and RDW. Asymmetric dimethylarginine (ADMA) and 1-methylhistidine were also significant mediators in the discovery cohort and one validation cohort. In the discovery cohort, we also found choline, homoarginine, and several long-chain triglycerides significantly mediated the association between age and RDW. Conclusions and relevance: This metabolomics study of three independent aging cohorts identified a specific set of metabolites mediating anisocytosis with aging. Whether SDMA, ADMA, and 1-methylhistidine are released by the damaged erythrocytes with high RDW or they affect the physiology of erythrocytes causing high RDW should be further investigated.",4,Journal,ar,Article,100,6,6,1-methylhistidine | ADMA | aging | metabolomics | red blood cell distribution width | SDMA,NA,26656,NIH,N01‐AG‐6‐2101,National Institutes of Health,0,FALSE,all,All Open Access,255,09546820,589-599,36739565
true,https://api.elsevier.com/content/abstract/scopus_id/85148524516,SCOPUS_ID:85148524516,2-s2.0-85148524516,Preclinical and translational models for delirium: Recommendations for future research from the NIDUS delirium network,Vasunilashorn S.M.,Alzheimer's and Dementia,15525279,19,5,2023-05-01,May 2023,10.1002/alz.12941,NA,"Delirium is a common, morbid, and costly syndrome that is closely linked to Alzheimer's disease (AD) and AD-related dementias (ADRD) as a risk factor and outcome. Human studies of delirium have advanced our knowledge of delirium incidence and prevalence, risk factors, biomarkers, outcomes, prevention, and management. However, understanding of delirium neurobiology remains limited. Preclinical and translational models for delirium, while challenging to develop, could advance our knowledge of delirium neurobiology and inform the development of new prevention and treatment approaches. We discuss the use of preclinical and translational animal models in delirium, focusing on (1) a review of current animal models, (2) challenges and strategies for replicating elements of human delirium in animals, and (3) the utility of biofluid, neurophysiology, and neuroimaging translational markers in animals. We conclude with recommendations for the development and validation of preclinical and translational models for delirium, with the goal of advancing awareness in this important field.",16,Journal,re,Review,100,18,18,animal models | biomarkers | delirium,NA,3600148102,AA,AARG‐22‐917342,Alzheimer's Association,1,TRUE,all,All Open Access,256,15525260,2150-2174,36799408
true,https://api.elsevier.com/content/abstract/scopus_id/85147516311,SCOPUS_ID:85147516311,2-s2.0-85147516311,Genome-Wide Analysis of Structural Variants in Parkinson Disease,Billingsley K.J.,Annals of Neurology,15318249,93,5,2023-05-01,May 2023,10.1002/ana.26608,NA,"Objective: Identification of genetic risk factors for Parkinson disease (PD) has to date been primarily limited to the study of single nucleotide variants, which only represent a small fraction of the genetic variation in the human genome. Consequently, causal variants for most PD risk are not known. Here we focused on structural variants (SVs), which represent a major source of genetic variation in the human genome. We aimed to discover SVs associated with PD risk by performing the first large-scale characterization of SVs in PD. Methods: We leveraged a recently developed computational pipeline to detect and genotype SVs from 7,772 Illumina short-read whole genome sequencing samples. Using this set of SV variants, we performed a genome-wide association study using 2,585 cases and 2,779 controls and identified SVs associated with PD risk. Furthermore, to validate the presence of these variants, we generated a subset of matched whole-genome long-read sequencing data. Results: We genotyped and tested 3,154 common SVs, representing over 412 million nucleotides of previously uncatalogued genetic variation. Using long-read sequencing data, we validated the presence of three novel deletion SVs that are associated with risk of PD from our initial association analysis, including a 2 kb intronic deletion within the gene LRRN4. Interpretation: We identified three SVs associated with genetic risk of PD. This study represents the most comprehensive assessment of the contribution of SVs to the genetic risk of PD to date. ANN NEUROL 2023;93:1012–1022.",19,Journal,ar,Article,100,40,40,NA,NA,14179,NIH,1ZIANS003154,National Institutes of Health,1,TRUE,all,All Open Access,257,03645134,1012-1022,36695634
true,https://api.elsevier.com/content/abstract/scopus_id/85143222003,SCOPUS_ID:85143222003,2-s2.0-85143222003,The skin is no barrier to mixtures: Air pollutant mixtures and reported psoriasis or eczema in the Personalized Environment and Genes Study (PEGS),Lowe M.E.,Journal of Exposure Science and Environmental Epidemiology,1559064X,33,3,2023-05-01,May 2023,10.1038/s41370-022-00502-0,NA,"Background: Autoimmune (AI) diseases appear to be a product of genetic predisposition and environmental triggers. Disruption of the skin barrier causes exacerbation of psoriasis/eczema. Oxidative stress is a mechanistic pathway for pathogenesis of the disease and is also a primary mechanism for the detrimental effects of air pollution. Methods: We evaluated the association between autoimmune skin diseases (psoriasis or eczema) and air pollutant mixtures in 9060 subjects from the Personalized Environment and Genes Study (PEGS) cohort. Pollutant exposure data on six criteria air pollutants are publicly available from the Center for Air, Climate, and Energy Solutions and the Atmospheric Composition Analysis Group. For increased spatial resolution, we included spatially cumulative exposure to volatile organic compounds from sites in the United States Environmental Protection Agency Toxic Release Inventory and the density of major roads within a 5 km radius of a participant’s address from the United States Geological Survey. We applied logistic regression with quantile g-computation, adjusting for age, sex, diagnosis with an autoimmune disease in family or self, and smoking history to evaluate the relationship between self-reported diagnosis of an AI skin condition and air pollution mixtures. Results: Only one air pollution variable, sulfate, was significant individually (OR = 1.06, p = 3.99E−2); however, the conditional odds ratio for the combined mixture components of PM2.5 (black carbon, sulfate, sea salt, and soil), CO, SO2, benzene, toluene, and ethylbenzene is 1.10 (p-value = 5.4E−3). Significance: While the etiology of autoimmune skin disorders is not clear, this study provides evidence that air pollutants are associated with an increased prevalence of these disorders. The results provide further evidence of potential health impacts of air pollution exposures on life-altering diseases. Significance and impact statement: The impact of air pollution on non-pulmonary and cardiovascular diseases is understudied and under-reported. We find that air pollution significantly increased the odds of psoriasis or eczema in our cohort and the magnitude is comparable to the risk associated with smoking exposure. Autoimmune diseases like psoriasis and eczema are likely impacted by air pollution, particularly complex mixtures and our study underscores the importance of quantifying air pollution-associated risks in autoimmune disease.",14,Journal,ar,Article,100,10,10,Air pollution | Criteria pollutants | Dermal exposure | Epidemiology | Geospatial analyses,NA,4400151701,NIEHS,ZID ES103354,National Institute of Environmental Health Sciences,1,TRUE,all,All Open Access,258,15590631,474-481,36460922
true,https://api.elsevier.com/content/abstract/scopus_id/85141429122,SCOPUS_ID:85141429122,2-s2.0-85141429122,Association of change in cardiovascular risk factors with incident dementia,Sedaghat S.,Alzheimer's and Dementia,15525279,19,5,2023-05-01,May 2023,10.1002/alz.12818,NA,"Introduction: We evaluated whether better cardiovascular health at midlife and improvement of cardiovascular health within midlife were associated with dementia risk. Methods: Two longitudinal population-based studies were used: Atherosclerosis Risk in Communities (ARIC) (n = 11,460/visits at ages 54 and 60), and Age, Gene/Environment Susceptibility (AGES)-Reykjavik (n = 3907/visit at age 51). A cardiovascular health score (range 0–12/0–14, depending on diet availability) including six/seven items was calculated at each visit, with weight assigned to each item as poor (0), intermediate (1), or ideal (2). Cardiovascular health was defined as low (score 0–4/0–5), intermediate (5–7/6–9), or high (8–12/10–14). Incident dementia was ascertained through linkage to health records and with neuropsychological examinations. Results: Midlife high compared to low cardiovascular health (hazard ratios [HRs]: for ARIC: 0.60 [95% confidence interval: 0.52, 0.69]); for AGES-Reykjavik: 0.83 [0.66, 0.99] and improvement of cardiovascular health score within midlife (HR per one-point increase: ARIC: 0.94 [0.92, 0.96]) were associated with lower dementia risk. Discussion: Better cardiovascular health at midlife and improvement of cardiovascular health within midlife are associated with lower dementia risk. Highlights: Cardiovascular health and dementia were studied in two large cohort studies. Better cardiovascular health at midlife relates to lower dementia risk. Improvement of cardiovascular health within midlife relates to lower dementia risk. Promotion of cardiovascular health at midlife can help to reduce dementia risk.",10,Journal,ar,Article,100,13,13,cardiovascular health | dementia | life course | longitudinal | primordial prevention,NA,3600148102,NIH,2U01HL096814,National Institutes of Health,1,TRUE,all,All Open Access,259,15525260,1821-1831,36303296
true,https://api.elsevier.com/content/abstract/scopus_id/85139122570,SCOPUS_ID:85139122570,2-s2.0-85139122570,"Mid- and later-life risk factors for predicting neuropathological brain changes associated with Alzheimer's and vascular dementia: The Honolulu Asia Aging Study and the Age, Gene/Environment Susceptibility-Reykjavik Study",Stephan B.C.M.,Alzheimer's and Dementia,15525279,19,5,2023-05-01,May 2023,10.1002/alz.12762,NA,"Introduction: Dementia prediction models are necessary to inform the development of dementia risk reduction strategies. Here, we examine the utility of neuropathological-based risk scores to predict clinical dementia. Methods: Models were developed for predicting Alzheimer's disease (AD) and non-AD neuropathologies using the Honolulu Asia Aging neuropathological sub-study (HAAS; n = 852). Model accuracy for predicting clinical dementia, over 30 years, was tested in the non-autopsied HAAS sample (n = 2960) and the Age, Gene/Environment Susceptibility-Reykjavik Study (n = 4614). Results: Different models were identified for predicting neurodegenerative and vascular neuropathology (c-statistic range: 0.62 to 0.72). These typically included age, APOE, and a blood pressure-related measure. The neurofibrillary tangle and micro-vascular lesion models showed good accuracy for predicting clinical vascular dementia. Discussion: There may be shared risk factors across dementia-related lesions, suggesting common pathways. Strategies targeting these models may reduce risk or postpone clinical symptoms of dementia as well as reduce neuropathological burden associated with AD and vascular lesions.",1,Journal,ar,Article,100,6,6,Alzheimer's disease | dementia | neuropathology | risk prediction | vascular disease,NA,3600148102,NIH,0 0 063,National Institutes of Health,1,TRUE,all,All Open Access,260,15525260,1705-1713,36193864
true,https://api.elsevier.com/content/abstract/scopus_id/85139000323,SCOPUS_ID:85139000323,2-s2.0-85139000323,Association between social determinants of health and olfactory dysfunction in older adults: A population-based analysis,Stein E.,International Forum of Allergy and Rhinology,20426984,13,5,2023-05-01,May 2023,10.1002/alr.23088,NA,"Background: Social determinants of health (SDoH) are environmental conditions that influence health outcomes. As olfactory dysfunction (OD) in older individuals is associated with increased morbidity and mortality, we sought to investigate the impact of specific SDoH on olfactory function. Methods: A cross-sectional analysis of the Health, Aging and Body Composition Study, a US population-based epidemiologic cohort study, was performed. Olfactory function was assessed utilizing both a self-report and a psychophysical olfactory test (CC-SIT test). Multivariable logistic regressions were performed to examine associations between specific SDoH with self-reported anosmia (sOD) and objective anosmia (oOD) as assessed by psychophysical testing. Differences in sensitivity and specificity were evaluated with sample tests for equality of proportions. Results: Of 2219 participants, 13% had oOD and 18% had objective hyposmia; only 10% had sOD. Individuals identifying as Black race had higher odds of oOD (odds ratio [OR]:1.41, 95% confidence interval [CI]:1.02-1.95), while females and those reporting family incomes ≥$50,000 had lower odds of oOD (OR: 0.46, CI:0.34-0.62; OR:0.52, CI:0.29-0.93), adjusting for covariates. No specific SDoH was significantly associated with sOD. The sensitivity and specificity of sOD for oOD was 23.1% and 92.0%, respectively. sOD had greater sensitivity in females than males (30.8% vs. 18.8%, p = 0.030), while specificity varied significantly depending on family income (range: 90.0%-94.8%, p = 0.033). Conclusions: Utilizing a large population-based study, we find disparities in the prevalence and self-recognition of OD among individuals of different gender, race, and income levels. Further effort is needed to evaluate factors propagating these disparities and to raise awareness of OD across all patient populations.",4,Journal,ar,Article,100,7,7,anosmia | disparities | hyposmia | olfaction | social determinants of health,NA,21100202148,NIH,K23DC019678,National Institutes of Health,0,FALSE,all,All Open Access,261,20426976,910-923,36102027
true,https://api.elsevier.com/content/abstract/scopus_id/85153544312,SCOPUS_ID:85153544312,2-s2.0-85153544312,Pleiotropic effects of BAFF on the senescence-associated secretome and growth arrest,Rossi M.,eLife,2050084X,12,NA,2023-04-21,21 April 2023,10.7554/eLife.84238,NA,"Senescent cells release a variety of cytokines, proteases, and growth factors collectively known as the senescence-associated secretory phenotype (SASP). Sustained SASP contributes to a pattern of chronic inflammation associated with aging and implicated in many age-related diseases. Here, we investigated the expression and function of the immunomodulatory cytokine BAFF (B-cell activating factor; encoded by the TNFSF13B gene), a SASP protein, in multiple senescence models. We first characterized BAFF production across different senescence paradigms, including senescent human diploid fibroblasts (WI-38, IMR-90) and monocytic leukemia cells (THP-1), and tissues of mice induced to undergo senescence. We then identified IRF1 (interferon regulatory factor 1) as a transcription factor required for promoting TNFSF13B mRNA transcription in senescence. We discovered that suppressing BAFF production decreased the senescent phenotype of both fibroblasts and monocyte-like cells, reducing IL6 secretion and SA-β-Gal staining. Importantly, however, the influence of BAFF on the senescence program was cell type-specific: in monocytes, BAFF promoted the early activation of NF-κB and general SASP secretion, while in fibroblasts, BAFF contributed to the production and function of TP53 (p53). We propose that BAFF is elevated across senescence models and is a potential target for senotherapy.",12,Journal,ar,Article,100,18,18,BAFF | cell biology | developmental biology | human | mouse | paracrine | SASP | senescence,NA,21100242814,NIH,Z01 AG000511,National Institutes of Health,1,TRUE,all,All Open Access,262,NA,NA,37083495
true,https://api.elsevier.com/content/abstract/scopus_id/85150011404,SCOPUS_ID:85150011404,2-s2.0-85150011404,Controllable self-replicating RNA vaccine delivered intradermally elicits predominantly cellular immunity,Amano T.,iScience,25890042,26,4,2023-04-21,21 April 2023,10.1016/j.isci.2023.106335,S2589004223004121,"Intradermal delivery of self-replicating RNA (srRNA) is a promising vaccine platform. We have developed an srRNA that functions optimally at around 33°C (skin temperature) and is inactivated at or above 37°C (core body temperature) as a safety switch. This temperature-controllable srRNA (c-srRNA), when tested as an intradermal vaccine against SARS-CoV-2, functions when injected naked without lipid nanoparticles. Unlike most currently available vaccines, c-srRNA vaccines predominantly elicit cellular immunity with little or no antibody production. Interestingly, c-srRNA-vaccinated mice produced antigen-specific antibodies upon subsequent stimulation with antigen protein. Antigen-specific antibodies were also produced when B cell stimulation using antigen protein was followed by c-srRNA booster vaccination. We have thus designed a pan-coronavirus booster vaccine that incorporates both spike-receptor-binding domains as viral surface proteins and evolutionarily conserved nucleoproteins as viral internal proteins, from both severe acute respiratory syndrome coronavirus 2 and Middle East respiratory syndrome coronavirus. c-srRNA may provide a route to activate cellular immunity against a wide variety of pathogens.",13,Journal,ar,Article,100,13,13,Immunity | Molecular biology | Virology,106335,21100907125,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,263,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/85151485056,SCOPUS_ID:85151485056,2-s2.0-85151485056,Fractal dynamics of individual mitochondrial oscillators measure local inter-mitochondrial coupling,Kurz F.T.,Biophysical Journal,15420086,122,8,2023-04-18,18 April 2023,10.1016/j.bpj.2023.03.011,S0006349523001649,"Mitochondrial inner membrane potentials in cardiomyocytes may oscillate in cycles of depolarization/repolarization when the mitochondrial network is exposed to metabolic or oxidative stress. The frequencies of such oscillations are dynamically changing while clusters of weakly coupled mitochondrial oscillators adjust to a common phase and frequency. Across the cardiac myocyte, the averaged signal of the mitochondrial population follows self-similar or fractal dynamics; however, fractal properties of individual mitochondrial oscillators have not yet been examined. We show that the largest synchronously oscillating cluster exhibits a fractal dimension, D, that is indicative of self-similar behavior with D=1.27±0.11, in contrast to the remaining network mitochondria whose fractal dimension is close to that of Brownian noise, D=1.58±0.10. We further demonstrate that fractal behavior is correlated with local coupling mechanisms, whereas it is only weakly linked to measures of functional connections between mitochondria. Our findings suggest that individual mitochondrial fractal dimensions may serve as a simple measure of local mitochondrial coupling.",1,Journal,ar,Article,100,6,6,NA,NA,14859,NIH,1 R01 HL135335-01,National Institutes of Health,1,TRUE,all,All Open Access,264,00063495,1459-1469,36905121
true,https://api.elsevier.com/content/abstract/scopus_id/85152557247,SCOPUS_ID:85152557247,2-s2.0-85152557247,Characterization of altered molecular mechanisms in Parkinson’s disease through cell type–resolved multiomics analyses,Lee A.J.,Science Advances,23752548,9,15,2023-04-14,April 2023,10.1126/sciadv.abo2467,NA,"Parkinson’s disease (PD) is a progressive neurodegenerative disorder. However, cell type–dependent transcriptional regulatory programs responsible for PD pathogenesis remain elusive. Here, we establish transcriptomic and epigenomic landscapes of the substantia nigra by profiling 113,207 nuclei obtained from healthy controls and patients with PD. Our multiomics data integration provides cell type annotation of 128,724 cis-regulatory elements (cREs) and uncovers cell type–specific dysregulations in cREs with a strong transcriptional influence on genes implicated in PD. The establishment of high-resolution three-dimensional chromatin contact maps identifies 656 target genes of dysregulated cREs and genetic risk loci, uncovering both potential and known PD risk genes. Notably, these candidate genes exhibit modular gene expression patterns with unique molecular signatures in distinct cell types, highlighting altered molecular mechanisms in dopaminergic neurons and glial cells including oligodendrocytes and microglia. Together, our single-cell transcriptome and epigenome reveal cell type–specific disruption in transcriptional regulations related to PD.",28,Journal,ar,Article,100,14,14,NA,eabo2467,21100457028,MOE,2020R1A2C4001464,Ministry of Education,1,TRUE,all,All Open Access,265,NA,NA,37058563
true,https://api.elsevier.com/content/abstract/scopus_id/85152172334,SCOPUS_ID:85152172334,2-s2.0-85152172334,"""Who am I?"": Weakened sense of the self in patients with behavioral variant frontotemporal dementia",El Haj M.,Medicine (United States),15365964,102,14,2023-04-07,7 April 2023,10.1097/MD.0000000000033461,NA,"While research has shown a distrusted sense of the self in patients with behavioral variant frontotemporal dementia (bvFTD), little is known about how patients describe their self-image. We used the ""Who am I?""task to invite patients with bvFTD and control participants to produce statements beginning with ""I am.""We distinguished between statements related to physical, social, and psychological self. Analyses showed fewer statements related to physical, social, and psychological self in the patients with bvFTD than in control participants. Another result was the proportionally similar production of statements describing physical, social, and psychological self in both patients with bvFTD and control participants. Finally, the total production of ""Who am I?""statements was positively correlated with verbal fluency in both patients with bvTFD and control participants. Our findings demonstrate a diminished ability of patients with bvFTD to process self-images. Our study also paves the way toward the use of the ""Who am I""task as a simple and ecologically valid tool allowing for the quantitative and qualitative assessment of the sense of self in patients with bvFTD.",0,Journal,ar,Article,100,3,3,behavioral variant frontotemporal dementia | identity | self | sense of the self,NA,18387,NIH,undefined,National Institutes of Health,1,TRUE,all,All Open Access,266,00257974,E33461,37026915
true,https://api.elsevier.com/content/abstract/scopus_id/85152168045,SCOPUS_ID:85152168045,2-s2.0-85152168045,Association of Race and Poverty Status With DNA Methylation-Based Age,Shen B.,JAMA Network Open,25743805,6,4,2023-04-07,7 April 2023,10.1001/jamanetworkopen.2023.6340,NA,"Importance: The Dunedin Pace of Aging Calculated From the Epigenome (DunedinPACE) measure is a newly constructed DNA methylation (DNAm) biomarker associated with morbidity, mortality, and adverse childhood experiences in several cohorts with European ancestry. However, there are few studies of the DunedinPACE measure among socioeconomically and racially diverse cohorts with longitudinal assessments. Objective: To investigate the association of race and poverty status with DunedinPACE scores in a socioeconomically diverse middle-aged cohort of African American and White participants. Design, Setting, and Participants: This longitudinal cohort study used data from the Healthy Aging in Neighborhoods of Diversity Across the Life Span (HANDLS) study. HANDLS is a population-based study of socioeconomically diverse African American and White adults aged 30 to 64 years at baseline in Baltimore, Maryland, with follow-up approximately every 5 years. The current study was restricted to 470 participants with blood samples at 2 time points: August 14, 2004, to June 22, 2009 (visit 1), and June 23, 2009, to September 12, 2017 (visit 2). Genome-wide DNAm was assessed at visit 1 (chronological age, 30-64 years) and visit 2. Data were analyzed from March 18, 2022, to February 9, 2023. Main Outcomes and Measures: DunedinPACE scores were estimated for each participant at 2 visits. DunedinPACE scores are values scaled to a mean of 1, interpretable with reference to a rate of 1 year of biological aging per 1 year of chronological aging. Linear mixed-model regression analysis was used to examine the trajectories of DunedinPACE scores by chronological age, race, sex, and poverty status. Results: Among 470 participants, the mean (SD) chronological age at visit 1 was 48.7 (8.7) years. Participants were balanced by sex (238 [50.6%] were men and 232 [49.4%] were women), race (237 [50.4%] African American and 233 [49.6%] White), and poverty status (236 [50.2%] living below poverty level and 234 [49.8%] living above poverty level). The mean (SD) time between visits was 5.1 (1.5) years. Overall, the mean (SD) DunedinPACE score was 1.07 (0.14), representing a 7% faster pace of biological aging than chronological aging. Linear mixed-effects regression analysis revealed an association between the 2-way interaction between race and poverty status (White race and household income below poverty level: β = 0.0665; 95% CI, 0.0298-0.1031; P <.001) and significantly higher DunedinPACE scores and an association between quadratic age (age squared: β = -0.0113; 95% CI, -0.0212 to -0.0013; P =.03) and significantly higher DunedinPACE scores. Conclusions and Relevance: In this cohort study, household income below poverty level and African American race were associated with higher DunedinPACE scores. These findings suggest that the DunedinPACE biomarker varies with race and poverty status as adverse social determinants of health. Consequently, measures of accelerated aging should be based on representative samples.",22,Journal,ar,Article,100,7,7,NA,NA,21100900345,NA,undefined,NA,1,TRUE,all,All Open Access,267,NA,E236340,37027157
true,https://api.elsevier.com/content/abstract/scopus_id/85147176360,SCOPUS_ID:85147176360,2-s2.0-85147176360,Virus exposure and neurodegenerative disease risk across national biobanks,Levine K.S.,Neuron,10974199,111,7,2023-04-05,5 April 2023,10.1016/j.neuron.2022.12.029,S0896627322011473,"With recent findings connecting the Epstein-Barr virus to an increased risk of multiple sclerosis and growing concerns regarding the neurological impact of the coronavirus pandemic, we examined potential links between viral exposures and neurodegenerative disease risk. Using time series data from FinnGen for discovery and cross-sectional data from the UK Biobank for replication, we identified 45 viral exposures significantly associated with increased risk of neurodegenerative disease and replicated 22 of these associations. The largest effect association was between viral encephalitis exposure and Alzheimer's disease. Influenza with pneumonia was significantly associated with five of the six neurodegenerative diseases studied. We also replicated the Epstein-Barr/multiple sclerosis association. Some of these exposures were associated with an increased risk of neurodegeneration up to 15 years after infection. As vaccines are currently available for some of the associated viruses, vaccination may be a way to reduce some risk of neurodegenerative disease.",169,Journal,ar,Article,100,10,10,Alzheimer's disease | amyotrophic lateral sclerosis | encephalitis | generalized dementia | influenza | multiple sclerosis | Parkinson's disease | varicella-zoster | vascular dementia | viral exposure,NA,17978,NIH,ZO1 AG000535,National Institutes of Health,1,TRUE,all,All Open Access,268,08966273,1086-1093.e2,36669485
